section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
23A,Field Level clubs (1-32),KPMG Blueprint Club,"Sections 16-22 sit just behind the visitor dugout near home plate"" and ""located just behind the visitor dugout on the first base side at Rogers Centre.",0,behind home plate,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. This section is behind home plate, so seat 1 is on its first-base side.",not published,"the brief-supplied identifier URL .../seating/sections/23A does NOT serve section content - it redirects to the Rogers Centre ""Find Your Seats"" section index, where 23A is listed as a link pointing to .../seating/sections/23_a. Two RateYourSeats pages for adjacent 23-series identifiers assign them to different clubs on different sides of home plate. Neither reading is adopted here. ""Blueprint Club - Blue Jays Games""; ""Rows 1-8"". ""Premium seating area as part of the Blueprint Club for Blue Jays games"". Page also mentions ""All-inclusive dining"", ""private club space"", a ""low-level infield perspective from the first base side"" and ""unique views into the visitor batting cage"".","HIGH - zone, rows, location and seat direction stated by the source"
23B,Field Level clubs (1-32),Rogers Banner Club,"""Behind Home Plate & Jays Dugout: Sections 23-32 span from behind home plate to directly behind the Blue Jays dugout."" and ""Sections 23-25: Behind home plate"".",0,behind home plate,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. This section is behind home plate, so seat 1 is on its first-base side.",not published,"the brief-supplied identifier URL .../seating/sections/23B does NOT serve section content - it redirects to the Rogers Centre ""Find Your Seats"" section index, where 23B is listed as a link pointing to .../seating/sections/23_b. The underscore form was fetched and does serve genuine Section 23B content. The index page shows no seat-view photo for 23B (""no-photo_1.png""). Section 23B is assigned to the BANNER CLUB behind home plate, while the sibling Section 23A page assigns 23A to the BLUEPRINT CLUB behind the visitor dugout on the first-base side. See the Section 23A record. ""Banner Club"". ""Premium seating area as part of the Banner Club"". Page also states ""All seats are within 15 rows of the field"" and ""In-Seat Service (Blue Jays): Fans can order ballpark favorites and gourmet menu items directly to their seats."" and describes ""access to a club lounge located directly beneath the seating sections"".","HIGH - zone, rows, location and seat direction stated by the source"
24,Field Level clubs (1-32),Rogers Banner Club,"""Behind Home Plate & Jays Dugout: Sections 23-32 span from behind home plate to directly behind the Blue Jays dugout."" and ""Sections 23-25: Behind home plate"".",0,behind home plate,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Banner Club"". ""Premium seating area as part of the Banner Club"". Page also states ""All seats are within 15 rows of the field"" and ""In-Seat Service (Blue Jays): Fans can order ballpark favorites and gourmet menu items directly to their seats."" and describes ""access to a club lounge located directly beneath the seating sections"". Section Insight also lists ""Rows 1-8"". Page also states ""Close-to-Field Seating"".","HIGH - zone, rows, location and seat direction stated by the source"
25,Field Level clubs (1-32),Rogers Banner Club,not stated by the source,0,behind home plate,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 26. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Banner Club"". ""Premium seating area as part of the Banner Club"". Page also states ""All seats are within 15 rows of the field"" and ""In-Seat Service (Blue Jays): Fans can order ballpark favorites and gourmet menu items directly to their seats."" and describes ""access to a club lounge located directly beneath the seating sections"". Section Insight also lists ""Rows 1-8"".","MEDIUM - rows and zone confirmed, the source does not place this section"
26,Field Level clubs (1-32),Rogers Banner Club,"""Sections 23-32 span from behind home plate to directly behind the Blue Jays dugout"" and ""Sections 23-25: Behind home plate"" and ""Sections 29-32: Directly behind the Blue Jays dugout"".",0,behind home plate,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Banner Club"". ""Premium seating area as part of the Banner Club"". Page also states ""All seats are within 15 rows of the field"" and ""In-Seat Service (Blue Jays): Fans can order ballpark favorites and gourmet menu items directly to their seats."" and describes ""access to a club lounge located directly beneath the seating sections"". Section Insight also lists ""Rows 1-8"".","HIGH - zone, rows, location and seat direction stated by the source"
27,Field Level clubs (1-32),Rogers Banner Club,Sections 23-32 span from behind home plate to directly behind the Blue Jays dugout.,1,toward third base / left field,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Banner Club"". ""Premium seating area as part of the Banner Club"". Page also states ""All seats are within 15 rows of the field"" and ""In-Seat Service (Blue Jays): Fans can order ballpark favorites and gourmet menu items directly to their seats."" and describes ""access to a club lounge located directly beneath the seating sections"". Section Insight also lists ""Rows 1-8"".","HIGH - zone, rows, location and seat direction stated by the source"
28,Field Level clubs (1-32),Rogers Banner Club,"""Near Blue Jays Dugout"" and ""These seats are located behind the Blue Jays dugout"".",2,toward third base / left field,1-8,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 27, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Blue Jays Dugout""; ""Banner Club""; ""Rows 1-8"". ""These seats are located behind the Blue Jays dugout""; ""Premium seating area as part of the Banner Club"". Section 28 is the lowest-numbered section in this batch that the page itself places AT the Blue Jays dugout; the same page's zone text lists ""Sections 29-32: Directly behind the Blue Jays dugout"", so 28 sits at the home-plate end of the dugout run. Fan review present, text ""Love it!"" (5-star, Apr 17, 2024 game).","HIGH - zone, rows, location and seat direction stated by the source"
29,Field Level clubs (1-32),Banner Club,"""Sections 29-32: Directly behind the Blue Jays dugout"". ""These seats are located behind the Blue Jays dugout"".",3,toward third base / left field,1-11,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the edge facing section 30. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Blue Jays Dugout""; ""Banner Club""; ""Rows 1-11""; ""These seats are located behind the Blue Jays dugout""; ""Premium seating area as part of the Banner Club"". Seat-view images on the page are dated 5-10-2024, i.e. post-renovation.","HIGH - zone, rows, location and seat direction stated by the source"
30,Field Level clubs (1-32),Banner Club,"""Sections 29-32: Directly behind the Blue Jays dugout"". ""These seats are located behind the Blue Jays dugout"".",4,toward third base / left field,1-11,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 29, with seat numbers counting up toward the edge facing section 31. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Blue Jays Dugout""; ""Banner Club""; ""Rows 1-11""; ""These seats are located behind the Blue Jays dugout""; ""Premium seating area as part of the Banner Club"". Seat-view imagery dated 5-10-2024 (post-renovation). Page content is identical in substance to Sections 29, 31 and 32 apart from the section number and it may be templated across the Banner Club block.","HIGH - zone, rows, location and seat direction stated by the source"
31,Field Level clubs (1-32),Banner Club,"""Near Blue Jays Dugout""; ""These seats are located behind the Blue Jays dugout"". The 29-32 grouping line (""Sections 29-32: Directly behind the Blue Jays dugout"") is carried on the sibling section pages.",5,toward third base / left field,1-11,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 30, with seat numbers counting up toward the edge facing section 32. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Blue Jays Dugout""; ""Banner Club""; ""Rows 1-11""; ""These seats are located behind the Blue Jays dugout""; ""Premium seating area as part of the Banner Club"". Content appears templated across the Banner Club block (29-32).","HIGH - zone, rows, location and seat direction stated by the source"
32,Field Level clubs (1-32),Banner Club,"""Sections 29-32: Directly behind the Blue Jays dugout"". ""These seats are located behind the Blue Jays dugout"".",6,toward third base / left field,1-11,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 31, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Blue Jays Dugout""; ""Banner Club""; ""Rows 1-11""; ""These seats are located behind the Blue Jays dugout""; ""Premium seating area as part of the Banner Club"". A ""2026 Review"" block on the page is labelled ""Banner Club"" generally and is not attributed to a specific section or row.","HIGH - zone, rows, location and seat direction stated by the source"
101A,100 Level (101-148),100 Level Outfield,"""100 Level Outfield seating includes Sections 101-103 (right field) and 142-148 (left field) at Rogers Centre."" The 101-103 block is therefore RIGHT FIELD.",19,toward first base / right field,1-2,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 102A. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Behind/Side Stage (most shows)""; ""Lower Level Value Seats: Sections 101-103 and 142-148 are among the cheapest tickets on the 100 level.""; ""A Sections: Closest to the field with the best chance at catching home run balls""; ""Home Run Territory: Strong chance to catch a ball, especially in the front rows.""; ""Bullpen Access: Close proximity to both the Blue Jays and visiting bullpens."" ""101A is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" — concerts only, not baseball. ""These seats were amazing. Outfield row 1, was able to interact with the players from a great vantage point."" Only two rows (1-2) — a very shallow front sub-section, consistent with the ""A Sections"" (front) / ""B Sections"" (rear) split stated elsewhere on the 100 Level Outfield pages.","HIGH - zone, rows, location and seat direction stated by the source"
101B,100 Level (101-148),100 Level Outfield,"""100 Level Outfield"" — ""Sections 101-103 (right field)"". So Section 101B is in RIGHT FIELD.",19,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 7.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 102A. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-7""; ""Behind/Side Stage (most shows)"". ""101B is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" — concerts only. ""Strong chance to catch a ball, especially in the front rows"" and ""Close proximity to both the Blue Jays and visiting bullpens"", plus the statement that the section ""is split into A (front) and B (rear)"" sub-sections. the first fetch of this exact URL returned the generic Rogers Centre sections INDEX page rather than section content, and that index rendered the ""Section 101B"" link as pointing at .../seating/sections/101 . An immediate re-fetch of the same URL returned genuine Section 101B content, which is what is recorded here.","HIGH - zone, rows, location and seat direction stated by the source"
102A,100 Level (101-148),100 Level Outfield,"""100 Level Outfield seating includes Sections 101-103 (right field) and 142-148 (left field) at Rogers Centre."" Section 102A is therefore in RIGHT FIELD.",18,toward first base / right field,1-4,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 101A, with seat numbers counting up toward the edge facing section 103A. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Behind/Side Stage (most shows)""; ""A Sections: Closest to the field with the best chance at catching home run balls""; ""Home Run Territory: Strong chance to catch a ball, especially in the front rows."" ""102A is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view."" — concerts only.","HIGH - zone, rows, location and seat direction stated by the source"
102B,100 Level (101-148),100 Level Outfield,"""100 Level Outfield"" (the zone line elsewhere on these pages reads ""Sections 101-103 (right field)"").",18,toward first base / right field,"1-7, WCA",WCA,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WCA.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 101A, with seat numbers counting up toward the edge facing section 103A. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-7, WCA""; ""Behind/Side Stage (most shows)"". ""102B is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" — concerts only. ""Great seats — No CN Tower view or jumbotron. the first fetch of this exact URL returned the generic Rogers Centre sections INDEX page; an immediate re-fetch returned genuine Section 102B content, which is what is recorded here. A View From My Seat (https://www.aviewfrommyseat.com/venue/Rogers+Centre/102B/) gives ""First Row: 1 Last Row: A"" — last row ""A"", not ""WCA"" as RateYourSeats states. That site also tags seats in this section ""has an obstructed view of the scoreboard"", ""has extra leg room"", ""is near the bullpen"", and tags rows as ""is accessible""; its two photos are both from ""section: 102b, row: 1, seat: 12"", which is the only evidence anywhere in this batch of a seat number as high as 12 in a row.""","HIGH - zone, rows, location and seat direction stated by the source"
103A,100 Level (101-148),100 Level Outfield,"""100 Level Outfield seating includes Sections 101-103 (right field) and 142-148 (left field) at Rogers Centre."" Section 103A is therefore in RIGHT FIELD.",17,toward first base / right field,1-6,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 102A, with seat numbers counting up toward the edge facing section 104. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Behind/Side Stage (most shows)""; ""A Sections: Closest to the field with the best chance at catching home run balls"". ""103A is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" — concerts only.","HIGH - zone, rows, location and seat direction stated by the source"
