section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
129,Field Level (100s),not named by the source,Field Level Down the Line,14,toward first base / right field,"A-Z, AA-HH"")",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 130. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows X & Above - Covered"". ""Top Pick for Kids and Family Rows AA-HH"". Obstructed views, netting, dugout adjacency and accessible rows rateyourseats.com section 129 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
130,Field Level (100s),not named by the source,Field Level Down the Line,13,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 131. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows X and above are under cover (covered seating in double-lettered rows). Rows AA-HH recommended for kids and family. Family restroom and multiple concessions nearby. Excellent viewing angle to the large videoboard. Obstructed views, netting, dugout adjacency and accessible rows rateyourseats.com section 130 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
131,Field Level (100s),not named by the source,Field Level Down the Line,12,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 130, with seat numbers counting up toward the edge facing section 134. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows X & Above - Covered"". ""Top Pick for Kids and Family"" for Rows AA-HH (recommendation label, not a ticket category). Obstructed views, netting, dugout adjacency and accessible rows rateyourseats.com section 131 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
134,Field Level (100s),not named by the source,Located on the first base side beyond the visitors' dugout,11,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 136. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"beyond the visitors' dugout on the first base side. Rows X and above are covered. Rows AA-HH recommended for kids and families. Obstructed views, netting and accessible rows rateyourseats.com section 134 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
136,Field Level (100s),not named by the source,Field Level Down the Line,10,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 134, with seat numbers counting up toward the edge facing section 138. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows A-E recommended for visiting team fans. Rows AA-HH recommended for great views of the field. Rows X and above are covered. Obstructed views, netting, dugout adjacency and accessible rows rateyourseats.com section 136 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
138,Field Level (100s),not named by the source,Field Level Down the Line,9,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 136, with seat numbers counting up toward the edge facing section 140. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows X and above are covered; page also notes sections 165-174 receive shade before other sections in this location. Rows A-E recommended for visiting team fans. Rows AA-HH recommended for great views of the field. Obstructed views, netting, dugout adjacency and accessible rows rateyourseats.com section 138 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
140,Field Level (100s),Field Level Infield,behind the visitor dugout,8,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 138, with seat numbers counting up toward the edge facing section 142. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"directly behind the visiting team dugout. some netting/screening in front of sections 140-164, with height and coverage varying by section. Rows X and above are covered; shade protection from overhang; upper outfield not visible due to overhang. rateyourseats.com section 140 page.","HIGH - zone, rows, location and seat direction stated by the source"
142,Field Level (100s),Field Level Infield,behind the visitor dugout,7,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 140, with seat numbers counting up toward the edge facing section 144. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Row F is the first row immediately behind the visitor's dugout. Row HH (top row) contains wheelchair and companion seating in Seats 1-5. the lower bowl is shallow, which may cause visibility issues for some children seated behind taller patrons. Rows X and above are covered; 3B side gets shade before 1B side. rateyourseats.com section 142 page.","HIGH - zone, rows, location and seat direction stated by the source"
144,Field Level (100s),Field Level Infield,behind the visitor dugout,6,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 142, with seat numbers counting up toward the edge facing section 146. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"visiting team dugout is in front of sections 140-146; Row F is the first row behind the visitor's dugout. Rows X and above are covered; shading varies by side of field. Obstructed views, netting and accessible rows rateyourseats.com section 144 page.","HIGH - zone, rows, location and seat direction stated by the source"
146,Field Level (100s),Field Level Infield,behind the visitor dugout,5,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 144, with seat numbers counting up toward the edge facing section 148. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"located behind the visiting team dugout. the lower bowl is shallow, which may cause visibility issues for some children sitting behind taller fans. Rows X and above are covered; seats on the 3B side receive shade before the 1B side. rateyourseats.com section 146 page.","HIGH - zone, rows, location and seat direction stated by the source"
148,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,4,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 146, with seat numbers counting up toward the edge facing section 149. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Rows X & Above - Covered.","HIGH - zone, rows, location and seat direction stated by the source"
149,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,3,toward first base / right field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 148, with seat numbers counting up toward the edge facing section 150. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
150,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,2,toward first base / right field,"L-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 149, with seat numbers counting up toward the edge facing section 151. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
151,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,1,toward first base / right field,"L-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 150, with seat numbers counting up toward the edge facing section 152. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
152,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,0,behind home plate,"L-Z, AA-EE, FF-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 151, with seat numbers counting up toward the edge facing section 153. This section is behind home plate, so seat 1 is on its first-base side.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Wheelchair seating is available behind Row EE.","HIGH - zone, rows, location and seat direction stated by the source"
153,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,0,behind home plate,"L-Z, AA-EE, FF-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 152, with seat numbers counting up toward the edge facing section 154. This section is behind home plate, so seat 1 is on its first-base side.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Wheelchair seating is available behind Row EE.","HIGH - zone, rows, location and seat direction stated by the source"
154,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,0,behind home plate,"L-Z, AA-EE, FF-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 153, with seat numbers counting up toward the edge facing section 155. This section is behind home plate, so seat 1 is on its first-base side.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Wheelchair seating is available behind Row EE.","HIGH - zone, rows, location and seat direction stated by the source"
155,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,0,behind home plate,"L-Z, AA-EE, FF-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 154, with seat numbers counting up toward the edge facing section 156. This section is behind home plate, so seat 1 is on its first-base side.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Wheelchair seating is available behind Row EE.","HIGH - zone, rows, location and seat direction stated by the source"
156,Field Level (100s),Field Level Infield,Desirable view from behind home plate.,1,toward third base / left field,"L-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 155, with seat numbers counting up toward the edge facing section 157. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
157,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,2,toward third base / left field,"L-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 156, with seat numbers counting up toward the edge facing section 158. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. ""great view without the net.""","HIGH - zone, rows, location and seat direction stated by the source"
158,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,3,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 157, with seat numbers counting up toward the edge facing section 159. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
159,Field Level (100s),Field Level Infield,Infield seats at Field Level are sometimes referred to as Diamond Box and Field Box Front Back and Middle.,4,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 158, with seat numbers counting up toward the edge facing section 160. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
160,Field Level (100s),Field Level Infield,These seats are located behind the Guardians dugout.,5,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 159, with seat numbers counting up toward the edge facing section 162. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
162,Field Level (100s),Field Level Infield,These seats are located behind the Guardians dugout.,6,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 160, with seat numbers counting up toward the edge facing section 163. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Row F is the first row behind the Guardians (Indians) dugout in Section 162.","HIGH - zone, rows, location and seat direction stated by the source"
163,Field Level (100s),Field Level Infield,These seats are located behind the Guardians dugout.,7,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 162, with seat numbers counting up toward the edge facing section 164. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146.","HIGH - zone, rows, location and seat direction stated by the source"
164,Field Level (100s),Field Level Infield,These seats are located behind the Guardians dugout.,8,toward third base / left field,"F-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 163, with seat numbers counting up toward the edge facing section 165. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"The Lower bowl is very shallow, which means that some kids may have a difficult time seeing over taller fans in front of them. Seats on the 3B side of the field will see the shade before the 1B side. The Guardians dugout is located in front of sections 160-164, while the visiting team dugout is in front of 140-146. Described as beyond the protective netting for clear views to home plate.","HIGH - zone, rows, location and seat direction stated by the source"
165,Field Level (100s),Field Level Down the Line,"Like many ballparks, the further down the line you get, the worse the angle towards home plate gets.",9,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 164, with seat numbers counting up toward the edge facing section 167. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Sections 165-174 will get shade before any of the other sections in this location. Fan review describes it as ""Just Past the Indians Dugout"": ""Great view, as you will be looking over the third-base coach's shoulder. But you must be alert for line drive foul balls, as they come screaming right through this section.""","HIGH - zone, rows, location and seat direction stated by the source"
167,Field Level (100s),Field Level Down the Line,"Like many ballparks, the further down the line you get, the worse the angle towards home plate gets.",10,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 165, with seat numbers counting up toward the edge facing section 169. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Sections 165-174 will get shade before any of the other sections in this location. Sections further down the line have worsening angles toward home plate; sections 170-174 might struggle to see the left field scoreboard.,"HIGH - zone, rows, location and seat direction stated by the source"
169,Field Level (100s),Field Level Down the Line,Section 169 is one section past the infield dirt down the left field line.,11,toward third base / left field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 167, with seat numbers counting up toward the edge facing section 170. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Sections 165-174 will get shade before any of the other sections in this location.,"HIGH - zone, rows, location and seat direction stated by the source"
