section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
11,Promenade Level (1-40),Promenade Level Infield,not stated by the source,2,toward first base / right field,"A-E, 1-27",27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 10, with seat numbers counting up toward the edge facing section 12. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,'Front of sections 8-21 are behind the netting.' Fan review (Row 15): 'Nearly the best seats for this field — The batter and pitcher is awesome to see from here. You can see all of the field very well and the infield extremely well.' Lowest listed price $29.,"MEDIUM - rows and zone confirmed, the source does not place this section"
12,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'For baseball games, desirable view from behind home plate.' 'For Baseball - Recommended For Great Views of the Field — Amazing view from behind home plate on the lower level. Higher on the lower tier for expansive viewing angles and less distraction from the netting. Excellent perspective to the batters box, pitchers mound, and on deck circles.'",1,toward first base / right field,"A-E, 1-27",27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 13. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,Page rendered in RateYourSeats' simplified template (no 'Section Insights' tag list shown). Netting review (first listed): 'Front of sections 8-21 are behind the netting — There is some amount of netting or screening in front of sections 8-21. The height and coverage of netting or screening will vary by section.' Also carries the 'Lower Sideline (Football)' review naming sections 5-12 as infield sideline seats.,"HIGH - zone, rows, location and seat direction stated by the source"
13,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' 'Sections 13-18 behind home plate and 25-28 down the left field line offer surprisingly good angles towards the 50 yard-line.'",0,behind home plate,"A-E, 1-27",27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 14. This section is behind home plate, so seat 1 is on its first-base side.",not published,'Top Pick for Great Views of the Field' and 'Home Plate View'. 'we recommend these seats for great views of the field' and 'desirable view from behind home plate.' 'Front of sections 8-21 are behind the netting.' Lowest listed price $32.,"HIGH - zone, rows, location and seat direction stated by the source"
14,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' Football review places Section 14 within 'Sections 13-18 behind home plate.'",0,behind home plate,1-27,27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 15. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Top Pick for Great Views of the Field' and 'Home Plate View'. Row Numbers state only '1-27' (no lettered rows listed for Section 14, unlike neighboring 13/15/16 which are also number-only here but 13/17/18 have A-E). Fan review (Row 23): 'Directly Behind Home Plate — Five star seats all around... Higher row pushes you away from the field, but it also means you're covered and shaded when the roof is open. Also means that you're just a couple steps from the concourse.' (roof/overhang coverage benefit noted at higher rows). 'Front of sections 8-21 are behind the netting.' Lowest listed price $28.","HIGH - zone, rows, location and seat direction stated by the source"
15,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' Football review places Section 15 within 'Sections 13-18 behind home plate.'",0,behind home plate,1-27,27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 16. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Top Pick for Outstanding Convenience — Rows 23-27', 'Top Pick for Great Views of the Field', 'Home Plate View'. 'we recommend rows 23-27 for outstanding convenience,' 'we recommend these seats for great views of the field,' 'desirable view from behind home plate.' Fan review (Row B): 'Row AA is the actual first row of the section, and it is a little smaller than all the other rows... Row B of section 15 provides fans with a great view of the action directly behind homeplate' — note this 'Row AA' label is from a fan review, not the page's own Row Numbers statement (which lists only '1-27'). Another fan review (Row B) says the seat line is 'dead center behind home plate... perfect for game action and analysis.","HIGH - zone, rows, location and seat direction stated by the source"
16,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' Football review places Section 16 within 'Sections 13-18 behind home plate.'",0,behind home plate,1-27,27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 17. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Top Pick for Great Views of the Field' and 'Home Plate View'. 'we recommend these seats for great views of the field' and 'desirable view from behind home plate.' Fan review (Row 10): 'Beautiful View — Clear views, comfortable angle, head-on the videoboard and pretty close to the field.' 'Front of sections 8-21 are behind the netting.' Lowest listed price $25.","HIGH - zone, rows, location and seat direction stated by the source"
17,Promenade Level (1-40),Promenade Level Infield,"Behind home plate. 'For baseball games, desirable view from behind home plate.' Football review places Section 17 within 'Sections 13-18 behind home plate.'",0,behind home plate,"A-E, 1-27",27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the edge facing section 18. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Page uses RateYourSeats' simplified template (no Section Insights tag list). Fan review (Aug 2016, Row B): 'Close to the field, behind home plate and comfortable. It is a bit of a walk to get up and down stairs and you have to watch through the net. But really, it's hard to complain much about these.' 'Front of sections 8-21 are behind the netting.' Also carries the 'For Baseball - Recommended For Great Views of the Field' expert tag about the netting/tier tradeoff (same text as Section 12).","HIGH - zone, rows, location and seat direction stated by the source"
18,Promenade Level (1-40),Promenade Level Infield,not stated by the source,0,behind home plate,"A-E, 1-27",27,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 27.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 17, with seat numbers counting up toward the edge facing section 19. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Fan review (Row 8): 'Great view except for the net — Great seats almost behind home plate. You do have to look through the net, which is not ideal, but it's also not a deal breaker. Just really good seats with quality views in every direction.' 'Front of sections 8-21 are behind the netting.' Lowest listed price $31.","MEDIUM - rows and zone confirmed, the source does not place this section"
19,Promenade Level (1-40),Promenade Level Infield,Behind the Marlins dugout (Clubhouse Box). 'Near Marlins Dugout'. 'These seats are located behind the Marlins dugout.' 'Row A is the first row behind the Marlins dugout in Section 19.' 'The Clubhouse Box seats in sections 19-21 will get you just behind the Marlin's dugout.',1,toward third base / left field,"A-L, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 20. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Football review 'Lower Endzone (Football)' notes sections 19-24 are on the 'North side' with good sightlines (football-only, not applicable to baseball). Fan review (Row 4): 'Just about perfect — Fantastic view of the batter-pitcher exchange. Great height for comfortable views. Gorgeous view of the infield and just about 15 rows above the Marlins dugout.' 'Front of sections 8-21 are behind the netting.' Lowest listed price $28.","HIGH - zone, rows, location and seat direction stated by the source"
20,Promenade Level (1-40),Promenade Level Infield,Behind the Marlins dugout. 'Near Marlins Dugout'. 'These seats are located behind the Marlins dugout.' 'Row A is the first row behind the Marlins dugout in Section 20.',2,toward third base / left field,"A-L, 1-30",Rows L and 30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Rows L and 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 21. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Football review 'Lower Endzone (Football)' notes sections 19-24 are on the 'North side' with good sightlines (football-only, not applicable to baseball). 'Front of sections 8-21 are behind the netting — There is some amount of netting or screening in front of sections 8-21. The height and coverage of netting or screening will vary by section.' Lowest listed price $26.","HIGH - zone, rows, location and seat direction stated by the source"
21,Promenade Level (1-40),Promenade Level Infield,"Behind the Marlins dugout. 'Near Marlins Dugout'. 'The Clubhouse Box seats in sections 19-21 will get you just behind the Marlin's dugout, and the same can be said for sections 8-10 behind the visitors dugout.'",3,toward third base / left field,"A-L, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,There is a walkway between Rows L and 1. 'Front of sections 8-21 are behind the netting - There is some amount of netting or screening in front of sections 8-21. The height and coverage of netting or screening will vary by section.' Row A is described by a fan as 'the first row behind the Marlins dugout in Section 21.',"HIGH - zone, rows, location and seat direction stated by the source"
22,Promenade Level (1-40),Promenade Level Infield,"'The Promenade Level Infield seats keep you close to the action... The Clubhouse Box seats in sections 19-21 will get you just behind the Marlin's dugout, and the same can be said for sections 8-10 behind the visitors dugout... Seats on the first base side will see good shade during the day even with the retractable roof open.'",4,toward third base / left field,"A-L, 1-30",Rows L and 30 (page states: 'Entrances to this section are located at Rows L and 30'),"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Rows L and 30 (page states: 'Entrances to this section are located at Rows L and 30').","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 21, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"There is a walkway between Rows L and 1. seats 'underneath the vents,' roof closed but seats 'fully covered and would be shaded'; another fan review: 'the back of the section has great views but you will not see pop balls.'","HIGH - zone, rows, location and seat direction stated by the source"
23,Promenade Level (1-40),Promenade Level Down the Line,"'Sections down the line on the Promenade Level will offer good views from the lowest tier of the stadium... Located in prime foul ball territory, these begin to angle towards the pitchers mound as you get closer to the foul poles... Seats on the right field side will have good protection from the sun, but will have a more cumbersome time trying to view the large video board located in right center field.'",5,toward third base / left field,"A-L, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,There is a walkway between Rows L and 1. Also flagged (football-only) as a 'Lower Endzone' section on the North side of the field for football events.,"HIGH - zone, rows, location and seat direction stated by the source"
24,Promenade Level (1-40),Promenade Level Down the Line,"Same 'Promenade Level Down the Line' down the line on the Promenade Level, prime foul ball territory, angled toward the pitcher's mound near the foul poles.",6,toward third base / left field,"A-J, 1-30",Rows J and 30 (page states: 'Entrances to this section are located at Rows J and 30'),"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Rows J and 30 (page states: 'Entrances to this section are located at Rows J and 30').","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"There is a walkway between Rows J and 1. For football games, row D is usually the first row. 'Clear view of the field and comfortable view of the video screen... about 25 rows up to food.'","HIGH - zone, rows, location and seat direction stated by the source"
25,Promenade Level (1-40),Promenade Level Down the Line,Same 'Promenade Level Down the Line' expert review. Also named in the football 'Lower Corner' review: 'Sections 13-18 behind home plate and 25-28 down the left field line offer surprisingly good angles towards the 50 yard-line.',7,toward third base / left field,"A, D-J, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 26. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"There is a walkway between Rows J and 1. For football games, row D is usually the first row.","HIGH - zone, rows, location and seat direction stated by the source"
26,Promenade Level (1-40),Promenade Level Down the Line,Same 'Promenade Level Down the Line' also within the football 'Lower Corner' range '25-28 down the left field line.',8,toward third base / left field,"B-L, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Row J is the 8th row in this section... Awesome view towards home plate and super close to the field... view of LF is partially blocked.',"HIGH - zone, rows, location and seat direction stated by the source"
27,Promenade Level (1-40),Promenade Level Down the Line,Same 'Promenade Level Down the Line' also within the football 'Lower Corner' range '25-28 down the left field line.',9,toward third base / left field,"J-L, 1-30",30,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 30.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
28,Promenade Level (1-40),Promenade Level Down the Line,Same 'Promenade Level Down the Line' also within the football 'Lower Corner' range '25-28 down the left field line.',10,toward third base / left field,"9-27, WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 27, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"For football games, row 10 is usually the first row. 'Seat 4 is right up against the wall. Cool view towards the plate. Look straight ahead to see home plate and directly left for the videoboard.'","HIGH - zone, rows, location and seat direction stated by the source"
29,Promenade Level (1-40),Bullpen Outfield,"'Sections 29-31 will be located directly behind the Marlins bullpen in left field... Fans on the right field side will have a near impossible task of seeing the large video board located behind, while fans in section 32 on the left field side will have a great view of the activity down in the Clevelander area.' Also named in football 'Lower Sideline' review as left field, Sections 29-32.",11,toward third base / left field,"1-8, WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the edge facing section 30. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"fan feedback on this page states 'The Visitor Bullpen is Below Sections 29-31 - Sit in Row 1 to be right above the visitor bullpen,' which directly contradicts the page's own expert review stating the Marlins bullpen is behind sections 29-31.","HIGH - zone, rows, location and seat direction stated by the source"
30,Promenade Level (1-40),Bullpen Outfield,'Sections 29-31 will be located directly behind the Marlins bullpen in left field.',12,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 29, with seat numbers counting up toward the edge facing section 31. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'One of the few spots for home runs. Above visitor bullpen.' Fan feedback (same as section 29): 'The Visitor Bullpen is Below Sections 29-31 - Sit in Row 1 to be right above the visitor bullpen' - contradicts the page's own expert review naming the Marlins bullpen here.,"HIGH - zone, rows, location and seat direction stated by the source"
31,Promenade Level (1-40),Bullpen Outfield,'Sections 29-31 will be located directly behind the Marlins bullpen in left field.',13,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 30, with seat numbers counting up toward the edge facing section 32. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Behind/Side Stage (most shows)' - limited view for concerts. 'The Visitor Bullpen is Below Sections 29-31' - again contradicts the expert review's Marlins-bullpen claim for this same range.,"HIGH - zone, rows, location and seat direction stated by the source"
32,Promenade Level (1-40),Bullpen Outfield,'fans in section 32 on the left field side will have a great view of the activity down in the Clevelander area.',14,toward third base / left field,1-4,4,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 4.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 31, with seat numbers counting up toward the edge facing section 34. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Behind/Side Stage (most shows)' - limited view for concerts.,"HIGH - zone, rows, location and seat direction stated by the source"
34,Promenade Level (1-40),Bullpen Outfield,"Page carries the same 'Bullpen Outfield' expert review text (Sections 29-31 behind Marlins bullpen, 38-39 behind visiting bullpen) though it does not name section 34 specifically within that review.",,"in right field - the lower bowl's numbering wraps past the left-field corner and picks up again beneath the Home Run Porch, so these sections are back on the first-base side","E-G, 1-9",9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 32, with seat numbers counting up toward the edge facing section 35.",not published,'Top Pick for Outstanding Convenience - Rows 8-12' and 'Behind/Side Stage (most shows)' for concerts.,"HIGH - zone, rows, location and seat direction stated by the source"
35,Promenade Level (1-40),Bullpen Outfield,Page carries the same 'Bullpen Outfield' no section-35-specific sentence given.,,"in right field - the lower bowl's numbering wraps past the left-field corner and picks up again beneath the Home Run Porch, so these sections are back on the first-base side","A-G, 1-11, WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 34, with seat numbers counting up toward the edge facing section 36.",not published,'Top Pick for Outstanding Convenience - Rows 8-12' and 'Behind/Side Stage (most shows)' for concerts.,"HIGH - zone, rows, location and seat direction stated by the source"
