section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
102,Field Level (100s),not named by the source,not stated by the source,15,toward first base / right field,4-13,13,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 13.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 101. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Visiting Team Fans', 'Rows 11 & Above - Covered', 'Rows 4-13', 'Behind/Side Stage (most shows)'. 'For baseball games, we recommend these seats for visiting team fans'; 'Rows 11 and above are under cover.' '102 is behind the stage or to the side of the stage for most concerts.' Fan review (Row 8): 'I highly recommend these seats and this section. We were in the shade on a hot day.'","MEDIUM - rows confirmed, ticket zone not named by the source"
103,Field Level (100s),not named by the source,"'Right field, the section just inside in fair territory behind the home run wall.' (fan-review-sourced, not an official RateYourSeats description sentence)",14,toward first base / right field,1-15,15,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 15.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 104, with seat numbers counting up toward the edge facing section 102. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Outstanding Convenience Rows 11-15', 'Top Pick for Visiting Team Fans', 'Rows 11 & Above - Covered', 'Rows 1-15'. 'For baseball games, we recommend rows 11-15 for outstanding convenience'; 'For baseball games, we recommend these seats for visiting team fans'; 'Rows 11 and above are under cover.' Fan review (Row 15): 'Best reasonably priced seats in the house!... The last row so you can stand whenever you want without blocking anyone's seats. Four seats with the aisle. Concessions and restrooms directly behind seats. 2-minute walk to center field fanfest as well as an exit... Completely covered, no rain and no sun.'","MEDIUM - rows confirmed, ticket zone not named by the source"
104,Field Level (100s),Baseline Club,"""Baseline Box seats are located in Sections 104–106 and 129–132, positioned farther down the lines toward the outfield corners."" 'Fans seated in Sections 104 and 132 will have an excellent view of balls hit down the line and into the corner, making it easy to track whether a ball lands fair or foul.'",13,toward first base / right field,26-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 105, with seat numbers counting up toward the edge facing section 103. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Rows 33 and above are under cover.' Fan review (Row 26): 'We loved the view, and section!! Only issue was that it had rained the day prior and there was a large puddle we had to sit in the entire time... Other than that, it was amazing! Great value, great view, great time!'","HIGH - zone, rows, location and seat direction stated by the source"
105,Field Level (100s),Baseline Club,"""Baseline Box seats are located in Sections 104–106 and 129–132, positioned farther down the lines toward the outfield corners."" (from Baseline Club review shown on this page)",12,toward first base / right field,12-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 106, with seat numbers counting up toward the edge facing section 104. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
106,Field Level (100s),Baseline Club,"""Baseline Box seats are located in Sections 104–106 and 129–132, positioned farther down the lines toward the outfield corners."" (from Baseline Club review shown on this page)",11,toward first base / right field,5-39,39,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 39.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 107, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 5-39' only; no cover note stated on this page.,"HIGH - zone, rows, location and seat direction stated by the source"
107,Field Level (100s),Baseline Club,"""Baseline Gold & Baseline Silver: These seats are located in Sections 107, 108, 127, and 128."" 'The first few rows of Sections 107 and 128 offer the closest vantage point to the field and provide some of the stronger sightlines within this seating area.'",10,toward first base / right field,"D-E, 1-33",33,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 33.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 108, with seat numbers counting up toward the edge facing section 106. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Rows 30 and above are under cover.' Fan Feedback item on this page : 'Front of sections 107-128 are behind the netting or fencing — There is some amount of netting or screening in front of sections 107-128. The height and coverage of netting or screening will vary by section. The netting extends from sections 111-124, and there is a protective fence that extends down the right and left field lines until sections 107 and 128.' — Section 107 sits at the right-field-line end of the protective-fence range.","HIGH - zone, rows, location and seat direction stated by the source"
108,Field Level (100s),Baseline Club,"These seats are located in Sections 107, 108, 127, and 128.",9,toward first base / right field,24-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 109, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Rows 30 & Above - Covered', 'Rows 24-34.' 'Rows 30 and above are under cover.' Fan Feedback item on this page : 'Front of sections 107-128 are behind the netting or fencing — ...The netting extends from sections 111-124, and there is a protective fence that extends down the right and left field lines until sections 107 and 128.'","HIGH - zone, rows, location and seat direction stated by the source"
109,Field Level (100s),not named by the source,not stated by the source,8,toward first base / right field,"A, D-E, 1-34",34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 110, with seat numbers counting up toward the edge facing section 108. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'There is open space between Rows A and D.' 'Rows 30 and above are under cover.' Fan review (Row A): 'Awesome seats. We were on tv!!' Another fan review (Row A): 'Amazing, best seats!' Fan Feedback item on this page : 'Front of sections 107-128 are behind the netting or fencing — ...The netting extends from sections 111-124, and there is a protective fence that extends down the right and left field lines until sections 107 and 128.'","MEDIUM - rows confirmed, ticket zone not named by the source"
110,Field Level (100s),not named by the source,not stated by the source,7,toward first base / right field,"A-E, 1-32",32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 111, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Rows 29 & Above - Covered', 'Rows A-E, 1-32.' 'Rows 29 and above are under cover.' Fan review (Row 23): 'Tough to beat row 23 in any 100 level section. This row is elevated over the low rows for a more comfortable view. Section 110 is beyond the infield, but this section is angled toward home plate... though you do have to turn to see scoreboard clearly.' 'With Section 110 on the first base side of the stadium, Lot G on Roosevelt Ave and 126th St. is the closest handicapped parking to your seats.' Fan Feedback item on this page : 'Front of sections 107-128 are behind the netting or fencing — ...The netting extends from sections 111-124...'","MEDIUM - rows confirmed, ticket zone not named by the source"
111,Field Level (100s),Metropolitan Club,Sections 111–114 sit on the first base side directly behind the Mets dugout.,6,toward first base / right field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Great Views of the Field Rows 23-32', 'Rows 27 & Above - Covered', 'Rows 1-32.' 'For baseball games, we recommend rows 23-32 for great views of the field'; 'Rows 27 and above are under cover.' Metropolitan Club tiers per RYS Platinum & Diamond Rows 1-2, Gold Rows 3-6, Silver Rows 7-12, Bronze Rows 13-22, Box Rows 22+; 'Entry tunnels are located at the very top of the sections.' Fan Feedback item on this page : 'Front of sections 107-128 are behind the netting or fencing — ...The netting extends from sections 111-124, and there is a protective fence that extends down the right and left field lines until sections 107 and 128.' — Section 111 sits at the start of the stated netting range (111-124).","HIGH - zone, rows, location and seat direction stated by the source"
112,Field Level (100s),Metropolitan Club,"First base side, near Mets Dugout. 'Sections 111–114 sit on the first base side directly behind the Mets dugout.'",5,toward first base / right field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 111. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Near Mets Dugout'; Top Pick for Great Views of the Field, Rows 23-32; Rows 27 & Above - Covered. 'Row 1 is the first row behind the Mets dugout in Section 112.' 'Front of sections 107-128 are behind the netting or fencing... The netting extends from sections 111-124, and there is a protective fence that extends down the right and left field lines until sections 107 and 128.' Platinum/Diamond Rows 1-2, Gold 3-6, Silver 7-12, Bronze 13-22, Box 22+.","HIGH - zone, rows, location and seat direction stated by the source"
113,Field Level (100s),Metropolitan Club,"First base side, near Mets Dugout. 'Sections 111–114 sit on the first base side directly behind the Mets dugout.'",4,toward first base / right field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 112. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Near Mets Dugout'; Top Pick for Outstanding Convenience Rows 28-32; Top Pick for Impressing a Guest Rows 1-5; Top Pick for Great Views of the Field Rows 23-32; Rows 27 & Above - Covered. 'Row 1 is the first row behind the Mets dugout in Section 113.' front of sections 107-128 behind netting/fencing, netting extends 111-124, fence continues to 107 and 128.","HIGH - zone, rows, location and seat direction stated by the source"
114,Field Level (100s),Metropolitan Club,"First base side, near Mets Dugout. 'Sections 111–114 sit on the first base side directly behind the Mets dugout.'",3,toward first base / right field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 113. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Near Mets Dugout'; Top Pick for Outstanding Convenience Rows 28-32; Top Pick for Impressing a Guest Rows 1-5; Rows 27 & Above - Covered. 'Row 1 is the first row behind the Mets dugout in Section 114.' front of sections 107-128 behind netting/fencing, netting extends 111-124, fence continues to 107 and 128.","HIGH - zone, rows, location and seat direction stated by the source"
115,Field Level (100s),Hyundai Club,"First base side. 'First Base Side: Sections 115, 116, and 117 run down the first base line... These sections sit nearest to the Mets dugout.' Section 115 described as an 'Infield View' section extending slightly down the baseline.",2,toward first base / right field,1-8,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 114. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Impressing a Guest'. front of sections 107-128 behind netting/fencing, netting extends 111-124. 'Seat 1 in section 115 is closest to section 116... The greatest numbered seats in section 115 are closest to section 114.' Part of Hyundai Club premium tier, eight rows per section, extra-padded seats.","HIGH - zone, rows, location and seat direction stated by the source"
116,Field Level (100s),Hyundai Club,"First base side. 'First Base Side: Sections 115, 116, and 117 run down the first base line... These sections sit nearest to the Mets dugout.' Section 116 described as an 'Infield View' section extending slightly down the baseline.",1,toward first base / right field,"1, 4-8",1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'There is open space betweeen Rows 1 and 4.' 'Top Pick for Impressing a Guest'. front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
117,Field Level (100s),Hyundai Club,"First base side, closest to home plate. 'First Base Side: Sections 115, 116, and 117 run down the first base line, with Section 117 positioned closest to home plate.' 'Home Plate Views: Sections 117 and 118 sit closest to home plate and offer the most centered views within the Hyundai Club.'",0,behind home plate,1-8,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 116. This section is behind home plate, so seat 1 is on its third-base side.",not published,"'Top Pick for Impressing a Guest'; 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
118,Field Level (100s),Hyundai Club,"Third base side, closest to home plate. 'Third Base Side: Sections 118, 119, and 120 extend down the third base line, with Section 118 located closest to home plate. These seats are positioned on the visitor dugout side of the field.' 'Home Plate Views: Sections 117 and 118 sit closest to home plate.'",0,behind home plate,1-8,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 117. This section is behind home plate, so seat 1 is on its third-base side.",not published,"'Top Pick for Impressing a Guest'; 'Home Plate View'. 'For baseball games, desirable view from behind home plate.' front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
119,Field Level (100s),Hyundai Club,"Third base side. 'Third Base Side: Sections 118, 119, and 120 extend down the third base line... These seats are positioned on the visitor dugout side of the field.' Section 119 described as an 'Infield View' section extending slightly down the baseline.",1,toward third base / left field,"1, 4-8",1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"'There is open space betweeen Rows 1 and 4.' 'Top Pick for Impressing a Guest'. 'These seats were on the third base line. Excellent!' front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
120,Field Level (100s),Hyundai Club,"Third base side. 'Third Base Side: Sections 118, 119, and 120 extend down the third base line... These seats are positioned on the visitor dugout side of the field.' Section 120 described as an 'Infield View' section extending slightly down the baseline.",2,toward third base / left field,1-8,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"'Top Pick for Impressing a Guest'. front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
121,Field Level (100s),Metropolitan Club,"Third base side, behind visiting team dugout. 'Sections 121–124 are positioned on the third base side directly behind the visiting team dugout.'",3,toward third base / left field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"'these seats are located behind the visitor dugout'; Top Pick for Outstanding Convenience Rows 28-32; Top Pick for Visiting Team Fans Rows 1-10; Rows 27 & Above - Covered. 'Row 1 is the first row behind the visitor's dugout in Section 121.' Fan review notes 'seats below (Rows 22 and lower) have a shallower angle to the field, and then the seats begin to elevate more right at Row 23' with more legroom higher up. front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
122,Field Level (100s),Metropolitan Club,"Third base side, behind visiting team dugout. 'Sections 121–124 are positioned on the third base side directly behind the visiting team dugout.'",4,toward third base / left field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"'these seats are located behind the visitor dugout'; Top Pick for Outstanding Convenience Rows 28-32; Top Pick for Visiting Team Fans Rows 1-10; Top Pick for Great Views of the Field Rows 23-32; Rows 27 & Above - Covered. 'Row 1 is the first row behind the visitor's dugout in Section 122.' front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
123,Field Level (100s),Metropolitan Club,"Third base side, behind visiting team dugout. 'Sections 121–124 are positioned on the third base side directly behind the visiting team dugout.'",5,toward third base / left field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 122. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"'these seats are located behind the visitor dugout'; Top Pick for Visiting Team Fans Rows 1-10; Top Pick for Great Views of the Field Rows 23-32; Rows 27 & Above - Covered. 'Row 1 is the first row behind the visitor's dugout in Section 123.' front of sections 107-128 behind netting/fencing, netting extends 111-124.","HIGH - zone, rows, location and seat direction stated by the source"
124,Field Level (100s),Metropolitan Club,"Third base side, behind visiting team dugout. 'Sections 121–124 are positioned on the third base side directly behind the visiting team dugout.'",6,toward third base / left field,1-32,32,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 32.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 123. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Top Pick for Great Views of the Field Rows 23-32; Rows 27 & Above - Covered. front of sections 107-128 behind netting/fencing, netting extends 111-124 (this is the last section in that netting range per fan feedback text).","HIGH - zone, rows, location and seat direction stated by the source"
