section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
11,Lower Level (1-33),Lexus Club Seats,"Located in the first eight rows of sections 8-19, placing fans extremely close to the field.",1,toward third base / left field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 10, with seat numbers counting up toward the edge facing section 12. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety."" ""Sections 18-19 sit closest to the Rangers dugout, while sections 8-9 are nearest the visitor dugout."" Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
12,Lower Level (1-33),Lexus Club Seats,"Located in the first eight rows of sections 8-19, placing fans extremely close to the field.",0,behind home plate,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 13. This section is behind home plate, so seat 1 is on its third-base side.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety."" Dugout adjacency not stated for Section 12 specifically. Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
13,Lower Level (1-33),Lexus Club Seats,"Directly behind home plate; provides a ""Home Plate View""",0,behind home plate,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 14. This section is behind home plate, so seat 1 is on its third-base side.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety"" (applies to Lexus Club rows 1-8). Dugout adjacency not stated for Section 13 specifically. Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
14,Lower Level (1-33),Lexus Club Seats,Directly behind home plate,0,behind home plate,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 15. This section is behind home plate, so seat 1 is on its third-base side.",not published,"""all seats are located behind the protective netting that runs along the infield for fan safety"" (applies to rows 1-8). Dugout adjacency not stated for Section 14 specifically. Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
15,Lower Level (1-33),Lexus Club Seats,"Located in the first eight rows of sections 8-19, placing fans extremely close to the field (Lexus Club); Located on the Rangers side of the field in sections 15-19 and section 20 along the infield (Shift4 Club)",0,behind home plate,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 16. This section is behind home plate, so seat 1 is on its third-base side.",not published,"""all seats are located behind the protective netting that runs along the infield for fan safety"". ""Sections 18-19 sit closest to the Rangers dugout, while sections 8-9 are nearest the visitor dugout"". Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
16,Lower Level (1-33),Lexus Club Seats,"Located in the first eight rows of sections 8-19, placing fans extremely close to the field (Lexus Club); Located on the Rangers side of the field in sections 15-19 and section 20 along the infield (Shift4 Club)",1,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 17. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety"". ""Sections 18-19 sit closest to the Rangers dugout, while sections 8-9 are nearest the visitor dugout"". Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
17,Lower Level (1-33),Lexus Club Seats,"Located in the first eight rows of sections 8-19, placing fans extremely close to the field (Lexus Club); Shift4 Club sits ""on the Rangers side of the field""",2,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the edge facing section 18. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety"". ""Sections 18-19 sit closest to the Rangers dugout, while sections 8-9 are nearest the visitor dugout"". Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
18,Lower Level (1-33),Lexus Club Seats,"Near Rangers Dugout; ""These seats are located behind the Rangers dugout""",3,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 17, with seat numbers counting up toward the edge facing section 19. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""All seats are located behind the protective netting that runs along the infield for fan safety."" ""Sections 18-19 sit closest to the Rangers dugout"". Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
19,Lower Level (1-33),Lexus Club Seats,"Near Rangers Dugout; ""These seats are located behind the Rangers dugout""",4,toward first base / right field,3-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 20. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""All seats are located behind the protective netting that runs along the infield"". ""Sections 18-19 sit closest to the Rangers dugout"". Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
20,Lower Level (1-33),Shift4 Club Seats,"Near Rangers Dugout; ""Located on the Rangers side of the field in sections 15-19 and section 20 along the infield""; ""These seats are located behind the Rangers dugout""",5,toward first base / right field,3-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 21. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Netting (fan review): ""with the netting and the huge dugouts at Globe Life Field you feel a bit disconnected from the players"". Roof coverage (fan review): ""If it's an afternoon game and they have the roof open, you will burn baby burn"". ""All seats are located within roughly 20 rows of the field"". Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
21,Lower Level (1-33),not named by the source,not stated by the source,6,toward first base / right field,"1-16"" (rateyourseats.com)",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"aviewfrommyseat.com shows a wheelchair-accessibility icon on rows in this section. Reviewer comments on that site (not site labels): ""The net was up for the entire show"" (concert), ""the railing could get in the way sometimes you'd have to crane your head to get around it"", ""Overhead speakers occasionally in the way"".","MEDIUM - rows confirmed, ticket zone not named by the source"
22,Lower Level (1-33),Corner Boxes,"""Located near the foul poles on the lowest seating level at Globe Life Field""; page places sections 22-26 ""along the first base corner"". aviewfrommyseat.com location tag: ""along the 1st base line"".",7,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 21, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Seats in these sections sit behind the extended protective netting""; page states the netting ""extends from sections 1 through 25"" and fans should ""expect protective netting to be visible, though it is designed to minimize obstruction"". aviewfrommyseat.com seat tag ""is near the home team dugout"". Other aviewfrommyseat.com seat tags: ""has extra leg room"", ""is on the aisle"", ""is padded"". ""You spend most of the game looking to the left to see the mound and home plate"".","HIGH - zone, rows, location and seat direction stated by the source"
23,Lower Level (1-33),Corner Boxes,"""Located near the foul poles on the lowest seating level at Globe Life Field""; sections 22-26 ""sit along the first base corner"". aviewfrommyseat.com location tag: ""along the 1st base line"".",8,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Seats in these sections sit behind the extended protective netting"", which ""extends from sections 1 through 25""; ""should also expect protective netting to be visible, though it is designed to minimize obstruction"". aviewfrommyseat.com seat tags: ""can be in the shade during a day game"", ""has an obstructed view of the stage"", ""is near the home team dugout"", ""is on the aisle"", ""is padded"", ""has great sound"".","HIGH - zone, rows, location and seat direction stated by the source"
24,Lower Level (1-33),Corner Boxes,"""Located near the foul poles on the lowest seating level at Globe Life Field""; positioned along the first base side (sections 22-26). aviewfrommyseat.com location tag: ""along the 1st base line"".",9,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Seats in these sections sit behind the extended protective netting"", which extends from sections 1 through 25; fan review says the netting ""extends all the way down the line which makes these seats a little less desirable"". aviewfrommyseat.com marks certain rows with a wheelchair icon (""is accessible""); specific row numbers not stated. aviewfrommyseat.com seat tags include ""can be in the shade during a day game"", ""has extra leg room"", ""is a folding chair"", ""is near the home team dugout"", ""is on the aisle"", ""is padded"".","HIGH - zone, rows, location and seat direction stated by the source"
25,Lower Level (1-33),Corner Boxes,"""Located near the foul poles on the lowest seating level at Globe Life Field""; positioned ""along the first base side"" (sections 22-26). aviewfrommyseat.com location tag: ""along the 1st base line"".",10,toward first base / right field,1-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 26. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Seats in these sections sit behind the extended protective netting""; netting ""extends from sections 1 through 25"" (section 25 is the last section stated to be behind the extended netting). rateyourseats.com notes the roof was closed during one visitor's experience and that when open this side expects sun exposure; aviewfrommyseat.com seat tag ""is under an overhang"". Reviewer noted difficulty seeing ""all of right field"" from row 15. Other aviewfrommyseat.com tags: ""club seat"", ""has an obstructed view of the stage"", ""has extra leg room"", ""is a folding chair"", ""is near the home team dugout"", ""is on the aisle"", ""is padded"".","HIGH - zone, rows, location and seat direction stated by the source"
26,Lower Level (1-33),Corner Boxes,"""Located near the foul poles on the lowest seating level at Globe Life Field""; sections 22-26 ""sit along the first base corner"". aviewfrommyseat.com location tag: ""along the 1st base line"".",11,toward first base / right field,9-16,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"rateyourseats.com describes the section as ""smaller and only features 8 rows"", consistent with the stated Rows 9-16 label. ""Seats in these sections sit behind the extended protective netting""; fans ""should also expect protective netting to be visible, though it is designed to minimize obstruction while helping protect fans from foul balls"" (note: the page also states the extended netting runs sections 1 through 25). aviewfrommyseat.com tag ""is near the home team dugout"". ""can be in the shade during a day game"", ""is a folding chair"", ""is padded"".","HIGH - zone, rows, location and seat direction stated by the source"
27,Lower Level (1-33),All You Can Eat Seats,"""Located in sections 27-33 in left field at Globe Life Field""; ""Sections 27 and 28 sit directly above the visitor bullpen"". aviewfrommyseat.com location tags: ""by bullpen"" and ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-6,6,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 6.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28.",not published,"sits directly above the visitor bullpen (""Unique Bullpen Views""); aviewfrommyseat.com tags ""is near the bullpen"". Obstruction (fan comments on rateyourseats.com): ""There's a wall to your left that blocks view of center and right field"", ""Can't see the video screens or deep right/center field"", ""Can't see whole playing field or jumbotron"", ""so far under/back from the level above you can't see the jumbotron"". aviewfrommyseat.com tags ""has an obstructed view of the scoreboard"", ""is under an overhang"", ""can be in the shade during a day game"", ""is a folding chair"". ""Section 27 is behind the stage or to the side of the stage for most concerts"".","HIGH - zone, rows, location and seat direction stated by the source"
28,Lower Level (1-33),All You Can Eat Seats,"""Located in sections 27-33 in left field at Globe Life Field""; ""Sections 27 and 28 sit directly above the visitor bullpen"". aviewfrommyseat.com location tags: ""by bullpen"" and ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-6,6,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 6.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 27, with seat numbers counting up toward the edge facing section 29.",not published,"""Sections 27-28 overlook the visitor bullpen""; aviewfrommyseat.com tag ""is near the bullpen"". aviewfrommyseat.com tag ""is under an overhang"". aviewfrommyseat.com tag ""has an obstructed view of the scoreboard""; for concerts ""Section 28 May Have a Limited View"" because it is ""behind the stage or to the side of the stage for most concerts"". aviewfrommyseat.com shows a wheelchair-accessibility icon on rows in this section. private concourse with benches for dining away from seats. ""These seats were tricky to find""; ""Outfield isn't the best view but since it's close to the field it's a hidden gem"".","HIGH - zone, rows, location and seat direction stated by the source"
29,Lower Level (1-33),All You Can Eat Seats,"""Located in sections 27-33 in left field at Globe Life Field""; sections ""sit just beyond the infield and near the outfield wall"". aviewfrommyseat.com location tags: ""by bullpen"" and ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-14,14,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 14.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the edge facing section 30.",not published,"Ticket includes ""complimentary ballpark food, soft drinks, and water throughout the game""; described as ""prime home run territory"". ""For Concerts, Section 29 May Have a Limited View"" as it is ""behind the stage or to the side of the stage for most concerts"". aviewfrommyseat.com seat tags ""is near the bullpen"" and ""is near the visitor's dugout"". ""can be in the shade during a day game"", ""has extra leg room"", ""is a folding chair"", ""is on the aisle"". Obstructed view, netting, roof coverage and accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
30,Lower Level (1-33),All You Can Eat Seats,"rateyourseats.com places section 30 within ""sections 27-33 in left field"", ""just beyond the infield and near the outfield wall"" / ""prime home run territory"". aviewfrommyseat.com location tag: ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-14,14,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 14.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 29, with seat numbers counting up toward the edge facing section 31.",not published,"Includes complimentary ballpark food, soft drinks and water; dedicated cafeteria-style dining area for ticketholders. ""Section 30 May Have a Limited View"" as it is ""behind the stage or to the side of the stage for most concerts"". aviewfrommyseat.com tag ""is under an overhang""; also ""has extra leg room"". Obstructed view, netting, dugout adjacency and accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
31,Lower Level (1-33),All You Can Eat Seats,"rateyourseats.com states no baseball location sentence naming section 31; it states only the concert descriptor ""Behind/Side Stage (most shows)"" and the zone sentence ""sections 27-33 in left field"". aviewfrommyseat.com location tag: ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-14,14,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 14.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 30, with seat numbers counting up toward the edge facing section 32.",not published,"""Section 31 May Have a Limited View"" as it is ""behind the stage or to the side of the stage for most concerts"". aviewfrommyseat.com states this section ""is accessible"" (wheelchair accessible rows available). aviewfrommyseat.com tags ""is under an overhang"" and ""can be in shade during day games"". tag ""near the bullpen"". ""folding chair seating"", ""on the aisle"".","HIGH - zone, rows, location and seat direction stated by the source"
32,Lower Level (1-33),All You Can Eat Seats,"rateyourseats.com places it in left field, part of ""sections 27-33"" that sit ""just beyond the infield and near the outfield wall"". aviewfrommyseat.com location tag: ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-14,14,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 14.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 31, with seat numbers counting up toward the edge facing section 33.",not published,"rateyourseats.com review ""If you are under 5 ft the rails will be in your line of sight""; aviewfrommyseat.com tags ""has an obstructed view of the scoreboard"" and ""has a foul pole in view"". aviewfrommyseat.com tag ""is under an overhang""; also ""can be in the shade during a day game"". tag ""is near the bullpen"". ""is a folding chair"", ""is on the aisle"". rateyourseats.com notes sections 27-28 (not 32) offer the ""Unique Bullpen Views"" of the visitor bullpen. Netting, roof coverage detail and accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
33,Lower Level (1-33),All You Can Eat Seats,"""Located in sections 27-33 in left field at Globe Life Field"". aviewfrommyseat.com location tag: ""outfield"".",,in left field - the Lower Level numbering breaks here rather than continuing round from the first-base side,1-14,14,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 14.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 32, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side.",not published,"""The seats in the 1st row have an obstructed view due to safety railing"". Positioned in prime home run territory near the outfield wall; dedicated all-you-can-eat dining area with complimentary food and beverages included. aviewfrommyseat.com seat tag: ""has extra leg room"". Netting, dugout adjacency, roof coverage and accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
101,Mezzanine Level (100s),Mezzanine Level,"Part of the Mezzanine Level that ""wraps around the entire stadium from foul pole to foul pole"", including infield seating areas. aviewfrommyseat.com location tag: ""along the 3rd base line"".",11,toward third base / left field,1-20,20,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 20.","Facing the field, seat 1 is on your left. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 102. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"many Mezzanine sections ""feature a railing at the front row, which can slightly impact views for fans seated directly behind it""; aviewfrommyseat.com tags ""has an obstructed view of the scoreboard"", ""has an obstructed view of the stage"", ""has a foul pole in view"". aviewfrommyseat.com tags ""is under an overhang"" and ""can be in the shade during a day game"". aviewfrommyseat.com marks rows here with an accessibility icon (""is accessible""). ""is a bleacher seat"", ""is on the aisle"".","HIGH - zone, rows, location and seat direction stated by the source"
102,Mezzanine Level (100s),Mezzanine Level,"Part of the 100-level sections that comprise the Mezzanine Level, wrapping around the stadium from foul pole to foul pole. aviewfrommyseat.com location tag: ""along the 3rd base line"".",10,toward third base / left field,1-19,19,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 19.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 101, with seat numbers counting up toward the edge facing section 103. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Obstructed views, netting, dugout adjacency, roof coverage and accessible rows: UNKNOWN on both sources. aviewfrommyseat.com seat tags: ""has awesome sound"", ""has great sound"", ""is a folding chair"", ""is on the aisle"".","HIGH - zone, rows, location and seat direction stated by the source"
