section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
114,Lower Bowl (100 level),not named by the source,behind home plate,1,toward third base / left field,1 to WC (WC is the wheelchair-accessible row),UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""is a folding chair""; ""is near the home team dugout"". Row 29 Seat 5 - ""In the shade for evening games""; Row 12 Seat 7 - ""No bad view in this stadium.""; Row 26 Seat 11 - ""There's no bad seat at Sutter Health Park"". Last row WC = wheelchair/accessible. Home dugout side (3rd base). aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
115,Lower Bowl (100 level),not named by the source,behind home plate,2,toward third base / left field,1 to 30,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""club seat""; ""is near the home team dugout""; ""is on the aisle"". Row 1 Seat 5 - ""Close to the home team dugout with great views of the field. Legacy longue access included which gets you AC, free soda, beer, and food. Seats were in the shade for the whole evening for a late May game.""; Row 29 Seat 1 - ""This seat is in the back row, and these photos were taken a little bit after 1 PM and that whole back row in section 115 was in the shade"". aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
116,Lower Bowl (100 level),not named by the source,along the 3rd base line,3,toward third base / left field,1 to WC (WC is the wheelchair-accessible row),UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""has a foul pole in view""; ""has extra leg room""; ""has wait service""; ""is near the home team dugout""; ""is on the aisle""; ""is under an overhang"". Row 22 Seat 8 - ""Looks closer than the picture. Great view of Home Plate and the pitcher. Good angle on first base. 40 pm start.""; Row 26 Seat 1 - ""Good seats. In the sun up until 3rd inning (1:05pm first pitch)""; Row 27 Seat 13 - ""Afternoon sun, game started 1:05pm""; Row 27 Seat 18 - ""In the shade for 1pm game"". Last row WC = wheelchair/accessible. Home dugout side. aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
117,Lower Bowl (100 level),not named by the source,"along the 3rd base line"" and ""behind home team dugout",4,toward third base / left field,4 to WC (WC is the wheelchair-accessible row),UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""has extra leg room""; ""is near the home team dugout""; ""is under an overhang"". Last row WC = wheelchair/accessible. Directly behind the HOME dugout (3rd base side). aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
118,Lower Bowl (100 level),not named by the source,"along the 3rd base line"" and ""behind home team dugout",5,toward third base / left field,4 to 30,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""is near the bullpen""; ""is near the home team dugout""; ""is on the aisle"". Row 8 Seat 8 - ""Great view of home players returning to the dugout."" Behind the HOME dugout (3rd base side), near the bullpen. aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
119,Lower Bowl (100 level),not named by the source,"along the 3rd base line"" and ""behind home team dugout",6,toward third base / left field,4 to WC (WC is the wheelchair-accessible row),UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is near the home team dugout"". Rows carry an accessibility icon tagged ""is accessible""; last row labelled WC. Row 7 Seat 10 - ""Netting is nice"" (netting present in front of this section). Behind the HOME dugout (3rd base side). aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
120,Lower Bowl (100 level),not named by the source,along the 3rd base line,7,toward third base / left field,AA to WC (WC is the wheelchair-accessible row),UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""can be in the shade during a day game""; ""is a folding chair""; ""is near the home team dugout""; ""is on the aisle"". Row 16 Seat 18 - ""Direct sun during afternoon game.""; Row 20 Seat 14 - ""Early July 6:05 First Pitch. A's win 4-3 in 11 innings. All seats on 3rd base side were in shade..."" (truncated on page); Row 22 Seat 1 - ""In the shade for evening game.""; Row 29 Seat 5 - ""Good seats great shaded view during evening games.""; Row 5 Seat 14 - ""We did get a foul ball"". Lettered front rows (AA) plus WC accessible row at top. Home dugout side. aviewfrommyseat.com.","MEDIUM - rows confirmed, no seat numbering published for this section"
121,Lower Bowl (100 level),not named by the source,"""along the 3rd base line"" (aviewfrommyseat.com section tag)",8,toward third base / left field,"First row: ""AA",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is accessible"" (wheelchair icon). ""is near the home team dugout"". ""Perfect for leaning over the wall and getting foul balls"". Row BB seats 11-12, Row 14 seat 12, Row 23 seat 13. Shade/sun, netting and obstruction: NOT STATED. The rateyourseats seating guide (https://www.rateyourseats.com/sutter-health-park/seating) names zones ""Infield"", ""Suites"", ""Dugout & Solon Club"", ""Senate"", plus ""beer garden"", ""home run terrace"", ""lawn"", ""Legacy Club"", ""Brewery Concourse"", but states NOTHING about seat numbering direction. //www.tickpick.com/venues/sutter-health-park/seating-chart/), quoted ""The standard sports stadium is set up so that seat number 1 is closer to the preceding section. For example seat 1 in section '5' would be on the aisle next to section '4' and the highest seat number in section '5' would be on the aisle next to section '6'.""","MEDIUM - rows confirmed, no seat numbering published for this section"
122,Lower Bowl (100 level),not named by the source,"""along the 3rd base line"" (aviewfrommyseat.com section tag)",9,toward third base / left field,"First row: ""1",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is accessible"" (wheelchair icon) - accessible row is the ""WC"" row. ""can be in the shade during a day game"", ""is a folding chair"", ""is on the aisle"". ""Protected from the wind that was blowing towards CF."" and ""Easy in/out to aisle (right on the aisle 1&2)"". Netting, obstruction and dugout adjacency: NOT STATED.","MEDIUM - rows confirmed, no seat numbering published for this section"
123,Lower Bowl (100 level),not named by the source,"""along the 3rd base line"" (aviewfrommyseat.com section tag)",10,toward third base / left field,"First row: ""7",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is accessible"" (wheelchair icon) - accessible row is the ""WC"" row. No ""Seats here are tagged with"" line present. Row 18, Seat 9. Shade/sun, netting, obstruction, dugout adjacency, lawn/GA: NOT STATED.","MEDIUM - rows confirmed, no seat numbering published for this section"
124,Lower Bowl (100 level),not named by the source,"""outfield"" (aviewfrommyseat.com section tag)",11,toward third base / left field,"First row: ""13",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is accessible"" (wheelchair icon). ""has a foul pole in view"", ""has an obstructed view of the scoreboard"", ""has extra leg room"", ""is a folding chair"", ""is near the home team dugout"", ""is on the aisle"". ""The green bar is right in the middle of your view. Half of the outfield is blocked"" when sitting, though ""standing it's a great view."" ""Players walk in from the outfield and you can easily talk to them."" Row 10 Seat 13, Row 16 Seat 7. NOT STATED.","MEDIUM - rows confirmed, no seat numbering published for this section"
125,Lower Bowl (100 level),not named by the source,"""outfield"" (aviewfrommyseat.com section tag)",12,toward third base / left field,"First row: ""18",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"No ""Rows here are tagged with"" or ""Seats here are tagged with"" lines present - no accessible/WC row stated for this section. ""section: 125, row: 20, seat: 3"" (user lisahuang, Athletics vs San Diego Padres). Shade/sun, netting, obstruction, dugout adjacency, lawn/GA: NOT STATED.","MEDIUM - rows confirmed, no seat numbering published for this section"
200,Club and Suite Level (200 level),not named by the source,not stated by the source,,not established for this level,"UNKNOWN - no first/last row stated. One photo caption references Row ""N"".",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""allows food and drinks"". The single photo (Row N, Seat 10) was taken during a Cirque du Soleil ""Alegria"" performance, not a baseball game, so its row/seat labels may reflect a temporary non-baseball configuration. Shade/sun, netting, obstruction, dugout adjacency, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
201,Club and Suite Level (200 level),not named by the source,"""outfield"" (aviewfrommyseat.com section tag)",,not established for this level,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""Sorry, we do not have any photos for Section 201 at Sutter Health Park yet."" Shade/sun, netting, obstruction, dugout adjacency, accessible rows, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
202,Club and Suite Level (200 level),club,"""along the 1st base line"" (aviewfrommyseat.com section tag)",,not established for this level,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""Sorry, we do not have any photos for Section 202 at Sutter Health Park yet."" Shade/sun, netting, obstruction, dugout adjacency, accessible rows, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
203,Club and Suite Level (200 level),club,"""along the 1st base line"" (aviewfrommyseat.com section tag)",,not established for this level,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""Sorry, we do not have any photos for Section 203 at Sutter Health Park yet."" Shade/sun, netting, obstruction, dugout adjacency, accessible rows, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
204,Club and Suite Level (200 level),club,"""along the 1st base line"" (aviewfrommyseat.com section tag)",,not established for this level,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""Sorry, we do not have any photos for Section 204 at Sutter Health Park yet."" ""is accessible"" (wheelchair icon) - an accessible row exists but its label is not stated. Shade/sun, netting, obstruction, dugout adjacency, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
205,Club and Suite Level (200 level),club,"""along the 1st base line"" (aviewfrommyseat.com section tag)",,not established for this level,"First row: ""1",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""is accessible"" (wheelchair icon) - accessible row is the ""WC"" row. ""club seat"", ""has extra leg room"", ""is on the aisle"". One photo from Row 1, Seat 1 (user whiteelephants, 5-star), caption: ""All inclusive food and select beers or wine."" Shade/sun, netting, obstruction: NOT STATED.","MEDIUM - rows confirmed, no seat numbering published for this section"
206,Club and Suite Level (200 level),club,"""along the 1st base line"" and ""behind away team dugout"" (aviewfrommyseat.com section tags)",,not established for this level,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","No source publishes which side seat 1 is on at this ballpark, so this guide does not state one. Seat 1 is against one side aisle of the section and the numbers count up to the other; check the seat numbers on your own ticket.",not published,"""Sorry, we do not have any photos for Section 206 at Sutter Health Park yet."" Tagged ""behind away team dugout"" - consistent with the home dugout being on the third-base side. Shade/sun, netting, obstruction, accessible rows, lawn/GA: NOT STATED. rateyourseats.com has no page for this section.",LOW - no row data published for this section
A,"Clubs, suites and other named areas",not named by the source,not stated by the source,,not part of the numbered seating bowl,UNKNOWN,UNKNOWN,"The source describes this as a named area rather than a numbered section, so it publishes no aisle layout for it.","This area sits outside the numbered seating bowl and no seat numbering is published for it. Check the seat numbers printed on your own ticket, or ask the ticket office.",not published,"The /seating/sections/<id> URL returns the venue's general Sutter Health Park seating guide, which states only ""Choosing the best tickets for an event at Sutter Health Park can vary by preference and event."" and offers broad advice on Infield seating, Suites and the Dugout & Solon Club without naming this area's location.",LOW - no row data published for this section
B,"Clubs, suites and other named areas",not named by the source,not stated by the source,,not part of the numbered seating bowl,UNKNOWN,UNKNOWN,"The source describes this as a named area rather than a numbered section, so it publishes no aisle layout for it.","This area sits outside the numbered seating bowl and no seat numbering is published for it. Check the seat numbers printed on your own ticket, or ask the ticket office.",not published,"The /seating/sections/<id> URL returns the venue's general Sutter Health Park seating guide, which states only ""Choosing the best tickets for an event at Sutter Health Park can vary by preference and event."" and offers broad advice on Infield seating, Suites and the Dugout & Solon Club without naming this area's location.",LOW - no row data published for this section
Beer Garden,"Clubs, suites and other named areas",not named by the source,not stated by the source,,not part of the numbered seating bowl,UNKNOWN,UNKNOWN,"The source describes this as a named area rather than a numbered section, so it publishes no aisle layout for it.","This area sits outside the numbered seating bowl and no seat numbering is published for it. Check the seat numbers printed on your own ticket, or ask the ticket office.",not published,"The /seating/sections/<id> URL returns the venue's general Sutter Health Park seating guide, which states only ""Choosing the best tickets for an event at Sutter Health Park can vary by preference and event."" and offers broad advice on Infield seating, Suites and the Dugout & Solon Club without naming this area's location.",LOW - no row data published for this section
C,"Clubs, suites and other named areas",not named by the source,not stated by the source,,not part of the numbered seating bowl,UNKNOWN,UNKNOWN,"The source describes this as a named area rather than a numbered section, so it publishes no aisle layout for it.","This area sits outside the numbered seating bowl and no seat numbering is published for it. Check the seat numbers printed on your own ticket, or ask the ticket office.",not published,"The /seating/sections/<id> URL returns the venue's general Sutter Health Park seating guide, which states only ""Choosing the best tickets for an event at Sutter Health Park can vary by preference and event."" and offers broad advice on Infield seating, Suites and the Dugout & Solon Club without naming this area's location.",LOW - no row data published for this section
