section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
114,Main Level and Bleachers (100s),Main Level,"Sections 102-151 wrap around the entire ballpark""; falls within ""Foul Territory Sections (111-150)",13,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.","Varies by row (page lists per-row counts, e.g. Row 1: 14; Rows 2-3: 15; Row 4: 16; Row 5: 17; Rows 6-7: 18; Row 8: 19; Row 9: 20; Row 41: 16) - mid-range values not reliably captured",,"HIGH - zone, rows, location and seat direction stated by the source"
115,Main Level and Bleachers (100s),not named by the source,"""Prime Lower Level Seats: Sections 102-151 wrap around the entire ballpark"" - part of the Main Level foul territory sections",12,toward first base / right field,10-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 116. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 10-12: 11; Rows 13-14: 12; Rows 15-17: 13; Rows 18-20: 14; Rows 21-22: 15; Rows 23-25: 16; Rows 26-27: 17; Rows 28-30: 18; Rows 31-32: 19; Rows 33-35: 20; Rows 36-37: 21; Rows 38-40: 22; Row 41: 18,,"MEDIUM - rows confirmed, ticket zone not named by the source"
116,Main Level and Bleachers (100s),Main Level,"""Prime Lower Level Seats: Sections 102-151 wrap around the entire ballpark""; falls under Foul Territory Sections (111-150)",11,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-40: 16 seats (labeled 1-16); Row 41: 13 seats (labeled 1-13),,"HIGH - zone, rows, location and seat direction stated by the source"
117,Main Level and Bleachers (100s),Main Level,Foul Territory Sections (111-150): Up to 41 rows per section. Row 1 is closest to the field. Entrances located at the back of the section.,10,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-40: 16 seats (labeled 1-16); Row 41: 11 seats (labeled 1-11),,"HIGH - zone, rows, location and seat direction stated by the source"
118,Main Level and Bleachers (100s),not named by the source,Located on the Mariners side of the field,9,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-2: 9 (1-9); Rows 3-7: 10 (1-10); Rows 8-11: 11 (1-11); Rows 12-15: 12 (1-12); Rows 16-20: 13 (1-13); Rows 21-24: 14 (1-14); Rows 25-28: 15 (1-15); Rows 29-33: 16 (1-16); Rows 34-37: 17 (1-17); Rows 38-40: 18 (1-18); Row 41: 14 (1-14),,"MEDIUM - rows confirmed, ticket zone not named by the source"
119,Main Level and Bleachers (100s),Main Level,"Sections 102-151 wrap around the entire ballpark""; ""only a section from the edge of the Mariners dugout",8,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-4: 13; Rows 5-8: 14; Rows 9-13: 15; Rows 14-17: 16; Rows 18-21: 17; Rows 22-26: 18; Rows 27-30: 19; Rows 31-35: 20; Rows 36-39: 21; Row 40: 22; Row 41: 18,"""only a section from the edge of the Mariners dugout"" (Mariners dugout, first base side). Rows 35-41. Obstructed views Netting UNKNOWN for this section. Sun/shade Roof coverage Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
120,Main Level and Bleachers (100s),Premier Seats,not stated by the source,7,toward first base / right field,1-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-40: 12 seats (labeled 1-12); Row 41: 9 seats (labeled 1-9),"all Premier Seats are ""behind protective netting"" for Mariners games. seating includes ""cover to keep cool on warm days"". wheelchair accessible seating is ""located behind the top rows"". Near main concourse for concessions/restrooms. Rows 35-41. Obstructed views Roof coverage","MEDIUM - rows and zone confirmed, the source does not place this section"
121,Main Level and Bleachers (100s),Premier Seats,"Near Mariners Dugout""; ""located behind the Mariners dugout",6,toward first base / right field,4-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 122. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Row 4: 10 seats (labeled 1-10); Rows 5-40: 12 seats (labeled 1-12); Row 41: 9 seats (labeled 1-9),"Row 4 is the first row behind the Mariners dugout (first base side). all Premier Seats are ""located behind protective netting"" for baseball games. Padded stadium seating with extra legroom. Rows 35-41. Sun/shade Roof coverage Obstructed views Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
122,Main Level and Bleachers (100s),Premier Seats,"Near Mariners Dugout""; ""Located behind the Mariners dugout",5,toward first base / right field,5-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 123. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-40: 12 seats (labeled 1-12); Row 41: 9 seats (labeled 1-9),"""Row 5 is the first row behind the Mariners dugout"" (first base side). ""There is some amount of netting or screening in front of sections 25-35 and 122-138"". Rows 35-41. Sun/shade Roof coverage Obstructed views Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
123,Main Level and Bleachers (100s),Premier Seats,"Near Mariners Dugout""; ""These seats are located behind the Mariners dugout",4,toward first base / right field,5-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-40: 12 seats (labeled 1-12); Row 41: 9 seats (labeled 1-9),"Row 5 is the first row behind the Mariners dugout (first base side). all Premier Seats are ""behind protective netting for Mariners games"". Rows 35-41. Sun/shade Roof coverage Obstructed views Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
124,Main Level and Bleachers (100s),Premier Seats,"Near Mariners Dugout""; ""located behind the Mariners dugout",3,toward first base / right field,5-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 125. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-40: 12 seats (labeled 1-12); Row 41: 9 seats (labeled 1-9),"Row 5 is the first row behind the Mariners dugout (first base side). all Premier Seats are ""behind protective netting for Mariners games"". Rows 35-41. Sun/shade Roof coverage Obstructed views Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
125,Main Level and Bleachers (100s),Main Level,Sections 102-151 wrap around the entire ballpark,2,toward first base / right field,9-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 126. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Row 9: 18; Rows 10-12: 19; Row 13: 20; Rows 14-15: 21; Row 16: 22; Rows 17-22: 10; Rows 23-28: 11; Rows 29-33: 12; Rows 34-39: 13; Row 40: 14; Row 41: 12,wheelchair accessible seating located behind the top rows. Traditional stadium-style seats with backs and armrests. Rows 35-41. Obstructed views Netting UNKNOWN for this section. Sun/shade Roof coverage Dugout adjacency,"HIGH - zone, rows, location and seat direction stated by the source"
126,Main Level and Bleachers (100s),Main Level,not stated by the source,1,toward first base / right field,17-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 127. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Row 17: 9; Rows 18-20: 10; Rows 21-23: 11; Rows 24-26: 12; Rows 27-29: 13; Rows 30-32: 14; Rows 33-35: 15; Rows 36-38: 16; Rows 39-40: 17; Row 41: 14,"page states shade is better in upper rows near sections 131-142 (general Main Level guidance, not specific to 126). Rows 35-41. Rows 20-35. Traditional stadium-style seating with backs and armrests. Netting UNKNOWN for this section (falls within the home-plate net arc area). Obstructed views Roof coverage Dugout adjacency Accessible/wheelchair rows","MEDIUM - rows and zone confirmed, the source does not place this section"
127,Main Level and Bleachers (100s),Main Level,"Behind home plate (set slightly back behind Diamond Club)""; part of sections that ""wrap around the entire ballpark",0,behind home plate,9-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 126, with seat numbers counting up toward the edge facing section 128. This section is behind home plate, so seat 1 is on its first-base side.",Row 9: 15; Row 10: 16; Rows 11-12: 17; Row 13: 18; Rows 14-15: 19; Row 16: 20; Rows 17-18: 8; Rows 19-21: 9; Rows 22-24: 10; Rows 25-27: 11; Rows 28-30: 12; Rows 31-33: 13; Rows 34-36: 14; Rows 37-39: 15; Row 40: 16; Row 41: 13,Head-on home plate view. Rows 35-41. Rows 20-35. Obstructed views Netting UNKNOWN for this section (falls within the home-plate net arc area). Sun/shade Roof coverage Accessible/wheelchair rows,"HIGH - zone, rows, location and seat direction stated by the source"
128,Main Level and Bleachers (100s),Main Level,Behind home plate (set slightly back behind Diamond Club),0,behind home plate,17-43,43,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 43.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 127, with seat numbers counting up toward the edge facing section 129. This section is behind home plate, so seat 1 is on its first-base side.",Rows 17-19: 10; Rows 20-22: 11; Rows 23-25: 12; Rows 26-28: 13; Rows 29-31: 14; Rows 32-34: 15; Rows 35-37: 16; Rows 38-40: 17; Row 41: 7; Row 42: 8 (Row 43 seat count not stated),"""Better shade in rows near the top of 131-142"" (comparative general reference); one fan review noted being ""just out of direct sunlight the whole time"" for a 1:10pm game in May. 20-35. Netting UNKNOWN for this section (falls within the home-plate net arc area). Obstructed views Roof coverage Dugout adjacency Accessible/wheelchair rows","HIGH - zone, rows, location and seat direction stated by the source"
129,Main Level and Bleachers (100s),Main Level,"""Prime Lower Level Seats: Sections 102-151 wrap around the entire ballpark""; behind home plate",0,behind home plate,9-43,43,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 43.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 131. This section is behind home plate, so seat 1 is on its first-base side.",Rows 9-10: 18; Row 11: 19; Rows 12-13: 20; Row 14: 21; Rows 15-16: 22; Rows 17-18: 10; Rows 19-21: 11; Rows 22-24: 12; Rows 25-27: 13; Rows 28-30: 14; Rows 31-33: 15; Rows 34-36: 16; Rows 37-39: 17; Row 40: 18; Row 41: 16; Row 42: 8 (Row 43 seat count not stated),Home plate view; head-on view for concerts. 20-35. Obstructed views Netting UNKNOWN for this section (falls within the home-plate net arc area). Sun/shade Roof coverage Dugout adjacency Accessible/wheelchair rows,"HIGH - zone, rows, location and seat direction stated by the source"
131,Main Level and Bleachers (100s),not named by the source,"Right behind home plate, just a bit toward the 3rd base (visitors) dugout",0,behind home plate,17-43,43,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 43.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 132. This section is behind home plate, so seat 1 is on its first-base side.",Rows 17-18: 10; Rows 19-21: 11; Rows 22-24: 12; Rows 25-27: 13; Rows 28-30: 14; Rows 31-33: 15; Rows 34-36: 16; Rows 37-39: 17; Row 40: 18; Row 41: 16; Row 42: 8 (Row 43 seat count not stated),Foul ball potential noted; netting mentioned as a consideration (falls within the home-plate net arc area). upper rows of 131-142 offer better shade during day games. wheelchair accessible seating located behind top rows (per Main Level description). Obstructed views Roof coverage,"MEDIUM - rows confirmed, ticket zone not named by the source"
132,Main Level and Bleachers (100s),Main Level,Behind home plate (set slightly back behind Diamond Club),0,behind home plate,9-43,43,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 43.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 133. This section is behind home plate, so seat 1 is on its first-base side.",Row 9: 16; Row 10: 17; Rows 11-13: 18; Rows 14-15: 19; Row 16: 20; Rows 17-19: 10; Rows 20-22: 11; Rows 23-25: 12; Rows 26-28: 13; Rows 29-31: 14; Rows 32-34: 15; Rows 35-37: 16; Rows 38-40: 17; Row 41: 15; Row 42: 8 (Row 43 seat count not stated),"Home plate view, head-on perspective. better shade available in upper rows of sections 131-142. wheelchair accessible seating located behind top rows. Traditional stadium-style seating with backs and armrests. not adjacent to either dugout. 20-35. Netting UNKNOWN for this section (falls within the home-plate net arc area). Obstructed views Roof coverage","HIGH - zone, rows, location and seat direction stated by the source"
133,Main Level and Bleachers (100s),Main Level,"""Prime Lower Level Seats: Sections 102-151 wrap around the entire ballpark""; behind home plate",1,toward third base / left field,17-41,41,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 41.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 132, with seat numbers counting up toward the edge facing section 134. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",Rows 17-18: 8; Rows 19-21: 9; Rows 22-24: 10; Rows 25-27: 11; Rows 28-30: 12; Rows 31-33: 13; Rows 34-36: 14; Rows 37-39: 15; Row 40: 16; Row 41: 13,"Behind home plate with strong, centered field views. Recommended rows 20-35 for optimal viewing. better shade opportunity in upper rows during day games. wheelchair accessible seating located behind top rows. Netting UNKNOWN for this section (falls within the home-plate net arc area). Obstructed views Roof coverage Dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
