section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
102,Lower Bowl (100s),not named by the source,"""Behind/Side Stage (most shows)"" (rateyourseats.com concert-context label; no baseball-context physical location stated)",20,toward third base / left field,A-Q,Q,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Q.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 101. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""102 is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" ""Rows J and above are under cover"". Netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 102 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
103,Lower Bowl (100s),not named by the source,"""Behind/Side Stage (most shows)"" (rateyourseats.com concert-context label; no baseball-context physical location stated)",19,toward third base / left field,A-Q,Q,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Q.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 104, with seat numbers counting up toward the edge facing section 102. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""103 is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view of the performance."" ""Rows J and above are under cover"". Netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 103 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
104,Lower Bowl (100s),not named by the source,not stated by the source,18,toward third base / left field,"A-P"" (rateyourseats.com). aviewfrommyseat.com lists ""First row: A | Last row: P""",P,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row P.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 105, with seat numbers counting up toward the edge facing section 103. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows J and above are under cover"" (rateyourseats.com). aviewfrommyseat.com fan reports: some seats have ""an obstructed view of the scoreboard"" and ""Sun will be in your eyes for 6:40pm start times""; fan photos cover rows A, B, D, H, J with seat numbers up to 23. Netting, dugout/bullpen adjacency, accessible rows and seat type not stated.","MEDIUM - rows confirmed, ticket zone not named by the source"
105,Lower Bowl (100s),not named by the source,not stated by the source,17,toward third base / left field,A-Q,Q,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row Q.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 106, with seat numbers counting up toward the edge facing section 104. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows J and above are under cover"". ""For baseball games, we recommend rows M-Q for outstanding convenience"". Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 105 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
106,Lower Bowl (100s),not named by the source,not stated by the source,16,toward third base / left field,A-R,R,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row R.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 107, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows Q and above are shaded during most day games""; page tag ""Afternoon Shade in Select Rows"". Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 106 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
107,Lower Bowl (100s),Field Level Down the Line,"""Field Level Down the Line (Baseball)"" - described as down the line within the lower tier sections, on either the first or third base side (rateyourseats.com); the specific side for section 107 is not stated.",15,toward third base / left field,"T-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 108, with seat numbers counting up toward the edge facing section 106. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows OO and above are shaded during most day games""; page tag ""Afternoon Shade in Select Rows"". Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 107 page.","HIGH - zone, rows, location and seat direction stated by the source"
108,Lower Bowl (100s),Field Level Down the Line,"""Field Level Down the Line"" for baseball (rateyourseats.com); the specific base side for section 108 is not stated.",14,toward third base / left field,"T-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 109, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows KK and above are under cover"". Recommended rows ""LL-PP for outstanding convenience"". ""Sitting on the third base side will put the main scoreboard over your left shoulder making it more difficult to see"". Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 108 page.","HIGH - zone, rows, location and seat direction stated by the source"
109,Lower Bowl (100s),not named by the source,not stated by the source,13,toward third base / left field,"M-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 110, with seat numbers counting up toward the edge facing section 108. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows KK and above are under cover"". Marked ""Top Pick for Outstanding Convenience"" for rows LL-PP; zone review notes prices are ""more affordable"" than corner sections. Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 109 page.","MEDIUM - rows confirmed, ticket zone not named by the source"
110,Lower Bowl (100s),Field Level Down the Line,"""down the line within the lower tier sections"", on either the first or third base side (rateyourseats.com); the specific side for section 110 is not stated.",12,toward third base / left field,"F-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 111, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows KK & Above - Covered"" / ""Rows KK and above are under cover"". Marked ""Top Pick for Great Views of the Field"" for baseball. Obstructed views, netting, dugout/bullpen adjacency, accessible rows and seat type not stated. rateyourseats.com section 110 page.","HIGH - zone, rows, location and seat direction stated by the source"
111,Lower Bowl (100s),Field Level Down the Line,"Down the line within the lower tier sections; page describes these as sections ""down the line"" on the third base or first base side of the lower tier.",11,toward third base / left field,"A-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows KK & Above - Covered"". ""Sitting on the third base side will put the main scoreboard over your left shoulder making it more difficult to see"". Fan review (Row A) reports an obstruction: ""The ball boy sits right between you and the pitcher, obscuring your view of most of the action"". Third base side (visitors dugout side of the park), but page does not state dugout adjacency for this section. rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
112,Lower Bowl (100s),Field Level Down the Line,"Down the line within the lower tier sections, on the third base side; page flags it as a ""Top Pick for Great Views of the Field"".",10,toward third base / left field,"A-Z, AA-PP",PP,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row PP.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 111. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows KK & Above - Covered"". ""By the 7th inning it was in full sun"". ""The view was great. Only four rows down from the main concourse"". main scoreboard sits over the left shoulder. rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
113,Lower Bowl (100s),Field Level Infield,Sitting between the corner bases on the lower tier of Great American Ball Park,9,toward third base / left field,"A-Z, AA-GG",GG,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row GG.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 112. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". Third base side (visitors dugout side); page does not state dugout adjacency for this section. rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
114,Lower Bowl (100s),Field Level Infield,"Located in the first five rows along the infield near the dugouts""; page lists ""Sections 114 and 132: Rows A-E"" as Dugout Box. ""Sections on the third base side (114-119) sit near the visiting team dugout.",8,toward third base / left field,"A-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 113. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Sections on the third base side (114-119) sit near the visiting team dugout."" ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). Dugout Box rows A-E offer ""Extra-wide padded seating close to the field"" and ""Dugout Box ticketholders also receive access to the private Scout's Club lounge"". Page notes generally that ""Seats at the back rows of the first base side will also be close to the entry tunnels at the top of the section"" (a first-base-side statement, not specific to 114). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"".","HIGH - zone, rows, location and seat direction stated by the source"
115,Lower Bowl (100s),Field Level Infield,"Along the infield near the dugouts on the third base side; page lists ""Sections 115-119 and 127-131: Rows F-J"" as Dugout Box. ""Sections on the third base side (114-119) sit near the visiting team dugout.""",7,toward third base / left field,"F-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 114. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Sections on the third base side (114-119) sit near the visiting team dugout."" ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
116,Lower Bowl (100s),Field Level Infield,"Behind the visitor dugout"" for baseball games. ""Sections on the third base side (114-119) sit near the visiting team dugout.",6,toward third base / left field,"F-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Row F is the first row behind the visitor's dugout"". ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
117,Lower Bowl (100s),Field Level Infield,"For baseball games, these seats are located behind the visitor dugout"". ""Sections on the third base side (114-119) sit near the visiting team dugout.",5,toward third base / left field,"F-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 116. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Row F is the first row behind the visitor's dugout in Section 117"". ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
118,Lower Bowl (100s),Field Level Infield,"For baseball games, these seats are located behind the visitor dugout"". ""Sections on the third base side (114-119) sit near the visiting team dugout.",4,toward third base / left field,"F-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Sections on the third base side (114-119) sit near the visiting team dugout."" ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). Dugout Box rows offer ""Extra-wide padded seating close to the field"" plus private Scout's Club lounge access. ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
119,Lower Bowl (100s),Field Level Infield,"""Sections on the third base side (114-119) sit near the visiting team dugout.""",3,toward third base / left field,"F-Z, AA-GG",GG,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row GG.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Sections on the third base side (114-119) sit near the visiting team dugout."" ""All Dugout Box seats are located behind protective netting."" ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
120,Lower Bowl (100s),Field Level Infield,Sitting between the corner bases on the lower tier of Great American Ball Park,2,toward third base / left field,"M-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Rows GG and above are shaded during most late afternoon games"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
121,Lower Bowl (100s),Field Level Infield,Sitting between the corner bases on the lower tier of Great American Ball Park,1,toward third base / left field,"M-Z, AA-GG",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Entrance row not stated on the page. ""Rows FF & Above - Covered"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). ""During sunny day games, there will be limited shade in these lower level options""; ""fans can find some shaded seats at Great American Ballpark in the back rows (EE and higher) along the first base line"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
122,Lower Bowl (100s),Scout Seats,"""Scout Seats at Great American Ball Park include Sections 22-25 and 122-126, located directly behind home plate""; sections 122-126 ""sit directly behind"" the Scout Box seats (22-25), ""with only eight rows of Diamond Club seats separating them from the backstop wall"".",0,behind home plate,A-I,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 121. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Entrance row not stated on the page. ""Rows H and Above - Covered"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). extra-wide padded chairs, in-seat wait service via the ballpark app, Scout's Club lounge access. Views listed as ""Home Plate View"" and ""Head-on View (most shows)"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
123,Lower Bowl (100s),Scout Seats,"Scout Seats at Great American Ball Park include Sections 22-25 and 122-126, located directly behind home plate.",0,behind home plate,A-I,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 122. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Entrance row not stated on the page. ""Rows H & Above - Covered"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). Premium extra-wide padded chairs. Views listed as ""Home Plate View"" and ""Head-on View (most shows)"". rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
124,Lower Bowl (100s),Scout Seats,"""Located directly behind home plate"", positioned ""just behind the Diamond Club seating, with only eight rows of Diamond Club seats separating them from the backstop wall"".",0,behind home plate,A-O,O,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row O.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 123. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Rows H and above are under cover"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). Page recommends ""Rows A-I for great views of the field"". extra-wide padded chairs, in-seat wait service, Scout's Club lounge access. rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
125,Lower Bowl (100s),Scout Seats,"""Located directly behind home plate"", positioned ""just behind the Diamond Club seating, with only eight rows of Diamond Club seats separating them from the backstop wall"".",0,behind home plate,A-O,O,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row O.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 126, with seat numbers counting up toward the edge facing section 124. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Rows H and above are under cover"". ""There is some amount of netting or screening in front of sections 113-133"" (page also states ""the height and coverage of netting or screening will vary by section""). extra-wide padded chairs, in-seat wait service, Scout's Club lounge access. rateyourseats.com section page.","HIGH - zone, rows, location and seat direction stated by the source"
