section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
11,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",14,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 10, with seat numbers counting up toward the edge facing section 12. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,wider mesh seats with armrests/cupholders. Jim Beam Lounge is located between Sections 11 and 12. Protective netting is installed in front of these sections.,"HIGH - zone, rows, location and seat direction stated by the source"
12,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",13,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 13. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"wider mesh seats with armrests/cupholders. Jim Beam Lounge is located between Sections 11 and 12. Protective netting is installed in front of these sections. Fan review (Sec 12/Row 4, 2025): 'Super close to the field and in the shade for a great price... in the shade' — suggests this section can be shaded. Page also displays a generic 'Lower Level Down the Line' RYS review block referencing sections 110 and 142 as examples — not specific to Section 12.","HIGH - zone, rows, location and seat direction stated by the source"
13,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",12,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 14. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. 'Net is in front of your line of sight, but for good reason. 3 balls flew over the net, so bring your glove or prepare to be hit in the head like that man behind us in section 13 row 7 seat 4/5. Still a good view of the entire stadium though.' Another fan review (Sec 13/Row 9, Concert) describes the net as reportedly permanent per a Truist Park staff member, obstructing the view somewhat. Page also displays a generic 'Lower Level Down the Line' RYS review block — not specific to Section 13.","HIGH - zone, rows, location and seat direction stated by the source"
14,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",11,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 15. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Fan review (Sec 14/Row 3, Apr 12 2023): 'Too far away from batter.' Page also displays a generic 'Lower Level Down the Line' RYS review block — not specific to Section 14.","HIGH - zone, rows, location and seat direction stated by the source"
15,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",10,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 16. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Page also displays a generic 'Lower Level Down the Line' RYS review block — not specific to Section 15.,"HIGH - zone, rows, location and seat direction stated by the source"
16,Field Level (1-42),Dugout Club,"Dugout Club — ""Sections 10–21 down the first base line""; field level, within roughly the first 15 rows from the field.",9,toward first base / right field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 17. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Page also displays a generic 'Lower Level Infield' RYS review block ('Braves fans will have a great spot when opting for the first base side as these seats will keep you right by the home team dugout') — general park orientation commentary, not section-14/15-specific netting text as on prior pages (page content differs slightly from Sections 10-15).","HIGH - zone, rows, location and seat direction stated by the source"
17,Field Level (1-42),Dugout Club,"""These seats are located behind the Braves dugout""; part of ""Sections 17–21 — Behind the Braves dugout.""",8,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the edge facing section 18. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Row range starts at 6 (not 1) per 'Rows in Section 17 are labeled 6-13' — no explanation given for the gap, no entrance row stated. wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Page also displays a generic 'Lower Level Infield' RYS review block.","HIGH - zone, rows, location and seat direction stated by the source"
18,Field Level (1-42),Dugout Club,"""These seats are located behind the Braves dugout""; part of ""Sections 17–21 — Behind the Braves dugout.""",7,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 17, with seat numbers counting up toward the edge facing section 19. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Row range starts at 6 (not 1) per 'Rows in Section 18 are labeled 6-13' — no explanation given for the gap, no entrance row stated. wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Page also displays a generic 'Lower Level Infield' RYS review block.","HIGH - zone, rows, location and seat direction stated by the source"
19,Field Level (1-42),Dugout Club,"""These seats are located behind the Braves dugout""; part of ""Sections 17–21 — Behind the Braves dugout.""",6,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 20. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Row range starts at 6 (not 1) per 'Rows in Section 19 are labeled 6-13' — no explanation given for the gap, no entrance row stated. wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. Page also displays a generic 'Lower Level Infield' RYS review block.","HIGH - zone, rows, location and seat direction stated by the source"
20,Field Level (1-42),Dugout Club,"""These seats are located behind the Braves dugout""; part of ""Sections 17–21 — Behind the Braves dugout.""",5,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 21. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Row range starts at 6 (not 1) per 'Rows in Section 20 are labeled 6-13' — no explanation given for the gap, no entrance row stated. wider mesh seats with armrests/cupholders. Protective netting is installed in front of these sections. 'The seats are directly behind the Braves dugout (1st base side) which gives a great view of the batter's box, on deck circle, 1st base and players coming in from the field.' Page also displays a generic 'Lower Level Infield' RYS review block.","HIGH - zone, rows, location and seat direction stated by the source"
21,Field Level (1-42),Dugout Club,'Near Braves Dugout'. 'These seats are located behind the Braves dugout'. 'Sections 17–21 behind the Braves dugout'.,4,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,Dugout Club zone page states 'Protective netting is installed in front of these sections' .,"HIGH - zone, rows, location and seat direction stated by the source"
22,Field Level (1-42),Delta Sky360 Club,Section Insights lists only 'Delta Sky360 Club' (no separate location bullet). Chairman Seats Sections 22-30 are 'behind home plate and between the dugouts'; 'Sections 22 sits near the Braves dugout while section 30 places fan near the visitor dugout.',3,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 21, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,Delta Sky360 Club zone page notes seats have 'little overhead protection' but the indoor club lounge offers weather escape.,"HIGH - zone, rows, location and seat direction stated by the source"
23,Field Level (1-42),Delta Sky360 Club,"Section Insights lists only 'Delta Sky360 Club'. Chairman Seats Sections 22-30 sit behind home plate, between the dugouts, closer to the field than the Executive Seats.",2,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
24,Field Level (1-42),Delta Sky360 Club,"Section Insights lists only 'Delta Sky360 Club'. Chairman Seats Sections 22-30 sit behind home plate, between the dugouts.",1,toward first base / right field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
25,Field Level (1-42),Delta Sky360 Club,"'Home Plate View'. 'For baseball games, desirable view from behind home plate'. 'Fans seeking the closest possible Delta Sky360 experience should target Sections 25 or 26 in the Chairman Seats, which sit almost directly behind home plate' and 'For the most centered view of home plate, Sections 25 and 26 are typically the most desirable.'",0,behind home plate,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 26. This section is behind home plate, so seat 1 is on its first-base side.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
26,Field Level (1-42),Delta Sky360 Club,"'Home Plate View'. 'For baseball games, desirable view from behind home plate'. 'Fans seeking the closest possible Delta Sky360 experience should target Sections 25 or 26 in the Chairman Seats, which sit almost directly behind home plate' and 'For the most centered view of home plate, Sections 25 and 26 are typically the most desirable.'",0,behind home plate,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27. This section is behind home plate, so seat 1 is on its first-base side.",not published,"This page showed no 'lowest price' ticket figure at time of fetch (Compare Ticket Prices block was empty), unlike neighboring sections — noted for completeness, not a seating fact.","HIGH - zone, rows, location and seat direction stated by the source"
27,Field Level (1-42),Delta Sky360 Club,"'Home Plate View'. 'For baseball games, desirable view from behind home plate'. Delta Sky360 Club zone page describes Sections 22-30 as behind home plate between the dugouts; the 'almost directly behind home plate' language is applied specifically to Sections 25/26, not 27.",1,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
28,Field Level (1-42),Delta Sky360 Club,"Section Insights lists only 'Delta Sky360 Club' (no Home Plate View bullet, unlike 25-27). Chairman Seats Sections 22-30 sit behind home plate, between the dugouts.",2,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 27, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
29,Field Level (1-42),Delta Sky360 Club,"Section Insights lists only 'Delta Sky360 Club'. Chairman Seats Sections 22-30 sit behind home plate, between the dugouts.",3,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the edge facing section 30. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
30,Field Level (1-42),Delta Sky360 Club,Section Insights lists only 'Delta Sky360 Club'. Delta Sky360 Club zone page 'section 30 places fan near the visitor dugout.',4,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 29, with seat numbers counting up toward the edge facing section 31. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,,"HIGH - zone, rows, location and seat direction stated by the source"
31,Field Level (1-42),Dugout Club,"'Dugout Club'. 'For baseball games, these seats are located behind the visitor dugout'. 'Sections 31–35 — Behind the visiting team dugout.'",5,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 30, with seat numbers counting up toward the edge facing section 32. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Dugout Club zone page states 'Protective netting is installed in front of these sections' (Sections 10-21 and 31-42). 'Perfect view of the entire field and visitor dugout! Due to the seats being behind the dugout end up on TV a good bit too!',"HIGH - zone, rows, location and seat direction stated by the source"
32,Field Level (1-42),Dugout Club,"'Dugout Club'. 'For baseball games, these seats are located behind the visitor dugout'. 'Sections 31–35 — Behind the visiting team dugout.'",6,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 31, with seat numbers counting up toward the edge facing section 33. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Dugout Club zone page states 'Protective netting is installed in front of these sections' (Sections 10-21 and 31-42).,"HIGH - zone, rows, location and seat direction stated by the source"
33,Field Level (1-42),Dugout Club,"'Dugout Club'. 'For baseball games, these seats are located behind the visitor dugout'. 'Sections 31–35 — Behind the visiting team dugout.'",7,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 32, with seat numbers counting up toward the edge facing section 34. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Dugout Club zone page states 'Protective netting is installed in front of these sections' (Sections 10-21 and 31-42).,"HIGH - zone, rows, location and seat direction stated by the source"
34,Field Level (1-42),Dugout Club,"'Dugout Club'. 'For baseball games, these seats are located behind the visitor dugout'. 'Sections 31–35 — Behind the visiting team dugout.'",8,toward third base / left field,6-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 33, with seat numbers counting up toward the edge facing section 35. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,Dugout Club zone page states 'Protective netting is installed in front of these sections' (Sections 10-21 and 31-42).,"HIGH - zone, rows, location and seat direction stated by the source"
35,Field Level (1-42),Dugout Club,"'Dugout Club'. 'Premium seating area as part of the Dugout Club' only — unlike Sections 31-34, this page does NOT state 'behind the visitor dugout' for Section 35, even though the Dugout Club zone page's range statement ('Sections 31–35 — Behind the visiting team dugout') would include it.",9,toward third base / left field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 34, with seat numbers counting up toward the edge facing section 36. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Row range on this page is '1-13', an 13-row span versus '6-13' (8 rows) shown on Sections 21-34 pages — flagged anomaly, recorded as published rather than reconciled.","HIGH - zone, rows, location and seat direction stated by the source"
36,Field Level (1-42),Dugout Club,'Dugout Club'. 'Premium seating area as part of the Dugout Club' only — no dugout-side statement for Section 36.,10,toward third base / left field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 35, with seat numbers counting up toward the edge facing section 37. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Row range on this page is '1-13' (13 rows) versus '6-13' (8 rows) shown on Sections 21-34 pages — flagged anomaly, recorded . Page's second RYS Expert Review block is 'Lower Level Down the Line' (not 'Lower Level Infield' as seen on 21/31-33) — 'sections nearer to the corner bases... seats closer to the foul poles (sections 110 and 142 for example) will be the better option... opt for seats towards the right field corner which will leaving you facing the east.'","HIGH - zone, rows, location and seat direction stated by the source"
37,Field Level (1-42),Dugout Club,'Dugout Club'. 'Premium seating area as part of the Dugout Club' only — no dugout-side statement for Section 37.,11,toward third base / left field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 36, with seat numbers counting up toward the edge facing section 38. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Row range on this page is '1-13' (13 rows) versus '6-13' (8 rows) shown on Sections 21-34 pages — flagged anomaly, recorded . Page's second RYS Expert Review block is 'Lower Level Down the Line' (same mismatched-module pattern as Section 36). A fan star-review (Sec 37 / Row 9) references a May 2024 Cubs game with no seating detail beyond the section/row.","HIGH - zone, rows, location and seat direction stated by the source"
38,Field Level (1-42),Dugout Club,'Dugout Club'. 'Premium seating area as part of the Dugout Club' only — no dugout-side statement for Section 38.,12,toward third base / left field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 37, with seat numbers counting up toward the edge facing section 39. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Row range on this page is '1-13' (13 rows) versus '6-13' (8 rows) shown on Sections 21-34 pages — flagged anomaly, recorded . Page's second RYS Expert Review block is 'Lower Level Down the Line' (same mismatched-module pattern as Sections 36-37).","HIGH - zone, rows, location and seat direction stated by the source"
