section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
18,Legends and Champions Suites (11–29),Legends Suite,"""Sections 18-21 sit directly behind home plate."" ""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout.""",0,behind home plate,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 17A, with seat numbers counting up toward the edge facing section 19. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Premium seating area as part of the Legends Suite""; ""For baseball games, we recommend these seats for impressing a guest""; ""For baseball games, desirable view from behind home plate"". ""Excellent infield view from very close to the field. Amazing club level amenities"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" the descriptive prose on this page is the Legends Suite ZONE copy (identical wording to the other 14A-27A pages); only the row-label line, entrance-row line and insight tags are section-specific. Rows and entrance row are therefore recorded as stated, but the location text should be read as zone-level.""","HIGH - zone, rows, location and seat direction stated by the source"
19,Legends and Champions Suites (11–29),Legends Suite,"""Sections 18-21 sit directly behind home plate."" ""Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""",0,behind home plate,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 20. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Top Pick for Impressing a Guest""; ""Home Plate View""; ""Legends Suite""; ""Rows 1-9"". ""For baseball games, we recommend these seats for impressing a guest""; ""For baseball games, desirable view from behind home plate""; ""Premium seating area as part of the Legends Suite"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" descriptive prose is the shared Legends Suite zone copy (14A-27A); the row-label line, entrance-row line and the ""Home Plate View"" insight tag are the section-specific parts.""","HIGH - zone, rows, location and seat direction stated by the source"
20,Legends and Champions Suites (11–29),Legends Suite,"""Sections 18-21 sit directly behind home plate."" ""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout.""",0,behind home plate,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 21A. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Top Pick for Impressing a Guest""; ""Home Plate View""; ""Legends Suite"". ""For baseball games, we recommend these seats for impressing a guest""; ""For baseball games, desirable view from behind home plate""; ""Premium seating area as part of the Legends Suite"". ""Legends Suite (Sections 14A through 27A for Yankees games)"". Unlike most other pages in this batch, the section 20 page did NOT carry the ""Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side"" sentence, so it offers no dugout-side evidence either way.","HIGH - zone, rows, location and seat direction stated by the source"
21A,Legends and Champions Suites (11–29),Legends Suite,"""Sections 18-21 sit directly behind home plate."" ""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout."" ""Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""",0,behind home plate,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Top Pick for Impressing a Guest""; ""Home Plate View"". ""For baseball games, we recommend these seats for impressing a guest""; ""For baseball games, desirable view from behind home plate""; ""Premium seating area as part of the Legends Suite"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" 21A is ""labeled 1-9"" with entrance at Row 9 - i.e. on the third-base side of home plate the A/B suffix does NOT follow the 1-5 (A) / 1-9 (B) pattern seen at 15A/17A; both 21A and 21B are 1-9. the descriptive prose is the shared Legends Suite zone copy (14A-27A).""","HIGH - zone, rows, location and seat direction stated by the source"
21B,Legends and Champions Suites (11–29),Legends Suite,"""Positioned directly behind home plate and the dugouts"". ""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout"". ""Sections 18-21 sit directly behind home plate"".",0,behind home plate,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Top Pick for Impressing a Guest""; ""Home Plate View""; ""Legends Suite"". ""For baseball games, we recommend these seats for impressing a guest""; ""For baseball games, desirable view from behind home plate""; ""Premium seating area as part of the Legends Suite"". ""Section Range: For New York Yankees games Sections 14A through 27A"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""""","HIGH - zone, rows, location and seat direction stated by the source"
22,Legends and Champions Suites (11–29),Legends Suite,"""Positioned directly behind home plate and the dugouts; the closest seats to the action in the ballpark."" ""Sections 18-21 sit directly behind home plate. Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" Soccer placement ""For NYCFC, the all-inclusive Legends Suite benefits are typically limited to Sections 22 through 29 on the West Sideline.""",1,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 21A, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest""; ""Legends Suite""; ""Rows 1-9"". ""Premium seating area as part of the Legends Suite"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" Section 22 carries NO dugout insight tag and NO ""Home Plate View"" tag - it sits between the home-plate group (18-21) and the visitors'-dugout group (23-25). sections 22-29 are the ""West Sideline"" for soccer, a useful independent orientation cue.""","HIGH - zone, rows, location and seat direction stated by the source"
23,Legends and Champions Suites (11–29),Legends Suite,"""For baseball games, these seats are located behind the visitor dugout"" and ""Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side"".",2,toward third base / left field,1-5,5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 5.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24A. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest,"" ""Legends Suite,"" ""Rows 1-5"". ""Premium seating area as part of the Legends Suite"". Fan review ""Row 1 is the first row behind the visitor's dugout in Sections 23-25"" - a per-section ROW statement, not a seat-side statement. Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" The 1-5 row range and Row 5 entrance mirror 15A/15B/16/17A on the Yankees-dugout side, i.e. the dugout-front segments are shallow (5 rows) on both sides.""","HIGH - zone, rows, location and seat direction stated by the source"
24A,Legends and Champions Suites (11–29),Legends Suite,"""Positioned directly behind home plate and the dugouts; the closest seats to the action in the ballpark."" ""For baseball games, these seats are located behind the visitor dugout."" ""Sections 18-21 sit directly behind home plate. Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""",3,toward third base / left field,1-5,5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 5.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest; Legends Suite; Rows 1-5"". ""For baseball games, these seats are located behind the visitor dugout""; ""For baseball games, we recommend these seats for impressing a guest""; ""Premium seating area as part of the Legends Suite"". Fan feedback ""Row 1 is the first row behind the visitor's dugout in Sections 23-25."" the page names ""Legends Premier"" as a distinct designation for Row 1. Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""""","HIGH - zone, rows, location and seat direction stated by the source"
24B,Legends and Champions Suites (11–29),Legends Suite,"""For baseball games, these seats are located behind the visitor dugout"" and ""Sections 18-21 sit directly behind home plate. Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side"".",3,toward third base / left field,1-5,5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 5.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest""; ""Legends Suite""; ""Rows 1-5"". ""For baseball games, these seats are located behind the visitor dugout""; ""For baseball games, we recommend these seats for impressing a guest""; ""Premium seating area as part of the Legends Suite"". Fan feedback ""Row 1 is the first row behind the visitor's dugout in Sections 23-25"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side."" 24B is ""labeled 1-5"" with entrance at Row 5, i.e. the SAME depth as 24A - unlike 14A/14B, 17A/17B and 15A/15B where the A and B segments differ (1-5 vs 1-9) or match differently. Both 24A and 24B are shallow 5-row segments.""","HIGH - zone, rows, location and seat direction stated by the source"
25,Legends and Champions Suites (11–29),Legends Suite,"""For baseball games, these seats are located behind the visitor dugout"" and ""Sections 23-25 for the visitors' side"".",4,toward third base / left field,1-5,5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 5.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24A, with seat numbers counting up toward the edge facing section 26. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest; Midfield View; Legends Suite; Rows 1-5"". ""For baseball games, these seats are located behind the visitor dugout; For baseball games, we recommend these seats for impressing a guest; For soccer matchs, desirable view from near midfield; Premium seating area as part of the Legends Suite"" (the misspelling ""matchs"" is from the page). Fan feedback ""Row 1 is the first row behind the visitor's dugout in Sections 23-25"". Sit in Sections 15-17 to be behind the Yankees' dugout, or choose 23-25 for the visitors' side.""""","HIGH - zone, rows, location and seat direction stated by the source"
26,Legends and Champions Suites (11–29),not named by the source,"""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout."" ""Section Range: For New York Yankees games Sections 14A through 27A.""",5,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27A. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest / Midfield View / Legends Suite / Rows 1-9"". ""For baseball games, we recommend these seats for impressing a guest""; ""For soccer matchs, desirable view from near midfield""; ""Premium seating area as part of the Legends Suite"". Described as part of Legends Suite premium seating with all-inclusive amenities, private entrance and dedicated club spaces.","MEDIUM - rows confirmed, ticket zone not named by the source"
27A,Legends and Champions Suites (11–29),not named by the source,"""The Legends Suites comprises the first several rows of the lower bowl, stretching from dugout to dugout."" Section range printed as ""Sections 14A through 27A"" (for Yankees games).",6,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Impressing a Guest""; ""Legends Suite""; ""Rows 1-9"". ""Premium seating area as part of the Legends Suite"".","MEDIUM - rows confirmed, ticket zone not named by the source"
27B,Legends and Champions Suites (11–29),not named by the source,"""Sections 27B–29 (along the third base line)"" [listed among the Yankees-game Champions Suite sections]. Also printed on the page for a different sport: ""For MLS matches, the Champions Suite sections are located behind the south goal"" (NYCFC context, not baseball).",6,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Champions Suite, Legends Suite, Rows 1-9. the Champions Suite is described as ""Behind the protective netting"", consistent with the official Yankees netting page's 011-029 span. Champions Suite seats provide ""one of the closest views in the stadium outside of the Legends Suite"".","MEDIUM - rows confirmed, ticket zone not named by the source"
28,Legends and Champions Suites (11–29),not named by the source,"No sentence placing Section 28 geographically was printed on its own page beyond the product statements ""Premium seating area as part of the Champions Suite"" and ""Premium seating area as part of the Legends Suite"". The Champions Suite range that includes 28 is given on the Section 29 page as ""Sections 27B–29 (along the third base line)"".",7,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 27A, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Champions Suite,"" ""Legends Suite,"" ""Rows 1-9"". Champions Suite described as ""positioned behind the protective netting"". ""These seats were amazing! Great view and close up to the action!"".","MEDIUM - rows confirmed, ticket zone not named by the source"
29,Legends and Champions Suites (11–29),not named by the source,"""Champions Suite seating is located in the lower bowl adjacent to the Legends Suite."" and ""For New York Yankees games, Champions Suite sections include: Sections 11–13 (along the first base line) [and] Sections 27B–29 (along the third base line)"".",8,toward third base / left field,1-9,9,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 9.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Champions Suite"" and ""Legends Suite"" with ""Rows 1-9"". ""Premium seating area as part of the Champions Suite"" and ""Premium seating area as part of the Legends Suite"".","MEDIUM - rows confirmed, ticket zone not named by the source"
103,Field Level (103–136),Field Level Outfield,"""Midfield View""; ""Behind/Side Stage (most shows)""; and for other sports ""For soccer matchs, these seats are located behind the visitor bench"" and ""For soccer matchs, desirable view from near midfield"". The section's baseball position is established indirectly by the bullpen line quoted under seat_direction/notes.",15,toward first base / right field,1-10,10,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 10.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 104. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-10 have 24 seats labeled 1-24,"""Avoid Sections 103-107 for afternoon games if you are sensitive to the sun"". ""103 is behind the stage or to the side of the stage for most concerts"". $30.","HIGH - zone, rows, location and seat direction stated by the source"
104,Field Level (103–136),"Field Level Outfield (Baseball)""; concert tag ""Behind/Side Stage","No sentence placing Section 104 in the ballpark is printed beyond the zone tags ""Field Level Outfield (Baseball)"" and ""Behind/Side Stage (most shows)"".",14,toward first base / right field,1-18,18,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 18.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.","""Rows 1-2 have 20 seats labeled 1-20""; ""Rows 3-10 have 24 seats labeled 1-24""; ""Row 11 has 13 seats labeled 1-13""; ""Row 12 has 12 seats labeled 1-12""; ""Row 13 has 10 seats labeled 1-10""; ""Row 14 has 8 seats labeled 1-8""; ""Row 15 has 7 seats labeled 1-7""; ""Row 16 has 6 seats labeled 1-6""; ""Row 17 has 5 seats labeled 1-5"". (No seats-per-row line printed for Row 18, although rows are labeled 1-18 — recorded as a gap, not filled in.)","""104 is behind the stage or to the side of the stage for most concerts. This may restrict or limit your view."" ""Get a cheesesteak at Carls Steak in Section 104 and 222."" the seats-per-row table stops at Row 17 while the row label line runs to 18.","HIGH - zone, rows, location and seat direction stated by the source"
