section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
10,Field Level boxes (0-13),Third Base Coach's Box,"The Third Base Coach’s Box is located along the third base line at field level in Sections 8 and 10."" ""Field-Level Seating: Located along the third base line in Sections 8 and 10."" ""Section 10 is tagged with: ✓ along the 3rd base line ✓ behind the netting",5,toward third base / left field,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 8, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,".../seating/sections/10 302s to the zone page .../seating/third-base-coachs-box. Further ""Extremely Close to the Action: Seats sit just feet from the field near third base."" and ""Fans seated here will be within a few feet of the field and can clearly watch plays at third base, the pitcher’s mound, and home plate."" and ""The sections are also located near the visiting team dugout"". Fan Feedback : ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section. The netting extends past the dugout and down each line."" AVIEWFROMMYSEAT FALLBACK (https://aviewfrommyseat.com/venue/Petco+Park/10/): no photos – ""Sorry, we do not have any photos for Section 10 at Petco Park yet.""; no rows; no 'Seats here are tagged with' line; navigation ""« Go left to section 13 13"" / ""Go right to section 8 8 »"".",LOW - no row data published for this section
11,Field Level boxes (0-13),First Base VIP Box,"The First Base VIP Box is located along the first base line at field level, sitting just beside the Padres dugout at Petco Park."" ""Field-Level Premium Seating: Located just feet from the infield along the first base line at Petco Park."" ""Section 11 is tagged with: ✓ along the 1st base line ✓ behind the netting",5,toward first base / right field,UNKNOWN,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 9, with seat numbers counting up toward the edge facing section 13. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,".../seating/sections/11 302s to the zone page .../seating/first-base-vip-box-baseball. The zone page's only seat-view photo is captioned ""Baseball Seat View From Section 11, Row 2"" – the only row number stated anywhere for this section, and it is a photo caption, not a row range, so rows stays Further ""Near the Padres Dugout: Positioned directly beside the Padres dugout, offering up-close views of players."" and ""All-Inclusive Experience (Padres Games): Tickets typically include food, beverages, and in-seat service including spirits."" and ""Club Access: Ticketholders receive access to the Compass Premier Club behind home plate."" Fan Feedback : ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116.""",LOW - no row data published for this section
13,Field Level boxes (0-13),not named by the source,not stated by the source,6,toward first base / right field,1-3,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect), title ""Section 13 at PETCO Park"". the ONLY content under 'What It's Like to Sit in Section 13' → 'Row Numbers' is ""Rows in Section 13 are labeled 1-3"" and ""When looking towards the field/field/stage, lower number seats are on the right"". ""Rows 1-3"". There is NO entrance-row line, NO walkway line, NO seating notes, NO expert review, NO fan reviews, NO location sentence and NO zone assignment on the page → zone, location and entrance_row are ""$509 lowest price in Section 13"". So, if you are sitting on the 1st base (right field) side, seat number 1 will be the leftmost. If seated on the 3rd base / left field side, seat number 1 will be the rightmost."" Section 13 is odd, which discovery places on the first-base side, i.e. the contested half.""","MEDIUM - rows confirmed, ticket zone not named by the source"
101,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" and ""Sections 101 and 102 provide the most centered home plate perspective among the Field Box sections.",0,behind home plate,8-20,20,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 20.","Facing the field, seat 1 is on your left. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 103. This section is behind home plate, so seat 1 is on its third-base side.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 101 are labeled 8-20"" and ""An entrance to this section is located at Row 20"". ""Top Pick for Great Views of the Field"", ""Home Plate View"", ""Rows 8-20"". ""For baseball games, we recommend these seats for great views of the field"", ""For baseball games, desirable view from behind home plate"". Fan Feedback : ""Homeplate! — We sat right behind home plate. Probably the best seats I've ever had at a ball game."" (Sec 101 / Row 19 • Baseball); ""Philadelphia Phillies at San Diego Padres - Sep 5, 2023"" (Sec 101 / Row 18 • Baseball, 5 star, no body text); ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116.""","HIGH - zone, rows, location and seat direction stated by the source"
102,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" and ""Sections 101 and 102 provide the most centered home plate perspective among the Field Box sections.",0,behind home plate,8-22,22,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 22.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 104. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 102 are labeled 8-22"" and ""An entrance to this section is located at Row 22"". ""Top Pick for Great Views of the Field"", ""Home Plate View"", ""Rows 8-22"". ""For baseball games, we recommend these seats for great views of the field"", ""For baseball games, desirable view from behind home plate"". Fan Feedback ( sole review block on the page): ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section. The netting extends past the dugout and down each line."" (Sec 102 & More • Baseball). Zone from the page's 'RYS Expert Reviews' header ""Field Box VIP""; same block also states ""Field Box seating at Petco Park includes Sections 101 through 112, located along the infield between the bases.""","HIGH - zone, rows, location and seat direction stated by the source"
103,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" ""Home Plate VIP Seats: Sections 101–106 are known as Field Box VIP and sit directly behind home plate.",1,toward first base / right field,8-20,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 101, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 103 are labeled 8-20"". ""Top Pick for Great Views of the Field"", ""Home Plate View"", ""Rows 8-20"". ""For baseball games, we recommend these seats for great views of the field"", ""For baseball games, desirable view from behind home plate"". Fan Feedback ( sole review block): ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section. The netting extends past the dugout and down each line."" (Sec 103 & More • Baseball). Zone from the page's 'RYS Expert Reviews' header ""Field Box VIP"". CONFLICT NOTE (unresolved, park-wide): section 103 is odd, which discovery places on the first-base side, the half where RateYourSeats' ""lower number seats are on the right"" is contradicted by Petco Park Insider's ""if you are sitting on the 1st base (right field) side, seat number 1 will be the leftmost"".","HIGH - zone, rows, location and seat direction stated by the source"
104,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" ""Home Plate VIP Seats: Sections 101–106 are known as Field Box VIP and sit directly behind home plate.",1,toward third base / left field,8-22,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 102, with seat numbers counting up toward the edge facing section 106. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 104 are labeled 8-22"". ""Top Pick for Great Views of the Field"", ""Home Plate View"", ""Rows 8-22"". ""For baseball games, we recommend these seats for great views of the field"", ""For baseball games, desirable view from behind home plate"". Fan Reviews : ""Chicago Cubs at San Diego Padres - Apr 8, 2024 — Very nice view of the field and players."" (Sec 104 / Row 9 • Baseball, 5 star); ""Chicago Cubs at San Diego Padres - Apr 8, 2024"" (Sec 104 / Row 9 • Baseball, 5 star, no body text); Fan Feedback: ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section.""","HIGH - zone, rows, location and seat direction stated by the source"
105,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" ""Home Plate VIP Seats: Sections 101–106 are known as Field Box VIP and sit directly behind home plate.",2,toward first base / right field,8-22,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 105 are labeled 8-22"". ""Rows 8-22"". Fan Feedback ( sole review block): ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section. The netting extends past the dugout and down each line."" (Sec 105 & More • Baseball). Zone from the page's 'RYS Expert Reviews' header ""Field Box VIP"". CONFLICT NOTE (unresolved, park-wide): section 105 is odd = first-base side per discovery, the contested half of the seat-1 conflict between RateYourSeats (""lower number seats are on the right"") and Petco Park Insider (""if you are sitting on the 1st base (right field) side, seat number 1 will be the leftmost"").","HIGH - zone, rows, location and seat direction stated by the source"
106,Field Level (100s),Field Box VIP,"The Field Box VIP seats are located in Sections 101–106, which sit directly behind home plate."" ""Home Plate VIP Seats: Sections 101–106 are known as Field Box VIP and sit directly behind home plate.",2,toward third base / left field,8-22,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 104, with seat numbers counting up toward the edge facing section 108. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 106 are labeled 8-22"". ""Rows 8-22"". Fan Reviews : ""Colorado Rockies at San Diego Padres - Apr 15, 2019 — My son's(5 months) first game, these were the best seats that I've ever had for a MLB game."" (Sec 106 / Row 14 • Baseball, 5 star); ""Great View — excellent seats"" (Sec 106 / Row 10 • Baseball, 5 star); Fan Feedback: ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116. The height and coverage of netting or screening will vary by section. The netting extends past the dugout and down each line."" (Sec 106 & More • Baseball). Zone from the page's 'RYS Expert Reviews' header ""Field Box VIP"".","HIGH - zone, rows, location and seat direction stated by the source"
107,Field Level (100s),Field Box VIP,"These seats are located behind the Padres dugout"" and ""Near the Dugouts: Sections 107–109 sit closest to the Padres dugout, while Sections 108–110 are near the visitor dugout."" and ""Row 8 in Section 107 sits directly behind the Padres dugout",3,toward first base / right field,"8-22, 26-40",40,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 40.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 105, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Own RateYourSeats page (no redirect). ""Rows in Section 107 are labeled 8-22, 26-40"", ""There is a walkway betweeen Rows 22 and 26"" (site's spelling of 'betweeen' preserved), ""An entrance to this section is located at Row 40"". ""Near Padres Dugout"", ""Top Pick for Great Views of the FieldRows 32-40"", ""Rows 32 & Above - Covered"", ""Rows 8-22, 26-40"". ""These seats are located behind the Padres dugout"", ""For baseball games, we recommend rows 32-40 for great views of the field"", ""Rows 32 and above are under cover"", ""See all shaded and covered seating"". Fan Reviews : ""Seats in the sun — If you move back one more row, you will be in shade. Great seats to get a foul ball!"" (Sec 107 / Row 22 • Baseball, 5 star); ""Middle of row"" (Sec 107 / Row 11 • Baseball, 5 star, no body text); ""Chicago Cubs at San Diego Padres - Apr 10, 2024"" (Sec 107 / Row 34 • Baseball, 5 star); ""St.""","HIGH - zone, rows, location and seat direction stated by the source"
108,Field Level (100s),Field Box VIP,"For baseball games, these seats are located behind the visitor dugout"" / ""Near the Dugouts: Sections 107–109 sit closest to the Padres dugout, while Sections 108–110 are near the visitor dugout."" / ""Field Box seating at Petco Park includes Sections 101 through 112, located along the infield between the bases."" / ""Row 8 in Section 108 sits directly behind the visitor dugout",3,toward third base / left field,"8-22, 26-39",39,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 39.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 106, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows in Section 108 are labeled 8-22, 26-39""; ""There is a walkway betweeen Rows 22 and 26"" (site's own spelling of 'betweeen'); ""An entrance to this section is located at Row 39"". ""Top Pick for Visiting Team Fans""; ""Top Pick for Great Views of the Field""; ""Rows 32 & Above - Covered""; ""Rows 8-22, 26-39"". ""For baseball games, these seats are located behind the visitor dugout""; ""For baseball games, we recommend these seats for visiting team fans""; ""For baseball games, we recommend these seats for great views of the field""; ""Rows 32 and above are under cover"". Fan Feedback : ""Front of sections 101-116 are behind the netting — There is some amount of netting or screening in front of sections 101-116.""","HIGH - zone, rows, location and seat direction stated by the source"
