section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
116,Field Level (100s),Field Level Infield,"First base side, behind Phillies dugout (same zone/review as 115). ""These seats are located behind the Phillies dugout.""",3,toward first base / right field,"1-34, 34WC",34WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Section Insight states ""Rows 33 & Above - Covered,"" but the page's own Seating & Ticket Q&A (verified Feb 2026) states ""There are a total of 34 seating rows in Section 116 ... Row 34 is designated for handicap accessible seating ... With the overhang only covering the last 4 rows of the section, Rows 31-34 will be the best options for staying under cover."" Recorded rather than reconciled. ""For baseball games, we recommend rows 25-40 for great views of the field"" (Seating Notes) despite the section only having 34 labeled rows. ""Row 1 is the first row behind the Phillies dugout in Section 116""; shared netting note (""Front of sections 115-132 are behind the netting"").","HIGH - zone, rows, location and seat direction stated by the source"
117,Field Level (100s),Field Level Infield,"First base side, behind Phillies dugout (same zone/review as 115-116). ""These seats are located behind the Phillies dugout.""",2,toward first base / right field,"1-34, 34WC",34WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 33 & Above - Covered."" The backstop starts about halfway through Section 120."" ""Row 1 is the first row behind the Phillies dugout in Section 117""; shared netting note (""Front of sections 115-132 are behind the netting"").""","HIGH - zone, rows, location and seat direction stated by the source"
118,Field Level (100s),Field Level Infield,"First base side, behind Phillies dugout (same zone/review as 115-117). ""These seats are located behind the Phillies dugout.""",1,toward first base / right field,1-31,31,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 31.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Afternoon Shade in Select Rows"" (not stated as physically covered). ""Rows 31 and above are shaded during most day games."" ""Row 1 is the first row behind the Phillies dugout in Section 118""; shared netting note (""Front of sections 115-132 are behind the netting"").","HIGH - zone, rows, location and seat direction stated by the source"
119,Field Level (100s),Field Level Infield,"Behind home plate. RYS Field Level Infield ""Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate, making these sections a bit smaller than those behind the dugout.""",0,behind home plate,21-31,31,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 31.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 120. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Rows 31 & Above - Covered."" ""Rows 31 and above are under cover."" Shared netting note (""Front of sections 115-132 are behind the netting""). Row numbering starts at 21, not 1 (recorded ).","HIGH - zone, rows, location and seat direction stated by the source"
120,Field Level (100s),Field Level Infield,Behind home plate (same zone/review as 119).,0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 121. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Top Pick for Outstanding Convenience -- Rows 30-34""; ""Rows 29 & Above - Covered."" ""Rows 29 and above are under cover."" Shared netting note (""Front of sections 115-132 are behind the netting""). Row numbering starts at 21, not 1.","HIGH - zone, rows, location and seat direction stated by the source"
121,Field Level (100s),Field Level Infield,"RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate, making these sections a bit smaller than those behind the dugout and a will therefore have a shorter and easier walk to the concourses.'",0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 122. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Top Pick for Outstanding Convenience Rows 30-34'; 'Rows 29 & Above - Covered'. 'For baseball games, we recommend rows 30-34 for outstanding convenience'; 'Rows 29 and above are under cover'. 'Front of sections 115-132 are behind the netting - There is some amount of netting or screening in front of sections 115-132. The height and coverage of netting or screening will vary by section.'","HIGH - zone, rows, location and seat direction stated by the source"
122,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...' Section Insights list 'Home Plate View' and 'Head-on View (most shows)' for 122.,0,behind home plate,24-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 123. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Home Plate View'; 'Head-on View (most shows)'; 'Rows 30 & Above - Covered'. 'For baseball games, desirable view from behind home plate'; 'Head-on view of the performance for end-stage concerts'; 'Rows 30 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
123,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...' Section Insights list 'Home Plate View' and 'Head-on View (most shows)' for 123.,0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 124. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Home Plate View'; 'Head-on View (most shows)'; 'Rows 30 & Above - Covered'. 'For baseball games, desirable view from behind home plate'; 'Head-on view of the performance for end-stage concerts'; 'Rows 30 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
124,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...' Section Insights list 'Home Plate View' and 'Head-on View (most shows)' for 124.,0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 125. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Home Plate View'; 'Head-on View (most shows)'; 'Rows 30 & Above - Covered'. 'For baseball games, desirable view from behind home plate'; 'Head-on view of the performance for end-stage concerts'; 'Rows 30 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
125,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...' Section Insights list 'Home Plate View' and 'Head-on View (most shows)' for 125.,0,behind home plate,24-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 126. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Home Plate View'; 'Head-on View (most shows)'; 'Rows 30 & Above - Covered'. 'For baseball games, desirable view from behind home plate'; 'Head-on view of the performance for end-stage concerts'; 'Rows 30 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
126,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...',0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 127. This section is behind home plate, so seat 1 is on its first-base side.",not published,'Rows 29 & Above - Covered'. 'Rows 29 and above are under cover'. 'Front of sections 115-132 are behind the netting...',"HIGH - zone, rows, location and seat direction stated by the source"
127,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...',0,behind home plate,21-34,34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 126, with seat numbers counting up toward the edge facing section 128. This section is behind home plate, so seat 1 is on its first-base side.",not published,"'Top Pick for Outstanding Convenience Rows 30-34'; 'Rows 29 & Above - Covered'. 'For baseball games, we recommend rows 30-34 for outstanding convenience'; 'Rows 29 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
128,Field Level (100s),Field Level Infield,RYS Field Level Infield 'Sections 119-128 are located just behind the Diamond Club seats which line the backstop wall behind the home plate...',0,behind home plate,21-31,31,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 31.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 127, with seat numbers counting up toward the edge facing section 129. This section is behind home plate, so seat 1 is on its first-base side.",not published,'Rows 29 & Above - Covered'. 'Rows 29 and above are under cover'. 'Front of sections 115-132 are behind the netting...',"HIGH - zone, rows, location and seat direction stated by the source"
129,Field Level (100s),Field Level Infield,"RYS Field Level Infield 'sections 129-132 are located directly behind the visitors dugout on the third base side.' 'For baseball games, these seats are located behind the visitor dugout.'",1,toward third base / left field,1-31,31,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 31.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 130. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Afternoon Shade in Select Rows'. 'Rows 31 and above are shaded during most day games'. 'Row 1 is the first row behind the visitor's dugout in Section 129.' 'Front of sections 115-132 are behind the netting...',"HIGH - zone, rows, location and seat direction stated by the source"
130,Field Level (100s),Field Level Infield,"RYS Field Level Infield 'sections 129-132 are located directly behind the visitors dugout on the third base side.' 'For baseball games, these seats are located behind the visitor dugout.'",2,toward third base / left field,"1-34, 34WC",34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 131. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Great Views of the Field Rows 25-40'; 'Rows 31 & Above - Covered'. 'For baseball games, we recommend rows 25-40 for great views of the field'; 'Rows 31 and above are under cover'. 'Row 1 is the first row behind the visitor's dugout in Section 130.' 'Front of sections 115-132 are behind the netting...' Sections 130-133 are among our favorites for combining shade and coverage as they face directly east and will have the sun at the back quicker than most all other areas. We recommend searching for tickets in Rows 33 and higher to ensure adequate protection under the overhanging seating deck above.'","HIGH - zone, rows, location and seat direction stated by the source"
131,Field Level (100s),Field Level Infield,"RYS Field Level Infield 'sections 129-132 are located directly behind the visitors dugout on the third base side.' 'For baseball games, these seats are located behind the visitor dugout.'",3,toward third base / left field,"1-34, 34WC",34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 130, with seat numbers counting up toward the edge facing section 132. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'For baseball games, we recommend rows 25-40 for great views of the field'; 'Rows 31 and above are under cover'. 'Row 1 is the first row behind the visitor's dugout in Section 131.' 'Front of sections 115-132 are behind the netting...' Row 1 is located at the front of the section and is directly behind the visiting team dugout.'","HIGH - zone, rows, location and seat direction stated by the source"
132,Field Level (100s),Field Level Infield,RYS Field Level Infield 'sections 129-132 are located directly behind the visitors dugout on the third base side.',4,toward third base / left field,"A-B, 1-37",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 133. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"'Top Pick for Great Views of the Field Rows 25-40'; 'Rows 33 & Above - Covered'. 'For baseball games, we recommend rows 25-40 for great views of the field'; 'Rows 33 and above are under cover'. 'Front of sections 115-132 are behind the netting...'","HIGH - zone, rows, location and seat direction stated by the source"
133,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",5,toward third base / left field,1-40,40,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 40.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 132, with seat numbers counting up toward the edge facing section 134. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 33 & Above - Covered'. 'Rows 33 and above are under cover'.,"HIGH - zone, rows, location and seat direction stated by the source"
134,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",6,toward third base / left field,1-40,40,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 40.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 133, with seat numbers counting up toward the edge facing section 135. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Afternoon Shade in Select Rows'. 'Rows 39 and above are shaded during most day games'.,"HIGH - zone, rows, location and seat direction stated by the source"
135,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",7,toward third base / left field,"1-37, 37WC",37WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 134, with seat numbers counting up toward the edge facing section 136. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Afternoon Shade in Select Rows'. 'Wheelchair seating is available behind Row 37.' 'Rows 37WC and above are shaded during most day games'.,"HIGH - zone, rows, location and seat direction stated by the source"
136,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",8,toward third base / left field,"1-37, 37WC",37WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 135, with seat numbers counting up toward the edge facing section 137. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Afternoon Shade in Select Rows'. 'Wheelchair seating is available behind Row 37.' 'Rows 37WC and above are shaded during most day games'.,"HIGH - zone, rows, location and seat direction stated by the source"
137,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",9,toward third base / left field,1-40,38,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 38.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 136, with seat numbers counting up toward the edge facing section 138. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 34 & Above - Covered'. 'Rows 34 and above are under cover'.,"HIGH - zone, rows, location and seat direction stated by the source"
138,Field Level (100s),Field Level Down the Line,"RYS Field Level Down the Line 'Some of the Best seats in a baseball stadium are located down the lines on the Field Level... Seats on the third base side will see the sun first, while the first base side will be located right by the family friendly Phanatic Phun Zone.'",10,toward third base / left field,1-40,38,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 38.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 137, with seat numbers counting up toward the edge facing section 139. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,'Rows 33 & Above - Covered'. 'Rows 33 and above are under cover'.,"HIGH - zone, rows, location and seat direction stated by the source"
