section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
12,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action."" ""Traditional Ballpark Layout: Most sections feature 25–30 rows with Row 1 at the front and accessible seating near the back."" ""Dugout Seating Options: Sections 22–26 sit behind the Orioles dugout, while Sections 48–52 sit behind the visitor dugout.""",10,toward first base / right field,"1-27, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 10, with seat numbers counting up toward the edge facing section 14. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-27, EAL"".","HIGH - zone, rows, location and seat direction stated by the source"
13,"Field Level (even) and Terrace Level (odd), 1–98",Terrace Level,"The expert text mentions ""odd-numbered sections on the lower level"" and ""Sections 1–9 in right field"" as examples but does not place Section 13. Terrace Level zone text returned on this page (these sentences recur on every Terrace Level page in this batch and none of them names this section on its own): ""Odd-Numbered Lower Level Sections: Terrace Level seats are the odd-numbered sections on the lower level of Camden Yards."" ""These seats sit behind the Field Level sections, providing a slightly elevated perspective of the field.""",8,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 15. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.","Per-section statement from the ""Seating and Ticket Q&A"" block, verbatim: ""All rows in section 13 contain between 21 and 24 seats.""","""Top Pick for Outstanding Convenience - Rows 1-5""; ""Top Pick for Kids and Family""; ""Rows 2 & Above - Covered""; ""Rows 1-13""; ""Rows 1-5 are recommended for outstanding convenience""; ""Recommended seating for kids and family""; ""Rows 2 and above are under cover"". All nineteen other sections in the batch were probed specifically for that block and returned ABSENT. That block is the source of both the seats-per-row figure and the per-section seat-1 sentence recorded above. Fan review (New York Mets at Baltimore Orioles, Jul 8, 2025) ""Great seats!""","HIGH - zone, rows, location and seat direction stated by the source"
14,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action."" ""Traditional Ballpark Layout: Most sections feature 25–30 rows with Row 1 at the front and accessible seating near the back."" ""Dugout Seating Options: Sections 22–26 sit behind the Orioles dugout, while Sections 48–52 sit behind the visitor dugout.""",9,toward first base / right field,"1-27, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 16. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Outstanding Convenience Rows 24""; ""Rows 24 are recommended for outstanding convenience"". (The fetcher returned ""Rows 24"" without a hyphen or range; whether the site prints ""Row 24"" or a range such as ""Rows 24-27"" is NOT determinable from what was returned, so nothing beyond the literal string is asserted.) Fan review present but only its header was returned: ""Sec 14 / Row 11"" (Jun 14, 2024 game) — no review body text.","HIGH - zone, rows, location and seat direction stated by the source"
15,"Field Level (even) and Terrace Level (odd), 1–98",Terrace Level,"Terrace Level zone text returned on this page (these sentences recur on every Terrace Level page in this batch and none of them names this section on its own): ""Odd-Numbered Lower Level Sections: Terrace Level seats are the odd-numbered sections on the lower level of Camden Yards."" ""These seats sit behind the Field Level sections, providing a slightly elevated perspective of the field."" ""Elevated Lower Bowl Views: The first row sits 25–30 rows behind the field, offering a comfortable viewing height."" ""Great Weather Protection: Most sections sit under the Club Level overhang, providing shade and rain protection.""",7,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 17. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Outstanding Convenience Rows 1-5""; ""Top Pick for Kids and Family""; ""Rows 2 & Above - Covered""; ""Rows 1-13""; ""Rows 1-5 are recommended for outstanding convenience""; ""Recommended seating for kids and family""; ""Rows 2 and above are under cover"". Fan review ""These seats are so far back in this level that the food court noise and smells are annoying.""","HIGH - zone, rows, location and seat direction stated by the source"
16,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"""Field Boxes (Sections 16–58) These sections are located around the infield"". This is the only placement sentence returned, and it names a range beginning with this section rather than Section 16 alone. Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action."" ""Traditional Ballpark Layout: Most sections feature 25–30 rows with Row 1 at the front and accessible seating near the back.""",8,toward first base / right field,"1-29, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 18. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"this page DOES carry a netting note ""Front of sections 16-58 are behind the netting — There is some amount of netting or screening in front of sections 16-58. The height and coverage of netting or screening will vary by section."" Note further that the note names the range 16-58, which would cover sections 18, 20 and 22 in this batch — yet targeted second-pass probes of the 18, 20 and 22 pages for the words ""netting"" and ""screening"" all returned ABSENT. So within this batch the note appears only on the Section 16 page. ""Top Pick for Outstanding ConvenienceRows 24""; ""Rows 24 are recommended for outstanding convenience"" (same unhyphenated ""Rows 24"" string as Section 14; nothing beyond the literal is asserted).","HIGH - zone, rows, location and seat direction stated by the source"
17,"Field Level (even) and Terrace Level (odd), 1–98",Terrace Level,"Terrace Level zone text returned on this page (these sentences recur on every Terrace Level page in this batch and none of them names this section on its own): ""Odd-Numbered Lower Level Sections: Terrace Level seats are the odd-numbered sections on the lower level of Camden Yards."" ""These seats sit behind the Field Level sections, providing a slightly elevated perspective of the field."" ""Elevated Lower Bowl Views: The first row sits 25–30 rows behind the field, offering a comfortable viewing height."" ""Great Weather Protection: Most sections sit under the Club Level overhang, providing shade and rain protection.""",6,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 19. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Outstanding Convenience Rows 1-5""; ""Rows 2 & Above - Covered""; ""Rows 1-13""; ""Rows 1-5 are recommended for outstanding convenience""; ""Rows 2 and above are under cover"". Fan review ""Thanks. I only regret not being lower but shade was very important.""","HIGH - zone, rows, location and seat direction stated by the source"
18,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action."" ""Traditional Ballpark Layout: Most sections feature 25–30 rows with Row 1 at the front and accessible seating near the back."" ""Dugout Seating Options: Sections 22–26 sit behind the Orioles dugout, while Sections 48–52 sit behind the visitor dugout.""",7,toward first base / right field,"1-29, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the edge facing section 20. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-29, EAL"". This is notable because the Section 16 page carries a note reading ""There is some amount of netting or screening in front of sections 16-58"", a range that includes Section 18.","HIGH - zone, rows, location and seat direction stated by the source"
19,"Field Level (even) and Terrace Level (odd), 1–98",Terrace Level,"No sentence on this page places Section 19 in the ballpark by field position; the only placement text returned is zone-wide: ""Odd-numbered sections on the lower level of Camden Yards"" and ""positioned slightly higher than Field Level seats"". Terrace Level zone text returned on this page (these sentences recur on every Terrace Level page in this batch and none of them names this section on its own): ""Odd-Numbered Lower Level Sections: Terrace Level seats are the odd-numbered sections on the lower level of Camden Yards.""",5,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 17, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 2 & Above - Covered""; ""Rows 1-13""; ""Rows 2 and above are under cover"".","HIGH - zone, rows, location and seat direction stated by the source"
20,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"The page does return the zone-wide sentence ""Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.)"", which uses Section 20 only as an example of the even-numbered series, and ""Sections 22–26 sit behind the Orioles dugout"", which names neighbouring sections rather than this one. Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action.""",6,toward first base / right field,"1-27, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 22. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-27, EAL"". ""Most Field Level sections contain approximately 25–30 rows"" — rows, not seats per row. a targeted second-pass probe for the words ""netting"" and ""screening"" returned ABSENT, even though the Section 16 page carries ""There is some amount of netting or screening in front of sections 16-58"", a range that includes Section 20.","HIGH - zone, rows, location and seat direction stated by the source"
22,"Field Level (even) and Terrace Level (odd), 1–98",Field Level,"""Near Orioles Dugout"" (headline location tag) and ""These seats are located behind the Orioles dugout"". ""Sections 22–26 sit behind the Orioles dugout, while Sections 48–52 sit behind the visitor dugout."" Field Level zone text returned on this page (these sentences recur on every Field Level page in this batch and none of them names this section on its own): ""Closest Seats to the Field: Field Level sections include even-numbered sections below 100 (e.g., 20, 40, etc.) and place fans closest to the action."" ""Traditional Ballpark Layout: Most sections feature 25–30 rows with Row 1 at the front and accessible seating near the back.""",5,toward first base / right field,"1-24, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 24. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Near Orioles Dugout""; ""Rows 1-24, EAL""; ""These seats are located behind the Orioles dugout""; ""Row 1 is the first row behind the Orioles dugout in Section 22"". a targeted second-pass probe for the words ""netting"" and ""screening"" returned ABSENT, even though the Section 16 page carries ""There is some amount of netting or screening in front of sections 16-58"", a range that includes Section 22 — and Section 22 sits behind a dugout on the infield, where netting would be expected.","HIGH - zone, rows, location and seat direction stated by the source"
23,"Field Level (even) and Terrace Level (odd), 1–98",not named by the source,not stated by the source,4,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 27. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 2 & Above - Covered""; ""Rows 1-13"". ""Rows 2 and above are under cover"". ""Awesome way to pick seats. Was very pleased!"" (5 stars, Sec 23 / Row 10). Note the entrance row here is Row 1 (front of section), not the ""EAL"" row used by the even/Field Level sections — the odd Terrace sections in this batch (23, 27, 29, 31, 33, 35, 37, 39, 43) all show ""Row 1"" as the entrance and carry no EAL row label.","MEDIUM - rows confirmed, ticket zone not named by the source"
24,"Field Level (even) and Terrace Level (odd), 1–98",not named by the source,"""Near Orioles Dugout"". ""Sections 22–26 sit behind the Orioles dugout"". ""These seats are located behind the Orioles dugout"".",4,toward first base / right field,"1-24, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 26. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Near Orioles Dugout""; ""Rows 1-24, EAL"". ""These seats are located behind the Orioles dugout"". Fan review (5 stars, Chicago White Sox at Baltimore Orioles - Jul 1, 2026, Sec 24 / Row 16): ""Seats were great, the sun was scorching. So if you're not a fan of being in direct sun that might be the only drawback but the seats were padded. Concession wasn't far. Overall, great day."" Fan feedback (Sec 24 / Row 1): ""Row 1 is the first row behind the Orioles dugout in Section 24."" ""Stays in the sun longer during day games"" (First Base Side) and ""Receives shade earlier during afternoon and evening games"" (Third Base Side).","MEDIUM - rows confirmed, ticket zone not named by the source"
26,"Field Level (even) and Terrace Level (odd), 1–98",not named by the source,"""Near Orioles Dugout"". ""Sections 22–26 sit behind the Orioles dugout"". ""These seats are located behind the Orioles dugout"".",3,toward first base / right field,"1-24, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Near Orioles Dugout""; ""Rows 1-24, EAL"". ""These seats are located behind the Orioles dugout"". ""Great seats! We had a great view of the home team and had a great time! Easily accessible.""; ""Row 1 is the first row behind the Orioles dugout in Section 26.""","MEDIUM - rows confirmed, ticket zone not named by the source"
27,"Field Level (even) and Terrace Level (odd), 1–98",not named by the source,not stated by the source,3,toward first base / right field,1-13,1,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 1.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Partying and Socializing""; ""Rows 2 & Above - Covered""; ""Rows 1-13"". ""Recommended seating for partying and socializing""; ""Rows 2 and above are under cover"". Notably this section is NOT flagged ""Home Plate View"", unlike Terrace sections 31-39 and 43 in this batch.","MEDIUM - rows confirmed, ticket zone not named by the source"
28,"Field Level (even) and Terrace Level (odd), 1–98",not named by the source,not stated by the source,2,toward first base / right field,"1-27, EAL",EAL,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row EAL.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 30. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 1-27, EAL"" — and nothing else; Section 28 carries NO ""Home Plate View"" tag and no ""Near Orioles Dugout"" tag, unlike its neighbours 26 (dugout) and 30-44 (home plate view). ""Minnesota Twins at Baltimore Orioles - Apr 17, 2024 Sec 28 / Row 15"" (5 stars). the expert-review body is generic Field Level zone content rather than Section 28 analysis; the row/entrance data IS section-specific and is recorded above. Row count here (1-27) differs from its neighbours 30-44 (1-29) and 24/26 (1-24).","MEDIUM - rows confirmed, ticket zone not named by the source"
