section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
11,Dugout Box and Champions Club (1-17),Dugout Boxes,"Located in Sections 1–6 and 11–17 along the infield at field level; ""Sections 11–13 sit behind the visitor dugout""",1,toward third base / left field,5-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 10, with seat numbers counting up toward the edge facing section 12. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting: Netting is installed in front of these sections for fan safety"". ""On the Home Plate side of the Visitors dugout is some kind of antenna that is in your view of home plate"". Behind the visitor dugout. Overhang/rain coverage Accessible/WC rows","HIGH - zone, rows, location and seat direction stated by the source"
12,Dugout Box and Champions Club (1-17),Dugout Boxes,Sections 11–13 sit behind the visitor dugout,2,toward third base / left field,5-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 13. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting is installed in front of these sections for fan safety"". ""Located behind the visiting team dugout"". Obstructed views Overhang/rain coverage Accessible/WC rows","HIGH - zone, rows, location and seat direction stated by the source"
13,Dugout Box and Champions Club (1-17),Dugout Boxes,"Located in Sections 1–6 and 11–17 along the infield at field level; ""Sections 11–13 sit behind the visitor dugout""",3,toward third base / left field,5-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 14. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting is installed in front of these sections for fan safety"". ""For baseball games, these seats are located behind the visitor dugout"". Obstructed views Overhang/rain coverage Accessible/WC rows","HIGH - zone, rows, location and seat direction stated by the source"
14,Dugout Box and Champions Club (1-17),Dugout Boxes,Located in Sections 1–6 and 11–17 along the infield at field level,4,toward third base / left field,1-13,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 15. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting: Netting is installed in front of these sections for fan safety"". Page states these are ""located behind the visiting team dugout"" for baseball games. Obstructed views Overhang/rain coverage Accessible/WC rows","HIGH - zone, rows, location and seat direction stated by the source"
15,Dugout Box and Champions Club (1-17),Dugout Boxes,"Located in Sections 1–6 and 11–17 along the infield at field level; ""Sections 11–13 sit behind the visitor dugout""",5,toward third base / left field,"1-13 (page also states ""Rows run from Row 5 to Row 13"")",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 16. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective Netting: Netting is installed in front of these sections for fan safety"". Page states Section 15 is ""behind the visiting team dugout"". Row listing is inconsistent on the page (1-13 vs 5-13). Obstructed views Overhang/rain coverage Accessible/WC rows","HIGH - zone, rows, location and seat direction stated by the source"
16,Dugout Box and Champions Club (1-17),Dugout Boxes,Located in Sections 1–6 and 11–17 along the infield at field level,6,toward third base / left field,"WC, 4-13",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 17. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting is installed in front of these sections for fan safety"". ""There is wheelchair seating betweeen Rows WC and 4"" (WC row interleaved). Obstructed views Overhang/rain coverage","HIGH - zone, rows, location and seat direction stated by the source"
17,Dugout Box and Champions Club (1-17),Dugout Boxes,"Located in Sections 1–6 and 11–17 along the infield at field level; ""Sections 11–13 sit behind the visitor dugout""",7,toward third base / left field,"WC, 4-13",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Protective netting is installed in front of these sections for fan safety"". ""There is wheelchair seating betweeen Rows WC and 4"" (WC row interleaved). Page states Section 17 is ""behind the visiting team dugout"". Obstructed views Overhang/rain coverage","HIGH - zone, rows, location and seat direction stated by the source"
101,Main Level (100s),"Primary Lower-Level Seating: Includes Sections 101–127, commonly referred to as Home Plate, Infield, Diamond, and Field Box seats",not stated by the source,11,toward first base / right field,"10-40, 41-44",44,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 44.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 102. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Low-number seats (1, 2, etc.) from rows 25-40 have a wall blocking part of their outfield view."" ""Rows 41 & Above - Covered"". ""Wheelchair seating is available behind Row 40"". Netting Dugout adjacency","MEDIUM - rows and zone confirmed, the source does not place this section"
102,Main Level (100s),not named by the source,not stated by the source,10,toward first base / right field,"3-40, 41-44",44,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 44.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 101, with seat numbers counting up toward the edge facing section 103. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 41 & Above - Covered"". ""Wheelchair seating is available behind Row 40"". Netting Obstructed views Dugout adjacency","MEDIUM - rows confirmed, ticket zone not named by the source"
103,Main Level (100s),Primary Lower-Level Seating,not stated by the source,9,toward first base / right field,"1-40, 41-44",44,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 44.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 102, with seat numbers counting up toward the edge facing section 104. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.","Most rows in section 103, including row 14, have 24 seats in the row","""Rows 41 and above are under cover"". ""Wheelchair seating is available behind Row 40"". Netting Obstructed views Dugout adjacency","MEDIUM - rows and zone confirmed, the source does not place this section"
104,Main Level (100s),Main Level,Sections 101–104 and 124–127 run down each baseline and contain up to 30 rows.,8,toward first base / right field,"1-40, 41-44",44,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 44.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Wheelchair seating is available behind Row 40. Rows 41 and above are under cover. Site states rows 13 and higher in many Main Level sections are located under the overhang from the seating deck above, providing rain/sun protection. Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
105,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",7,toward first base / right field,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 104, with seat numbers counting up toward the edge facing section 106. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Rows 25 and above are under cover. Site states ""Rows 13 and higher in many of the Home Plate and Infield Box sections are located under the overhang from the seating deck above"". First row approximately 15 rows from the field. Obstructed views, netting, dugout adjacency and WC rows","HIGH - zone, rows, location and seat direction stated by the source"
106,Main Level (100s),Main Level,"Includes Sections 101–127, commonly referred to as Home Plate, Infield, Diamond, and Field Box seats.",6,toward first base / right field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 105, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Wheelchair seating is available behind Row 24; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Two exceptions to this are Sections 106 and 123, which have less overhead coverage"". Rows 20 and above provide shade during most day games. Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
107,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",5,toward first base / right field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 106, with seat numbers counting up toward the edge facing section 108. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Wheelchair seating is available behind Row 24; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 and above are under cover"". First row typically about 15 rows from the field. Site recommends rows 24-28 for ""outstanding convenience"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
108,Main Level (100s),Main Level,"Includes Sections 101–127, commonly referred to as Home Plate, Infield, Diamond, and Field Box seats.",4,toward first base / right field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 107, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 & Above - Covered"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
109,Main Level (100s),Main Level,Includes Sections 101–127.,3,toward first base / right field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 108, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 and above are under cover"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
110,Main Level (100s),Main Level,Includes Sections 101–127,2,toward first base / right field,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 109, with seat numbers counting up toward the edge facing section 111. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows 17 & Above - Covered""; rows 17 and higher are under the overhang from the seating deck above for sun/rain protection. Obstructed views, netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
111,Main Level (100s),Main Level,"The Main Level at Target Field refers to the lower seating bowl, which includes Sections 101 through 127.",1,toward first base / right field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 110, with seat numbers counting up toward the edge facing section 112. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 and above are under cover"" — covered overhang protection from rain for the upper rows. Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
112,Main Level (100s),Main Level,Sections 112–115 sit directly behind home plate and offer a perfectly centered perspective of the field,0,behind home plate,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 111, with seat numbers counting up toward the edge facing section 113. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Site describes sections 112–115 as ""Home Plate Boxes"". ""Rows 17 & Above - Covered"". Obstructed views, netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
113,Main Level (100s),Main Level,Sections 112–115 offer the most centered views behind home plate,0,behind home plate,"1-24, 25-28",28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 114. This section is behind home plate, so seat 1 is on its first-base side.",not published,"""Wheelchair seating is available behind Row 24"". ""Rows 17 & Above - Covered"" — protection from rain/sun. Home plate view orientation. Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
114,Main Level (100s),Main Level,"Sections 112–115 are considered the best seats in this area, as they sit directly behind home plate",0,behind home plate,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 115. This section is behind home plate, so seat 1 is on its first-base side.","""Section 114 Row 11 has a total of 8 seats""; Row 24 is stated to have seats 1 and 13 on the aisle","Site describes sections 112–115 as ""Home Plate Boxes"". ""Rows 17 & Above - Covered"". Provides ""Home Plate View"". Obstructed views, netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
115,Main Level (100s),Main Level,"Sections 112–115 are considered the best seats in this area, as they sit directly behind home plate",0,behind home plate,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 116. This section is behind home plate, so seat 1 is on its first-base side.",not published,"Site describes sections 112–115 as ""Home Plate Boxes"". ""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 and above are under cover"". Site recommends rows 24-28 for ""outstanding convenience"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
116,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",1,toward third base / left field,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows 17 and above are under cover"". Site recommends rows 24-28 for ""outstanding convenience"". Obstructed views, netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
117,Main Level (100s),Main Level,Includes Sections 101–127,2,toward third base / left field,"1-24, 25-28",28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Wheelchair seating is available behind Row 24"". ""Rows 17 & Above - Covered"". Site recommends rows 24-28 for ""outstanding convenience"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
118,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",3,toward third base / left field,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows 17 and above are under cover"". ""The overhang restricted the view of the scoreboard; choose a lower row to avoid the same issue"". Site recommends rows 24-28 for convenience. Netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
119,Main Level (100s),Main Level,Includes Sections 101–127,4,toward third base / left field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 & Above - Covered"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
120,Main Level (100s),Main Level,"The Main Level at Target Field refers to the lower seating bowl, which includes Sections 101 through 127.",5,toward third base / left field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Site groups this section within sections 105–123, described as ""Best Non-Club Seats"". ""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). Rows 17 and above are covered; Row WC has ""excellent overhead coverage provided by the Club level sections above"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
121,Main Level (100s),Main Level,Includes Sections 101–127,6,toward third base / left field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 122. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 & Above - Covered"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
122,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",7,toward third base / left field,"1-24, WC-27, 25-WC",WC,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WC.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 123. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Wheelchair seating is available behind Row 24""; WC rows are interleaved (labeled 1-24, WC-27, 25-WC). ""Rows 17 & Above - Covered"". Obstructed views, netting and dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
123,Main Level (100s),Main Level,"Sections 105–123 sit behind the premium Champions Club and Dugout Box seating, meaning the first row in these sections is typically about 15 rows from the field.",8,toward third base / left field,1-28,28,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 28.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Two exceptions to this are Sections 106 and 123, which have less overhead coverage"". Obstructed views, netting, dugout adjacency and WC/accessible rows","HIGH - zone, rows, location and seat direction stated by the source"
