section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
107,100 Level (101-150),not named by the source,not stated by the source,3,toward third base / left field,"L-Z, AA-JJ, PP-XX",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 109, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Great Views of the FieldRows EE-JJ"" and ""Obstructed/Limited ViewsRows VV-YY"". ""For baseball games, we recommend rows EE-JJ for great views of the field"" and ""Obstructed/Limited Views - See all details"". 101-106 and 108 list ""L-Z, AA-JJ"" only, while 107 lists an additional ""PP-XX"" block - so the 101-108 group is NOT uniform. Page carries substantial generic content (Home Plate Boxes, Lower Level Corner reviews) mixed with section data.","MEDIUM - rows confirmed, ticket zone not named by the source"
108,100 Level (101-150),not named by the source,"Rows L-N, positioned behind the Home Plate Club seats"" / ""Sections 101-108 are located behind home plate with a clearer view",3,toward first base / right field,"L-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 106, with seat numbers counting up toward the edge facing section 110. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Rows L-Z, AA-JJ"". Useful depth fact ""Seats in sections 101-108 sit about 10 rows off the field due to the Home Plate Club sections in front."" Page mixes generic Home Plate Boxes overview with section-specific detail.","MEDIUM - rows confirmed, ticket zone not named by the source"
109,100 Level (101-150),not named by the source,"NOT STATED on the page - it prints no sentence placing Section 109 (baseline, corner, behind home plate or otherwise).",4,toward third base / left field,"B-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 111, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Great Views of the FieldRows EE-JJ"" and ""Obstructed/Limited ViewsRows VV-YY"". ""For baseball games, we recommend rows EE-JJ for great views of the field"" and ""Obstructed/Limited Views - See all details"". INTERNAL INCONSISTENCY, FLAGGED: the entrance line names ""Row KK"", but the row label line for 109 is ""B-Z, AA-JJ, PP-XX"", which contains no row KK (it jumps from JJ to PP). RateYourSeats prints the same KK entrance on 111, 113, 115, 117 and 119, all of which likewise list no KK row. Compare the related printed line on 111/115/119: ""There is a walkway betweeen Rows LL and PP"" . 109 carries the PP-XX block and the VV-YY obstructed flag (200-level overhang).","MEDIUM - rows confirmed, ticket zone not named by the source"
110,100 Level (101-150),not named by the source,"NOT STATED on the page - no sentence explicitly states where Section 110 is located within the ballpark. (Section 101's page separately states ""Home Plate Box seating is located on the Lower Level in the front of sections 101-110"", which is a category statement covering 110, not a 110-specific location line.)",4,toward first base / right field,"B-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 108, with seat numbers counting up toward the edge facing section 112. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""For baseball games, we recommend rows FF-JJ for outstanding convenience"". Row list starts at B, not L - the first-row letter is NOT uniform across the 101-110 run (101-108 start at L, 109 and 110 start at B), so no single front row should be assumed. Page reads as section-specific rather than generic.","MEDIUM - rows confirmed, ticket zone not named by the source"
111,100 Level (101-150),Fieldside Boxes,"Sections 111, 113, 115, 117 (odd): Above the visiting team dugout"" / ""For baseball games, these seats are located behind the visitor dugout",5,toward third base / left field,"K-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 109. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Outstanding Convenience - Rows FF-QQ"", ""Top Pick for Great Views of the Field - Rows EE-JJ"", ""Obstructed/Limited Views - Rows VV-YY"". ""There is a walkway between Rows LL and PP"" and ""For baseball games, we recommend rows EE-JJ for great views of the field"". Fan comment ""Great seats on third base line. Close to visitors dugout."" PP-XX block present with VV-YY flagged (200-level overhang). entrance ""Row KK"" is not in the section's own row list (K-Z, AA-JJ, PP-XX); same pattern as 109, 113, 115, 117, 119.","HIGH - zone, rows, location and seat direction stated by the source"
112,100 Level (101-150),Fieldside Boxes,"These seats are located behind the Rays dugout"" / ""For football games, these seats are located behind the visitor sideline",5,toward first base / right field,"K-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 110, with seat numbers counting up toward the edge facing section 114. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Rays Dugout"" and ""Top Pick for Outstanding ConvenienceRows FF-JJ"". ""For baseball games, we recommend rows FF-JJ for outstanding convenience"". OVERHANG (carried from the Lower Level Infield review on the page) ""Avoid Rows WW and XX on the Lower Level because of the obstructed view created by the 200 level overhang."" - 112's own row list stops at JJ and has no WW/XX rows, so the warning does not bite here.","HIGH - zone, rows, location and seat direction stated by the source"
113,100 Level (101-150),not named by the source,"Sections 111, 113, 115, 117 (odd): Above the visiting team dugout"" / ""For baseball games, these seats are located behind the visitor dugout",6,toward third base / left field,"K-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 111. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Obstructed/Limited Views"", ""For baseball games, we recommend rows FF-QQ for outstanding convenience"", ""For baseball games, we recommend rows EE-JJ for great views of the field"". OVERHANG and IMPORTANT because it names the exact affected range: ""The views from rows VV-YY in sections 107-131 are limited by the overhang from the 200 level."" Fan comment ""Foul ball heaven!"" ""Row KK"" is not in the section's row list.","MEDIUM - rows confirmed, ticket zone not named by the source"
114,100 Level (101-150),Fieldside Boxes,"Sections 112, 114, 116, 118 (even): Above the Rays dugout"" / ""These seats are located behind the Rays dugout",6,toward first base / right field,"K-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 116. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Rays Dugout"" and ""Top Pick for Outstanding ConvenienceRows FF-JJ"". ""For baseball games, we recommend rows FF-JJ for outstanding convenience"". ""There are 26 lettered rows in section 114"" - K-Z is 16 letters and AA-JJ is 10, totalling 26, so the page is internally consistent and confirms AA-JJ means AA,BB,...,JJ (doubled letters), i.e. 10 rows, not an alphabetic span of 36. This is a useful decoding fact for every Tropicana Field row list.","HIGH - zone, rows, location and seat direction stated by the source"
115,100 Level (101-150),Fieldside Boxes,"Sections 111, 113, 115, 117 (odd): Above the visiting team dugout"" / ""For baseball games, these seats are located behind the visitor dugout",7,toward third base / left field,"K-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 113. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"Top Pick for Outstanding Convenience ""Rows FF-QQ""; Top Pick for Great Views ""Rows EE-JJ""; Obstructed/Limited Views ""Rows VV-YY"". ""There is a walkway betweeen Rows LL and PP"" . PP-XX block present with VV-YY flagged (200-level overhang). entrance ""Row KK"" is not in the section's own row list. Page reads as section-specific.","HIGH - zone, rows, location and seat direction stated by the source"
116,100 Level (101-150),Fieldside Boxes,"These seats are located behind the Rays dugout"" / ""For football games, these seats are located behind the visitor sideline",7,toward first base / right field,"K-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Rays Dugout"", ""Rows K-Z, AA-JJ"". ""These seats are located behind the Rays dugout"" and ""For football games, these seats are located behind the visitor sideline"". Page carries extensive generic Fieldside Boxes category text alongside the section-specific rows, entrance and fan feedback.","HIGH - zone, rows, location and seat direction stated by the source"
117,100 Level (101-150),Fieldside Boxes,"Sections 111, 113, 115, 117 (odd): Above the visiting team dugout"" / ""For baseball games, these seats are located behind the visitor dugout",8,toward third base / left field,"K-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Top Pick for Great Views of the FieldRows EE-JJ"" and ""Obstructed/Limited ViewsRows VV-YY"". ""For baseball games, we recommend rows EE-JJ for great views of the field"" and ""Obstructed/Limited Views - See all details"". PP-XX block present with VV-YY flagged (200-level overhang). entrance ""Row KK"" is not in the section's own row list.","HIGH - zone, rows, location and seat direction stated by the source"
118,100 Level (101-150),Fieldside Boxes,"Located within ~12 rows of the field near the dugouts"" / ""Fieldside Box seating is located on the Lower Level near the dugouts and along the baselines"" / ""These seats are located behind the Rays dugout"" / ""For football games, these seats are located behind the visitor sideline",8,toward first base / right field,"K-Z, AA-JJ",JJ,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row JJ.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Near Rays Dugout"", ""Midfield View"", ""Rows K-Z, AA-JJ"". Seating Notes are the location lines above. That sentence did NOT surface in this fetch of the 118 page - it surfaced instead on the 108 and 112 pages. Not treated as a contradiction. 118's own row list stops at JJ, so it has no WW/XX rows regardless.","HIGH - zone, rows, location and seat direction stated by the source"
119,100 Level (101-150),Fieldside Boxes,Extend further down the baselines past the dugouts,9,toward third base / left field,"B-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"NETTING and section-specific: ""Front of sections 119-120 are behind the netting - There is some amount of netting or screening in front of sections 119-120."" ""Top Pick for Great Views of the FieldRows B-G"", ""Top Pick for Great Views of the FieldRows EE-JJ"", ""Obstructed/Limited ViewsRows VV-YY"". ""There is a walkway betweeen Rows LL and PP"" , ""For baseball games, we recommend rows B-G for great views"", ""For baseball games, we recommend rows EE-JJ for great views"". Row list starts at B, not K - the front row differs from the 111-118 dugout sections. PP-XX block present with VV-YY flagged. entrance ""Row KK"" is not in the section's own row list.","HIGH - zone, rows, location and seat direction stated by the source"
120,100 Level (101-150),Fieldside Boxes,Extend further down the baselines past the dugouts,9,toward first base / right field,"B-Z, AA-JJ, WCH",WCH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WCH.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 122. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Top Pick for Great Views of the FieldRows B-G"", ""Midfield View"". ""For football games, these seats are located behind the visitor sideline"", ""For baseball games, we recommend rows B-G for great views of the field"", ""For football games, desirable view from near midfield"". section 119's page states ""Front of sections 119-120 are behind the netting - There is some amount of netting or screening in front of sections 119-120"", which covers 120; the 120 page itself printed no netting line in this fetch. Row list has no PP-XX block, so the VV-YY / WW-XX overhang obstruction does not apply to 120.","HIGH - zone, rows, location and seat direction stated by the source"
121,100 Level (101-150),Lower Level Infield,"""Section 121 is on the lower level just beyond the infield - providing a good landscape of the field without feeling too far away."" ""Lower Level Infield seating at Tropicana Field includes sections 101-126. Odd number sections are on the third base side, while even sections are on the first base side."" (121 is ODD, i.e. third base side under that rule; the page does not state the side for 121 in so many words.)",10,toward third base / left field,"B-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Verified Feb 2026"". ""Top Pick for Great Views of the Field Rows B-G""; ""Obstructed/Limited Views Rows VV-YY"". ""For baseball games, we recommend rows B-G for great views of the field"". Overhang ""The views from rows VV-YY in sections 107-131 are limited by the overhang from the 200 level."" and ""Avoid Rows WW and XX on the Lower Level because of the obstructed view created by the 200 level overhang."" and ""avoid rows WW and XX, which may be obstructed by the 200 level overhang."" Fan feedback ""row XX is the last row in section 121. The last two rows (including WW) are underneath the 200 level overhang."" NOTE INTERNAL CONTRADICTION on this page: the row list ends at XX and a fan says XX is the last row, yet the Section Insights obstruction range is given as ""Rows VV-YY"" - rows YY does not exist per the row list.","HIGH - zone, rows, location and seat direction stated by the source"
122,100 Level (101-150),Lower Level Infield,"Chalk Box text ""Located at the very front of Sections 122, 124, and 126 along the first base line"" and ""The Chalk Box is located along the first base line on the right field side, positioned at the front of Sections 122, 124, and 126."" ""Lower Level Infield seating at Tropicana Field includes sections 101-126. Odd number sections are on the third base side, while even sections are on the first base side."" Football text ""For football games, these seats are located behind the visitor sideline"" and ""For football games, desirable view from near midfield"".",10,toward first base / right field,"A-Z, AA-JJ, WCH",WCH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row WCH.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"No ""Verified"" stamp seen. ""Top Pick for Great Views of the Field Rows B-G""; ""Midfield View""; ""Chalk Box (Rows A-D)""; ""Rows A-Z, AA-JJ, WCH"". ""For baseball games, we recommend rows B-G for great views of the field""; ""Rows A-D are part of the Chalk Box"". ""The Rays dugout is in front of even sections 112-118, while the visitor's dugout is in front of odd sections 111-117.""","HIGH - zone, rows, location and seat direction stated by the source"
123,100 Level (101-150),Lower Level Infield,"""Section 123 is down the left field line at Tropicana Field."" ""Lower Level Infield seating at Tropicana Field includes sections 101-126. Odd number sections are on the third base side, while even sections are on the first base side. The Rays dugout is in front of even sections 112-118, while the visitor's dugout is in front of odd sections 111-117."" ""Sections 112, 114, 116, 118 (even): Above the Rays dugout"" and ""Sections 111, 113, 115, 117 (odd): Above the visiting team dugout"".",11,toward third base / left field,"B-Z, AA-JJ, PP-XX",KK,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row KK.","Facing the field, seat 1 is on your left. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Verified Feb 2026"". ""Top Pick for Great Views of the Field Rows B-G""; ""Obstructed/Limited Views Rows VV-YY"". ""For baseball games, we recommend rows B-G for great views of the field"". Overhang ""The views from rows VV-YY in sections 107-131 are limited by the overhang from the 200 level."" and ""Avoid Rows WW and XX on the Lower Level because of the obstructed view created by the 200 level overhang."" and ""avoid rows WW and XX, which may be obstructed by the 200 level overhang."" The Q&A adds a SECOND, DIFFERENT obstruction statement ""Rows XX and higher are obstructed by the press level overhang"" - note it names the PRESS level, and the row list for 123 ends at XX. Walkway ""A walkway separates the lower and upper portions of these sections.""","HIGH - zone, rows, location and seat direction stated by the source"
