section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
112,Lower Level (100s),Lower Box Seats,Lower Box seating includes sections 111-153 on the White Sox seating chart.,18,toward first base / right field,"AA, 1-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 111, with seat numbers counting up toward the edge facing section 113. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-35: 8 seats labeled 1-8; Row WCH: 5 seats labeled 1-5,"""Rows 30 & Above - Covered"". ""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118 and 146-148""; ""Front of sections 108-156 are behind the netting"". ""Rows 34-37 are recommended for kids and family"". Wheelchair Row WCH. Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
113,Lower Level (100s),Lower Box Seats,Sections near home plate and the dugouts offer some of the best non-club views in the stadium.,17,toward first base / right field,"AA, 1-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 112, with seat numbers counting up toward the edge facing section 114. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-35: 10 seats labeled 1-10; Row WCH: 6 seats labeled 1-6,"""Rows 30 & Above - Covered"". ""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118 and 146-148"". ""Rows 34-37 are recommended for kids and family"". Wheelchair Row WCH. Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
114,Lower Level (100s),Lower Box Seats,"Sections near home plate carry a variety of names — including Diamond Box, Platinum Box, and Gold Box — but the overall seating experience is very similar across these areas.",16,toward first base / right field,"AA, 1-37",37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 113, with seat numbers counting up toward the edge facing section 115. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",8 seats labeled 1-8,"""Rows 30 & Above - Covered"". ""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118 and 146-148""; ""Front of sections 108-156 are behind the netting"". ""Rows 34-37 are recommended for kids and family"". Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
115,Lower Level (100s),Lower Box Seats,Sections near home plate and the dugouts offer some of the best non-club views in the stadium.,15,toward first base / right field,"AA, 1-37",37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 114, with seat numbers counting up toward the edge facing section 116. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-37: 10 seats labeled 1-10,"""Rows 30 & Above - Covered"". ""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118 and 146-148""; ""Front of sections 108-156 are behind the netting"". Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
116,Lower Level (100s),Lower Box Seats,Sections near home plate and the dugouts offer some of the best non-club views in the stadium.,14,toward first base / right field,"AA, 1-37",37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 115, with seat numbers counting up toward the edge facing section 117. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",8 seats labeled 1-8 (Rows AA-37),"""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118"". ""Rows 30 & Above - Covered"". Rows 15-20 recommended for ""easier access to concessions and restrooms"". Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
117,Lower Level (100s),Lower Box Seats,Lower Box seating includes sections 111-153 on the White Sox seating chart.,13,toward first base / right field,"AA, 1-37",37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 116, with seat numbers counting up toward the edge facing section 118. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-37: 10 seats labeled 1-10,"""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118"". ""Rows 30 & Above - Covered"". ""Rows 33-37 are recommended for outstanding convenience""; ""Rows 34-37 are recommended for kids and family"". Sun/shade, obstructed view, dugout adjacency","HIGH - zone, rows, location and seat direction stated by the source"
118,Lower Level (100s),Lower Box Seats,"""Sections near home plate and the dugouts offer some of the best non-club views in the stadium."" Page also lists ""Visitor Dugout: Sections 122-127"".",12,toward first base / right field,"AA, 1-34, WCH",34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 117, with seat numbers counting up toward the edge facing section 119. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-34: 8 seats labeled 1-8; Row WCH: 4 seats labeled 1-4,"""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118"". ""Rows 30 & Above - Covered"". ""Top Pick for Kids and Family Rows 34-37"". Wheelchair Row WCH. page lists Visitor Dugout at Sections 122-127. Sun/shade, obstructed view","HIGH - zone, rows, location and seat direction stated by the source"
119,Lower Level (100s),Lower Box Seats,"""Sections near home plate and the dugouts offer some of the best non-club views in the stadium."" Page also lists ""Visitor Dugout: Sections 122-127"".",11,toward first base / right field,"AA, 1-34, WCH",34,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 34.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 118, with seat numbers counting up toward the edge facing section 120. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows AA-34: 10 seats labeled 1-10; Row WCH: 6 seats labeled 1-6,"""Rows 30 & Above - Covered"". ""Protective netting runs down both baselines...in sections 116-118 and 146-148""; ""Front of sections 108-156 are behind the netting"". Wheelchair Row WCH. page lists Visitor Dugout at Sections 122-127. Sun/shade, obstructed view","HIGH - zone, rows, location and seat direction stated by the source"
120,Lower Level (100s),Lower Box Seats,"Page lists ""Visitor Dugout: Sections 122-127""; no other location sentence specific to Section 120 stated.",10,toward first base / right field,"1-35, WCH"")",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 119, with seat numbers counting up toward the edge facing section 121. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.","Rows 1-35 have 8 seats labeled 1-8""; ""Row WCH has 5 seats labeled 1-5","""Rows 30 & Above - Covered"". ""Beware of foul balls in this section"". Protective netting referenced in the broader Lower Box review. Fan reviews note restrooms are ""close"". Wheelchair Row WCH. page lists Visitor Dugout at Sections 122-127. Sun/shade, obstructed view","HIGH - zone, rows, location and seat direction stated by the source"
121,Lower Level (100s),Lower Box Seats,"""Sections near home plate and the dugouts offer some of the best non-club views in the stadium""; page also lists ""Visitor Dugout: Sections 122-127"".",9,toward first base / right field,"2-35, WCH"")",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 120, with seat numbers counting up toward the edge facing section 122. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 2-4: 9 seats (labeled 1-9); Rows 5-35: 10 seats (1-10); Row WCH: 6 seats (1-6),"""Rows 30 & Above - Covered"". ""Nicely shaded, though and awesome access to concessions and restrooms"". ""Protective netting runs down both baselines and reduces foul ball opportunities in sections 116-118 and 146-148"". ""Rows 34-37 are recommended for kids and family"". Wheelchair Row WCH. page lists Visitor Dugout at Sections 122-127.","HIGH - zone, rows, location and seat direction stated by the source"
122,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,8,toward first base / right field,"5-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 121, with seat numbers counting up toward the edge facing section 123. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-35 have 8 seats labeled 1-8; Row WCH has 5 seats labeled 1-5,"Visitor dugout section - site lists ""Visitor Dugout: Sections 122-127"". ""Rows 30 & Above - Covered"". Trailing WCH wheelchair/companion row is the last row listed. ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans"". Page carries the venue-wide note that ""Protective netting runs down both baselines"", but the only sections the site names for netting are 116-118 and 146-148 - netting coverage of this section is NOT STATED.","HIGH - zone, rows, location and seat direction stated by the source"
123,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,7,toward first base / right field,"5-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 122, with seat numbers counting up toward the edge facing section 124. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-35 have 10 seats labeled 1-10; Row WCH has 6 seats labeled 1-6,"Visitor dugout section - ""Visitor Dugout: Sections 122-127""; site states Row 5 is the first row behind the visitor's dugout. ""Rows 30 & Above - Covered"". Trailing WCH wheelchair/companion row. ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans"".","HIGH - zone, rows, location and seat direction stated by the source"
124,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,6,toward first base / right field,"5-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 123, with seat numbers counting up toward the edge facing section 125. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-35 have 8 seats labeled 1-8; Row WCH has 5 seats labeled 1-5,"Visitor dugout section - ""Visitor Dugout: Sections 122-127"". ""Rows 30 & Above - Covered"". Trailing WCH wheelchair/companion row. ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans"".","HIGH - zone, rows, location and seat direction stated by the source"
125,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,5,toward first base / right field,"5-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 124, with seat numbers counting up toward the edge facing section 126. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-35 have 10 seats labeled 1-10; Row WCH has 6 seats labeled 1-6,"Visitor dugout section - ""Visitor Dugout: Sections 122-127"". ""Rows 30 & Above - Covered"". Trailing WCH wheelchair/companion row. ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans"". Venue-wide note ""Protective netting runs down both baselines"" appears; sections named for netting are 116-118 and 146-148, so netting over this section is NOT STATED.","HIGH - zone, rows, location and seat direction stated by the source"
126,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,4,toward first base / right field,"5-37, WCH",37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 125, with seat numbers counting up toward the edge facing section 127. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 5-37 have 8 seats labeled 1-8; Row WCH has 5 seats labeled 1-5,"Visitor dugout section - ""Visitor Dugout: Sections 122-127"". ""Rows 30 & Above - Covered"". Trailing WCH wheelchair/companion row. ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans"". Netting sections named by the site are 116-118 and 146-148, not this section.","HIGH - zone, rows, location and seat direction stated by the source"
127,Lower Level (100s),Lower Box Seats,These seats are located behind the visitor dugout,3,toward first base / right field,5-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 126, with seat numbers counting up toward the edge facing section 128. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",10 seats labeled 1-10,"Visitor dugout section - ""Visitor Dugout: Sections 122-127"" (last section in the visitor dugout block). ""Rows 30 & Above - Covered"". ""Rows 34-37 are recommended for kids and family""; ""Rows 5-14 are recommended for visiting team fans""; ""Rows 33-37"" recommended for convenience.","HIGH - zone, rows, location and seat direction stated by the source"
128,Lower Level (100s),Lower Box Seats,"Site's general ""Lower Box seating includes sections 111-153 on the White Sox seating chart."" Site places this section between the visitor dugout block and home plate: ""Visitor Dugout: Sections 122-127"" and ""Behind Home Plate: Sections 130-134, located directly behind the premium Scout Seats""",2,toward first base / right field,1-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 127, with seat numbers counting up toward the edge facing section 129. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-3: 7 seats; Rows 4-8: 8; Rows 9-14: 9; Rows 15-19: 10; Rows 20-24: 11; Rows 25-29: 12; Rows 30-34: 13; Rows 35-37: 14,"Sits between the visitor dugout block (122-127) and the behind-home-plate block (130-134); the site does not name it in either block. ""Rows 30 and above are under cover"". Netting sections named by the site are 116-118 and 146-148.","HIGH - zone, rows, location and seat direction stated by the source"
129,Lower Level (100s),Lower Box Seats,"Site's general ""Lower Box seating includes sections 111-153 on the White Sox seating chart."" Adjacent to the site's block ""Behind Home Plate: Sections 130-134, located directly behind the premium Scout Seats""",1,toward first base / right field,1-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 128, with seat numbers counting up toward the edge facing section 130. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",Rows 1-2: 4 seats; Rows 3-5: 5; Rows 6-8: 6; Rows 9-11: 7; Rows 12-13: 8; Rows 14-17: 9; Rows 18-20: 10; Rows 21-23: 11; Rows 24-25: 12; Rows 26-28: 13; Rows 29-31: 14; Rows 32-34: 15; Rows 35-37: 16,"Immediately outside the site's behind-home-plate block (130-134); not named in the visitor dugout block either. ""Rows 30 and above are under cover"". Netting sections named by the site are 116-118 and 146-148.","HIGH - zone, rows, location and seat direction stated by the source"
130,Lower Level (100s),Lower Box Seats,"Sections 130-134, located directly behind the premium Scout Seats",0,behind home plate,13-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 129, with seat numbers counting up toward the edge facing section 131. This section is behind home plate, so seat 1 is on its first-base side.",Row 13: 2 seats; Row 14: 4; Row 15: 6; Rows 16-17: 9; Rows 18-20: 10; Rows 21-23: 11; Rows 24-25: 12; Rows 26-28: 13; Rows 29-31: 14; Rows 32-34: 15; Rows 35-37: 16,"Directly behind home plate; the Scout Seats (sections 130S/131S/133S/134S, described by the site as occupying the first 12-15 rows) sit in front of it, which is why row numbering starts at 13. ""Rows 33 and above are covered"". Rows 20-37 noted for great field views; rows 34-37 recommended for kids and family.","HIGH - zone, rows, location and seat direction stated by the source"
131,Lower Level (100s),Lower Box Seats,"Sections 130-134, located directly behind the premium Scout Seats",0,behind home plate,"16-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 130, with seat numbers counting up toward the edge facing section 132. This section is behind home plate, so seat 1 is on its first-base side.",Rows 16-17: 8 seats (2-9); Row 18: 9 seats (2-10); Rows 19-20: 10 seats (1-10); Rows 21-23: 11; Rows 24-26: 12; Rows 27-29: 13; Rows 30-32: 14; Rows 33-35: 15; Row WCH: 8 seats (1-8),"Directly behind home plate, behind the premium Scout Seats (row numbering starts at 16). ""Rows 33 and above are covered"". Trailing WCH wheelchair/companion row. Note rows 16-18 start at seat 2, not seat 1.","HIGH - zone, rows, location and seat direction stated by the source"
132,Lower Level (100s),Lower Box Seats,"Sections 130-134, located directly behind the premium Scout Seats",0,behind home plate,"16-35, WCH",35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 131, with seat numbers counting up toward the edge facing section 133. This section is behind home plate, so seat 1 is on its first-base side.",Rows 16-18: 16 seats; Rows 19-21: 17; Rows 22-24: 18; Rows 25-27: 19; Rows 28-30: 20; Rows 31-33: 21; Rows 34-35: 22; Row WCH: 8 seats labeled 1-4 and 7-10,"The straight-on behind-home-plate section, behind the premium Scout Seats (row numbering starts at 16). ""Rows 33 and above are under cover"". Trailing WCH wheelchair/companion row; its seat labels skip 5-6 (listed as 1-4, 7-10).","HIGH - zone, rows, location and seat direction stated by the source"
133,Lower Level (100s),Lower Box Seats,"Sections 130-134, located directly behind the premium Scout Seats",0,behind home plate,16-35,35,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 35.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 132, with seat numbers counting up toward the edge facing section 134. This section is behind home plate, so seat 1 is on its first-base side.",Rows 16-17: 8 seats; Row 18: 9; Rows 19-20: 10; Rows 21-23: 11; Rows 24-26: 12; Rows 27-29: 13; Rows 30-32: 14; Rows 33-34: 15; Row 35: 2,"Directly behind home plate, behind the premium Scout Seats (row numbering starts at 16). ""Rows 33 and above are under cover"". ""Rows 34-37 are recommended for kids and family"".","HIGH - zone, rows, location and seat direction stated by the source"
134,Lower Level (100s),Lower Box Seats,"Sections 130-134, located directly behind the premium Scout Seats",0,behind home plate,13-37,37,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row 37.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 133, with seat numbers counting up toward the edge facing section 135. This section is behind home plate, so seat 1 is on its first-base side.",Row 13: 2 seats; Row 14: 4; Row 15: 6; Rows 16-17: 9; Rows 18-20: 10; Rows 21-23: 11; Rows 24-25: 12; Rows 26-28: 13; Rows 29-31: 14; Rows 32-34: 15; Rows 35-37: 16,"Last of the behind-home-plate block; Scout Seats occupy the first 12-15 rows in front, so row numbering starts at 13. ""Rows 33 and above are covered"".","HIGH - zone, rows, location and seat direction stated by the source"
