section,level,zone,location_in_stadium,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
12,Field Level (1-32),Field Level Infield,"""Field Level Infield seating is found on the lowest tier of PNC Park directly behind the two dugouts for close views of the action""; ""sections 9-13 are located directly behind the visitors"" dugout (first base side)",3,toward first base / right field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 11, with seat numbers counting up toward the edge facing section 13. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"rateyourseats.com/pnc-park/seating/sections/12. ""For baseball games, these seats are located behind the visitor dugout"" and ""Row F is the first row behind the visitor's dugout in Section 12"" - visiting dugout is on the first base side. ""There is some amount of netting or screening in front of sections 109-124."" ""You won't find much shade when sitting this close to the field, so fans should be prepared for a good amount of sun during day games."" not stated beyond the netting note. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
13,Field Level (1-32),Field Level Infield,"""Located directly behind the visitors"" dugout; part of sections 9-13 on the first base side",2,toward first base / right field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 12, with seat numbers counting up toward the edge facing section 14. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"rateyourseats.com/pnc-park/seating/sections/13. ""Row F is the first row behind the visitor's dugout in Section 13"" - visiting dugout is on the first base side. Row I is skipped in the sequence (F, G, H, J-M). ""You won't find much shade when sitting this close to the field, so fans should be prepared for a good amount of sun during day games."" general note covers sections 109-124; nothing stated for Section 13 specifically. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
14,Field Level (1-32),Home Plate Club,Located in sections 14-19 and part of section 20 directly behind home plate,1,toward first base / right field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 13, with seat numbers counting up toward the edge facing section 15. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"rateyourseats.com/pnc-park/seating/sections/14. ""Each section sits between the two dugouts"" (Pirates dugout is on the third base side; visitors on first base). page's netting note references sections 109-124, not Section 14. not stated. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
15,Field Level (1-32),Home Plate Club,Located in sections 14-19 and part of section 20 directly behind home plate,0,behind home plate,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 14, with seat numbers counting up toward the edge facing section 16. This section is behind home plate, so seat 1 is on its first-base side.",not published,"rateyourseats.com/pnc-park/seating/sections/15. ""Each section sits between the two dugouts"" (Pirates dugout is on the third base side; visitors on first base). page's netting note references sections 109-124, not Section 15. not stated. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
16,Field Level (1-32),Home Plate Club,Located in sections 14-19 and part of section 20 directly behind home plate,0,behind home plate,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 15, with seat numbers counting up toward the edge facing section 17. This section is behind home plate, so seat 1 is on its first-base side.",not published,"rateyourseats.com/pnc-park/seating/sections/16. ""Each section sits between the two dugouts"" (Pirates dugout is on the third base side; visitors on first base). not stated. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
17,Field Level (1-32),Home Plate Club,"""directly behind home plate"" (Sections 14-19)",0,behind home plate,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 16, with seat numbers counting up toward the edge facing section 18. This section is behind home plate, so seat 1 is on its first-base side.",not published,"rateyourseats.com/pnc-park/seating/sections/17. seats are positioned ""between the two dugouts"" (Pirates dugout is on the third base side; visitors on first base). not stated. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
18,Field Level (1-32),Home Plate Club,Located in sections 14-19 and part of section 20 directly behind home plate,0,behind home plate,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 17, with seat numbers counting up toward the edge facing section 19. This section is behind home plate, so seat 1 is on its first-base side.",not published,rateyourseats.com/pnc-park/seating/sections/18. positioned between the two dugouts (Pirates dugout is on the third base side; visitors on first base). not stated. not stated. not stated.,"HIGH - zone, rows, location and seat direction stated by the source"
19,Field Level (1-32),Home Plate Club,Located in sections 14-19 and part of section 20 directly behind home plate,1,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 18, with seat numbers counting up toward the edge facing section 20. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"rateyourseats.com/pnc-park/seating/sections/19. ""Each section sits between the two dugouts"" (Pirates dugout is on the third base side; visitors on first base). page's netting note references sections 109-124, not Section 19. not stated. not stated. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
20,Field Level (1-32),Home Plate Club,"directly behind the Pirates dugout""; ""Located directly behind home plate in Sections 14-19 and Rows A-E in section 20",2,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 19, with seat numbers counting up toward the edge facing section 21. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"rateyourseats.com/pnc-park/seating/sections/20. Rows A-E are Home Plate Club, the section as a whole is listed under Field Level Infield rows A-M. ""Row F is the first row behind the Pirates dugout in Section 20"" - the Pirates dugout is on the third base side, fronted by sections 20-24. ""There is some amount of netting or screening in front of sections 109-124. The height and coverage of netting or screening will vary by section."" ""You won't find much shade when sitting this close to the field, so fans should be prepared for a good amount of sun during day games."" not stated beyond the netting note. not stated.","HIGH - zone, rows, location and seat direction stated by the source"
21,Field Level (1-32),Field Level Infield,"Located directly behind the Pirates dugout"" on the third base side; part of ""sections 20-24 on the third base side",3,toward third base / left field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 20, with seat numbers counting up toward the edge facing section 22. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Pirates dugout (third base side): ""Row F is the first row behind the Pirates dugout in Section 21"". ""You won't find much shade when sitting this close to the field, so fans should be prepared for a good amount of sun during day games"". ""Great viewing angle to the city skyline"". Netting note on page refers to other sections: ""There is some amount of netting or screening in front of sections 109-124"". rateyourseats.com/pnc-park/seating/sections/21","HIGH - zone, rows, location and seat direction stated by the source"
22,Field Level (1-32),Field Level Infield,"""located directly behind the Pirates dugout"" on the third base side",4,toward third base / left field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 21, with seat numbers counting up toward the edge facing section 23. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Pirates dugout (third base side): ""Row F is the first row behind the Pirates dugout in Section 22"". ""You won't find much shade when sitting this close to the field"". ""Seats on the third base side will have a great viewing angle to the city skyline"". ""concourses are a long walk away"". rateyourseats.com/pnc-park/seating/sections/22","HIGH - zone, rows, location and seat direction stated by the source"
23,Field Level (1-32),Field Level Infield,"""located directly behind the Pirates dugout"" on the third base side",5,toward third base / left field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 22, with seat numbers counting up toward the edge facing section 24. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Pirates dugout (third base side): ""Row F is the first row behind the Pirates dugout in Section 23"". ""You won't find much shade when sitting this close to the field"". ""Seats on the third base side will have a great viewing angle to the city skyline"". Netting statement on page refers to other sections: ""There is some amount of netting or screening in front of sections 109-124"". rateyourseats.com/pnc-park/seating/sections/23","HIGH - zone, rows, location and seat direction stated by the source"
24,Field Level (1-32),Field Level Infield,sections 20-24 on the third base side are located directly behind the Pirates dugout,6,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 23, with seat numbers counting up toward the edge facing section 25. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"Pirates dugout (third base side): ""Row F is the first row behind the Pirates dugout in Section 24"". ""You won't find much shade when sitting this close to the field"". ""Seats on the third base side will have a great viewing angle to the city skyline"". ""the concourses are a long walk away"". rateyourseats.com/pnc-park/seating/sections/24","HIGH - zone, rows, location and seat direction stated by the source"
25,Field Level (1-32),Field Level Down the Line,"Third base / left field line side of the Field Level; zone described as ranging ""from the corner bases to the foul poles"". Page states ""those on the third base side will get a better vantage point to the Pittsburgh Skyline""",7,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 24, with seat numbers counting up toward the edge facing section 26. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""very little structure to provide shade""; ""Be prepared for more sun during midday games"". ""near 180 degree head turn to see the videoboard"". ""With just 8 to 13 rows in each section"". ""fans will have to walk all the way to the top of the 100 level to reach the concourse"". Obstructed view / netting / wheelchair rateyourseats.com/pnc-park/seating/sections/25","HIGH - zone, rows, location and seat direction stated by the source"
26,Field Level (1-32),Field Level Down the Line,"Ranging from the corner bases to the foul poles on the Field Level, these sections offer the more affordable option for fans who want to be as close to the field as possible.",8,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 25, with seat numbers counting up toward the edge facing section 27. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""little structure to provide shade"" during midday games. ""8 to 13 rows"" per section. fans must walk to the top of the 100 level to reach the concourse. Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/26","HIGH - zone, rows, location and seat direction stated by the source"
27,Field Level (1-32),Field Level Down the Line,not stated by the source,9,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 26, with seat numbers counting up toward the edge facing section 28. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Be prepared for more sun during midday games though as there is very little structure to provide shade"". Fan review notes potential view obstruction from tall patrons in adjacent sections, and ""Seats were very close to the field"". Netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/27","MEDIUM - rows and zone confirmed, the source does not place this section"
28,Field Level (1-32),Field Level Down the Line,"Third base side; page states this side offers ""a better vantage point to the Pittsburgh Skyline"" and is ""where the Pirates dugout is located""",10,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 27, with seat numbers counting up toward the edge facing section 29. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"page notes the third base side is ""where the Pirates dugout is located"" (Section 28 is down the line, not fronting it; sections 20-24 front the Pirates dugout). ""Be prepared for more sun during midday games though as there is very little structure to provide shade"". ""near 180 degree head turn to see the videoboard"". ""fans will have to walk all the way to the top of the 100 level to reach the concourse"". rateyourseats.com/pnc-park/seating/sections/28","HIGH - zone, rows, location and seat direction stated by the source"
29,Field Level (1-32),Field Level Down the Line,"Third base side; a fan review refers to the ""left field line""",11,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 28, with seat numbers counting up toward the edge facing section 30. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"fan review states it was ""hard to see through the protective netting"". ""very little structure to provide shade"". ""great seating angle towards the infield""; ""better vantage point to the Pittsburgh Skyline""; ""near 180 degree head turn to see the videoboard"". rateyourseats.com/pnc-park/seating/sections/29","HIGH - zone, rows, location and seat direction stated by the source"
30,Field Level (1-32),Field Level Down the Line,Sections 30-32 near the left field corner,12,toward third base / left field,"A-C, D-M"" (page notes an open space before Row D)",UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 29, with seat numbers counting up toward the edge facing section 31. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"page indicates open space before Row D. ""very little structure to provide shade"". ""great seating angle towards the infield""; ""near 180 degree head turn to see the videoboard"". ""fans will have to walk all the way to the top of the 100 level to reach the concourse"". ""8 to 13 rows"". Netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/30","HIGH - zone, rows, location and seat direction stated by the source"
31,Field Level (1-32),Field Level Down the Line,Sections 30-32 near the left field corner,13,toward third base / left field,A-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 30, with seat numbers counting up toward the edge facing section 32. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Be prepared for more sun during midday games though as there is very little structure to provide shade"". ""The only downfall here is the near 180 degree head turn to see the videoboard"". ""fans will have to walk all the way to the top of the 100 level to reach the concourse"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/31","HIGH - zone, rows, location and seat direction stated by the source"
32,Field Level (1-32),Field Level Down the Line,Sections 30-32 near the left field corner,14,toward third base / left field,F-M,UNKNOWN,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal row is not published for this section.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 31, with seat numbers counting up toward the far edge of the section, with no further section beyond it on that side. Seat 1 is the end of the row closest to home plate, and higher seat numbers run away from home plate.",not published,"""Be prepared for more sun during midday games though as there is very little structure to provide shade"". ""great seating angle towards the infield"" but ""near 180 degree head turn to see the videoboard"". ""fans will have to walk all the way to the top of the 100 level to reach the concourse"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/32","HIGH - zone, rows, location and seat direction stated by the source"
101,Lower Bowl (100s),Box Level Down the Line,"""down the baselines"", between the ""corner bases and foul poles"" on the lower seating tier",11,toward first base / right field,"A-Z, AA-GG",GG,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row GG.","Facing the field, seat 1 is on your right. That puts seat 1 on the far edge of the section, with no further section beyond it on that side, with seat numbers counting up toward the edge facing section 103. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows W & Above - Covered""; ""upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck"". Rated ""Top Pick for Partying and Socializing"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/101","HIGH - zone, rows, location and seat direction stated by the source"
103,Lower Bowl (100s),Box Level Down the Line,"""down the baselines"" between the corner bases and foul poles, on the lower seating tier",10,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 101, with seat numbers counting up toward the edge facing section 105. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows W & Above - Covered""; ""upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above"". ""best option of any seating area at PNC Park for fans hoping to bring home a treasured foul ball souvenir"". ""we recommend these seats for partying and socializing"" and ""rows A-G for great views of the field"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/103","HIGH - zone, rows, location and seat direction stated by the source"
105,Lower Bowl (100s),Box Level Down the Line,"down the baselines"" between ""the corner bases and foul poles"" on ""the lower seating tier",9,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 103, with seat numbers counting up toward the edge facing section 107. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows W & Above - Covered"". ""Lower rows will have closer views"" but ""upper rows (double letters) are a very good option as they are close to the concourse and well protected by the overhanging seating deck above"". ""The best option of any seating area at PNC Park for fans hoping to bring home a treasured foul ball souvenir"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/105","HIGH - zone, rows, location and seat direction stated by the source"
107,Lower Bowl (100s),Box Level Down the Line,"""down the baselines"" between the corner bases and foul poles, on the lower seating tier",8,toward first base / right field,"A-Z, AA-HH",HH,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. The entry portal is at row HH.","Facing the field, seat 1 is on your right. That puts seat 1 on the edge facing section 105, with seat numbers counting up toward the edge facing section 108. Seat 1 is the end of the row farthest from home plate, and higher seat numbers run back toward home plate.",not published,"""Rows W & Above - Covered"". ""these sections do not extend all the way to the field due to the Field Level seats just beneath"". ""best option of any seating area at PNC Park for fans hoping to bring home a treasured foul ball souvenir"". Obstructed view / netting / dugout proximity / wheelchair rateyourseats.com/pnc-park/seating/sections/107","HIGH - zone, rows, location and seat direction stated by the source"
